Date,First Trust Taiwan AlphaDEX_etf_Open_average,First Trust Taiwan AlphaDEX_etf_Open_max,First Trust Taiwan AlphaDEX_etf_Open_min,First Trust Taiwan AlphaDEX_etf_Open_volatility,First Trust Taiwan AlphaDEX_etf_Open_change,First Trust Taiwan AlphaDEX_etf_High_average,First Trust Taiwan AlphaDEX_etf_High_max,First Trust Taiwan AlphaDEX_etf_High_min,First Trust Taiwan AlphaDEX_etf_High_volatility,First Trust Taiwan AlphaDEX_etf_High_change,First Trust Taiwan AlphaDEX_etf_Low_average,First Trust Taiwan AlphaDEX_etf_Low_max,First Trust Taiwan AlphaDEX_etf_Low_min,First Trust Taiwan AlphaDEX_etf_Low_volatility,First Trust Taiwan AlphaDEX_etf_Low_change,First Trust Taiwan AlphaDEX_etf_Close_average,First Trust Taiwan AlphaDEX_etf_Close_max,First Trust Taiwan AlphaDEX_etf_Close_min,First Trust Taiwan AlphaDEX_etf_Close_volatility,First Trust Taiwan AlphaDEX_etf_Close_change
2016-03-13,30.79,30.79,30.79,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2016-03-20,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2016-03-27,29.91,29.91,29.91,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2016-04-03,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2016-04-10,30.17,30.17,30.17,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2016-04-17,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2016-04-24,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2016-05-01,27.28,27.28,27.28,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2016-05-08,26.99,26.99,26.99,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2016-05-15,27.25,27.25,27.25,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2016-05-22,28.76,28.76,28.76,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2016-05-29,29.23,29.23,29.23,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2016-06-05,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2016-06-12,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2016-06-19,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2016-06-26,30.5,30.5,30.5,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2016-07-03,30.16,30.16,30.16,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2016-07-10,31.35,31.35,31.35,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2016-07-17,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2016-07-24,32.0,32.0,32.0,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2016-07-31,32.4,32.4,32.4,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2016-08-07,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2016-08-14,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2016-08-21,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2016-08-28,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2016-09-04,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2016-09-11,32.22,32.22,32.22,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2016-09-18,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2016-09-25,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2016-10-02,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2016-10-09,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2016-10-16,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2016-10-23,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2016-10-30,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2016-11-06,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2016-11-13,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2016-11-20,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2016-11-27,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2016-12-04,31.44,31.44,31.44,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2016-12-11,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2016-12-18,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2016-12-25,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2017-01-01,31.37,31.37,31.37,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2017-01-08,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2017-01-15,31.95,31.95,31.95,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2017-01-22,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2017-01-29,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2017-02-05,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2017-02-12,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-02-19,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2017-02-26,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2017-03-05,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2017-03-12,33.83,33.83,33.83,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-03-19,34.96,34.96,34.96,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-03-26,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2017-04-02,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2017-04-09,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-04-16,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2017-04-23,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-04-30,34.99,34.99,34.99,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2017-05-07,34.96,34.96,34.96,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.96,34.96,34.96,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2017-05-14,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2017-05-21,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2017-05-28,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2017-06-04,35.05,35.05,35.05,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2017-06-11,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2017-06-18,35.36,35.36,35.36,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2017-06-25,36.18,36.18,36.18,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2017-07-02,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2017-07-09,37.35,37.35,37.35,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-07-16,36.96,36.96,36.96,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2017-07-23,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2017-07-30,37.74,37.74,37.74,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2017-08-06,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2017-08-13,36.7,36.7,36.7,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2017-08-20,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2017-08-27,37.9,37.9,37.9,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2017-09-03,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2017-09-10,37.82,37.82,37.82,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2017-09-17,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2017-09-24,35.57,35.57,35.57,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2017-10-01,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2017-10-08,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2017-10-15,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2017-10-22,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2017-10-29,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2017-11-05,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2017-11-12,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2017-11-19,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2017-11-26,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2017-12-03,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2017-12-10,35.82,35.82,35.82,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2017-12-17,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2017-12-24,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2017-12-31,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0
