Date,CVGI_stock_Open_average,CVGI_stock_Open_max,CVGI_stock_Open_min,CVGI_stock_Open_volatility,CVGI_stock_Open_change,CVGI_stock_High_average,CVGI_stock_High_max,CVGI_stock_High_min,CVGI_stock_High_volatility,CVGI_stock_High_change,CVGI_stock_Low_average,CVGI_stock_Low_max,CVGI_stock_Low_min,CVGI_stock_Low_volatility,CVGI_stock_Low_change,CVGI_stock_Close_average,CVGI_stock_Close_max,CVGI_stock_Close_min,CVGI_stock_Close_volatility,CVGI_stock_Close_change,CVGI_stock_Volume_average,CVGI_stock_Volume_max,CVGI_stock_Volume_min,CVGI_stock_Volume_volatility,CVGI_stock_Volume_change
2017-10-08,7.584,7.66,7.51,0.15000000000000036,0.15000000000000036,7.704000000000001,7.83,7.57,0.2599999999999998,0.2599999999999998,7.508,7.63,7.45,0.17999999999999972,0.17999999999999972,7.618,7.71,7.53,0.17999999999999972,0.17999999999999972,102494,129471,64263,65208,-27163
2017-10-15,7.87,8.44,7.5,0.9399999999999995,0.6699999999999999,8.116,8.58,7.7,0.8799999999999999,0.75,7.734,8.21,7.44,0.7700000000000005,0.7400000000000011,7.9799999999999995,8.43,7.5,0.9299999999999997,0.9299999999999997,144280,200916,87872,113044,86073
2017-10-22,8.276,8.5,7.88,0.6200000000000001,-0.28999999999999915,8.484,8.83,8.23,0.5999999999999996,-0.2699999999999996,8.036,8.26,7.82,0.4399999999999995,-0.17999999999999972,8.196,8.49,7.86,0.6299999999999999,-0.15000000000000036,248272,442389,147223,295166,1290
2017-10-29,8.168,8.29,8.08,0.20999999999999908,0.15999999999999837,8.31,8.45,8.14,0.3099999999999987,0.3099999999999987,8.092,8.24,7.96,0.28000000000000025,0.28000000000000025,8.202,8.32,8.08,0.2400000000000002,0.2400000000000002,156121,202232,82456,119776,-77702
2017-11-05,9.47,10.2,8.35,1.8499999999999996,1.5500000000000007,9.934,10.43,8.6,1.83,1.6600000000000001,9.26,9.9,8.31,1.5899999999999999,1.5899999999999999,9.652,10.12,8.38,1.7399999999999984,1.6099999999999994,365948,675037,137757,537280,38890
2017-11-12,10.198,10.83,9.95,0.8800000000000008,0.8800000000000008,10.592,11.34,10.17,1.17,1.129999999999999,10.08,10.54,9.87,0.6699999999999999,0.5899999999999999,10.448,11.15,10.0,1.1500000000000004,1.1500000000000004,358037,409321,298276,111045,58188
2017-11-19,11.1875,11.48,10.91,0.5700000000000003,0.0,11.415,11.6,11.18,0.41999999999999993,-0.20000000000000107,10.9175,11.06,10.7,0.3600000000000012,0.3200000000000003,11.1475,11.49,10.81,0.6799999999999997,0.3099999999999987,219134,353938,87840,266098,-266098
2017-11-26,11.408,11.67,11.1,0.5700000000000003,-0.040000000000000924,11.594,11.85,11.16,0.6899999999999995,-0.3100000000000005,11.08,11.45,10.48,0.9699999999999989,-0.5399999999999991,11.33,11.61,10.98,0.629999999999999,-0.3899999999999988,254867,328487,204966,123521,79317
2017-12-03,11.086,11.3,10.92,0.3800000000000008,-0.08000000000000007,11.264,11.51,11.06,0.4499999999999993,-0.4499999999999993,10.828,11.08,10.34,0.7400000000000002,-0.7400000000000002,10.938,11.25,10.41,0.8399999999999999,-0.8399999999999999,196029,259579,135711,123868,-30504
2017-12-10,10.536,10.65,10.39,0.2599999999999998,0.1899999999999995,10.766,10.91,10.57,0.33999999999999986,0.33999999999999986,10.39,10.48,10.26,0.22000000000000064,0.15000000000000036,10.604,10.81,10.49,0.3200000000000003,0.3200000000000003,176805,266424,109722,156702,46965
2017-12-17,10.936,11.04,10.81,0.22999999999999865,0.1399999999999988,11.15,11.25,11.08,0.16999999999999993,-0.15000000000000036,10.834,10.94,10.78,0.16000000000000014,-0.02000000000000135,10.96,11.01,10.87,0.14000000000000057,-0.009999999999999787,125067,158277,81545,76732,-76498
2017-12-24,10.942499999999999,11.08,10.81,0.2699999999999996,-0.019999999999999574,11.075,11.21,10.95,0.26000000000000156,-0.010000000000001563,10.78,10.87,10.67,0.1999999999999993,-0.14000000000000057,10.875,11.08,10.69,0.39000000000000057,-0.13000000000000078,89562,136325,47553,88772,69379
2017-12-31,10.945,11.1,10.69,0.41000000000000014,0.3200000000000003,11.15,11.31,11.03,0.28000000000000114,-0.28000000000000114,10.7775,10.86,10.67,0.1899999999999995,0.10999999999999943,11.0,11.11,10.89,0.21999999999999886,-0.09999999999999964,224362,286047,167013,119034,60426
