Date,TAC_stock_Open_average,TAC_stock_Open_max,TAC_stock_Open_min,TAC_stock_Open_volatility,TAC_stock_Open_change,TAC_stock_High_average,TAC_stock_High_max,TAC_stock_High_min,TAC_stock_High_volatility,TAC_stock_High_change,TAC_stock_Low_average,TAC_stock_Low_max,TAC_stock_Low_min,TAC_stock_Low_volatility,TAC_stock_Low_change,TAC_stock_Close_average,TAC_stock_Close_max,TAC_stock_Close_min,TAC_stock_Close_volatility,TAC_stock_Close_change,TAC_stock_Volume_average,TAC_stock_Volume_max,TAC_stock_Volume_min,TAC_stock_Volume_volatility,TAC_stock_Volume_change
2017-10-15,6.11,6.4,5.85,0.5500000000000007,0.2999999999999998,6.24,6.4,5.95,0.4500000000000002,0.39999999999999947,6.032,6.25,5.85,0.40000000000000036,0.2600000000000007,6.1499999999999995,6.35,5.85,0.5,0.35000000000000053,21780,52386,7523,44863,13334
2017-10-22,6.088,6.25,5.92,0.33000000000000007,-0.33000000000000007,6.16,6.25,6.05,0.20000000000000018,-0.20000000000000018,6.034,6.2,5.92,0.28000000000000025,-0.28000000000000025,6.08,6.2,6.0,0.20000000000000018,-0.20000000000000018,14334,22854,6053,16801,3166
2017-10-29,5.89,6.0,5.85,0.15000000000000036,-0.05000000000000071,5.97,6.1,5.9,0.1999999999999993,-0.1999999999999993,5.85,5.9,5.8,0.10000000000000053,-0.10000000000000053,5.91,6.05,5.85,0.20000000000000018,-0.20000000000000018,22145,44864,5374,39490,-31242
2017-11-05,5.92,6.0,5.85,0.15000000000000036,0.15000000000000036,6.052,6.11,5.95,0.16000000000000014,0.14999999999999947,5.92,6.0,5.85,0.15000000000000036,0.15000000000000036,6.024,6.1,5.9,0.1999999999999993,0.16999999999999993,18447,38114,9544,28570,9632
2017-11-12,5.83,6.0,5.7,0.2999999999999998,-0.20000000000000018,5.8999999999999995,6.05,5.85,0.20000000000000018,-0.20000000000000018,5.7459999999999996,5.8,5.68,0.1200000000000001,-0.019999999999999574,5.804,5.85,5.75,0.09999999999999964,0.04999999999999982,28978,55908,16848,39060,37093
2017-11-19,5.845,5.9,5.78,0.1200000000000001,0.0,5.925,6.0,5.85,0.15000000000000036,0.15000000000000036,5.82,5.9,5.75,0.15000000000000036,0.09999999999999964,5.8875,5.95,5.8,0.15000000000000036,0.15000000000000036,13524,28307,6203,22104,2809
2017-11-26,5.96,6.0,5.85,0.15000000000000036,0.04999999999999982,6.052,6.1,5.95,0.14999999999999947,0.13999999999999968,5.914,5.97,5.85,0.1200000000000001,0.0699999999999994,5.99,6.05,5.9,0.14999999999999947,0.14999999999999947,27119,45997,15837,30160,29941
2017-12-03,6.096,6.25,5.95,0.2999999999999998,0.15000000000000036,6.22,6.35,6.1,0.25,0.09999999999999964,5.992,6.05,5.92,0.1299999999999999,0.04999999999999982,6.12,6.2,6.0,0.20000000000000018,0.10000000000000053,32240,57099,15828,41271,-28029
2017-12-10,5.926,6.1,5.85,0.25,-0.21999999999999975,5.966,6.15,5.88,0.27000000000000046,-0.27000000000000046,5.804,5.9,5.72,0.1800000000000006,-0.1800000000000006,5.88,6.0,5.75,0.25,-0.25,36948,63023,21915,41108,41108
2017-12-17,5.76,5.8,5.7,0.09999999999999964,0.09999999999999964,5.83,5.85,5.8,0.04999999999999982,-0.04999999999999982,5.72,5.75,5.7,0.04999999999999982,0.0,5.77,5.8,5.75,0.04999999999999982,-0.04999999999999982,33424,56567,8170,48397,6456
2017-12-24,5.75,5.8,5.7,0.09999999999999964,0.09999999999999964,5.8625,5.95,5.75,0.20000000000000018,0.20000000000000018,5.67,5.8,5.41,0.3899999999999997,0.3899999999999997,5.8,5.95,5.6,0.35000000000000053,0.35000000000000053,28967,44888,14315,30573,-24834
2017-12-31,5.8875,5.95,5.85,0.10000000000000053,-0.05000000000000071,5.9625,6.0,5.95,0.04999999999999982,-0.04999999999999982,5.8374999999999995,5.85,5.8,0.04999999999999982,0.0,5.9,5.95,5.85,0.10000000000000053,-0.04999999999999982,30845,49514,10076,39438,-39438
