Date,CZWI_stock_Open_average,CZWI_stock_Open_max,CZWI_stock_Open_min,CZWI_stock_Open_volatility,CZWI_stock_Open_change,CZWI_stock_High_average,CZWI_stock_High_max,CZWI_stock_High_min,CZWI_stock_High_volatility,CZWI_stock_High_change,CZWI_stock_Low_average,CZWI_stock_Low_max,CZWI_stock_Low_min,CZWI_stock_Low_volatility,CZWI_stock_Low_change,CZWI_stock_Close_average,CZWI_stock_Close_max,CZWI_stock_Close_min,CZWI_stock_Close_volatility,CZWI_stock_Close_change,CZWI_stock_Volume_average,CZWI_stock_Volume_max,CZWI_stock_Volume_min,CZWI_stock_Volume_volatility,CZWI_stock_Volume_change
2017-10-08,13.854,14.0,13.65,0.34999999999999964,-0.08000000000000007,13.986,14.0,13.95,0.05000000000000071,-0.009999999999999787,13.818,14.0,13.65,0.34999999999999964,-0.2599999999999998,13.872,14.0,13.71,0.28999999999999915,-0.11999999999999922,3215,5008,1716,3292,3256
2017-10-15,13.716,13.8,13.65,0.15000000000000036,-0.15000000000000036,13.724,13.8,13.65,0.15000000000000036,-0.15000000000000036,13.644,13.72,13.52,0.20000000000000107,-0.07000000000000028,13.696,13.76,13.65,0.10999999999999943,-0.08999999999999986,3038,10104,1022,9082,-282
2017-10-22,13.780000000000001,13.82,13.74,0.08000000000000007,-0.08000000000000007,13.785,13.82,13.75,0.07000000000000028,-0.07000000000000028,13.58,13.66,13.5,0.16000000000000014,0.16000000000000014,13.675,13.69,13.66,0.02999999999999936,-0.02999999999999936,6455,8801,4110,4691,-4691
2017-10-29,13.754,13.93,13.52,0.41000000000000014,0.41000000000000014,13.854,14.21,13.53,0.6800000000000015,0.6800000000000015,13.661999999999999,13.86,13.43,0.4299999999999997,0.4299999999999997,13.748,14.0,13.43,0.5700000000000003,0.5700000000000003,4706,15045,1525,13520,13321
2017-11-05,14.03,14.2,13.8,0.3999999999999986,0.09999999999999964,14.05,14.2,13.8,0.3999999999999986,0.08999999999999986,13.786,14.05,13.08,0.9700000000000006,-0.9199999999999999,13.824,14.06,13.21,0.8499999999999996,-0.7899999999999991,4259,17470,0,17470,14282
2017-11-12,13.395,13.49,13.33,0.16000000000000014,0.16000000000000014,13.4925,13.6,13.37,0.23000000000000043,0.22000000000000064,13.3875,13.47,13.32,0.15000000000000036,0.15000000000000036,13.435,13.5,13.36,0.14000000000000057,0.11000000000000121,2503,4503,723,3780,-3667
2017-11-19,13.4975,13.75,13.36,0.39000000000000057,0.39000000000000057,13.6325,13.75,13.53,0.22000000000000064,0.16000000000000014,13.465,13.75,13.35,0.40000000000000036,0.39000000000000057,13.535,13.75,13.4,0.34999999999999964,0.16000000000000014,2254,7872,208,7664,-32
2017-11-26,13.77,14.05,13.56,0.4900000000000002,0.02999999999999936,13.807500000000001,14.05,13.7,0.3500000000000014,0.03999999999999915,13.5525,13.71,13.36,0.3500000000000014,0.3500000000000014,13.6425,13.76,13.48,0.27999999999999936,0.27999999999999936,10963,21869,983,20886,-20886
2017-12-03,13.6,13.74,13.35,0.39000000000000057,0.28000000000000114,13.826,14.0,13.7,0.3000000000000007,0.3000000000000007,13.512,13.7,13.35,0.34999999999999964,0.07000000000000028,13.686,13.79,13.57,0.21999999999999886,0.129999999999999,8011,14651,3026,11625,2678
2017-12-10,13.488,13.6,13.31,0.28999999999999915,0.25,13.626,13.71,13.56,0.15000000000000036,-0.1399999999999988,13.404,13.56,13.31,0.25,0.25,13.43,13.56,13.32,0.2400000000000002,0.120000000000001,3187,7312,696,6616,-6033
2017-12-17,13.444,13.65,13.31,0.33999999999999986,-0.1899999999999995,13.566,13.65,13.31,0.33999999999999986,-0.019999999999999574,13.318000000000001,13.46,13.21,0.25,0.15000000000000036,13.418000000000001,13.63,13.25,0.3800000000000008,0.3200000000000003,9536,31457,656,30801,-1473
2017-12-24,13.5275,13.6,13.47,0.129999999999999,-0.03999999999999915,13.58,13.6,13.57,0.02999999999999936,-0.02999999999999936,13.3525,13.47,13.23,0.2400000000000002,0.21999999999999886,13.515,13.58,13.41,0.16999999999999993,0.08999999999999986,6095,11664,1540,10124,-10097
2017-12-31,13.38,13.48,13.32,0.16000000000000014,-0.08999999999999986,13.41,13.58,13.32,0.2599999999999998,-0.1899999999999995,13.245000000000001,13.36,13.0,0.35999999999999943,0.049999999999998934,13.33,13.39,13.24,0.15000000000000036,0.040000000000000924,10250,21626,2017,19609,-19609
