Date,ProShares Short FTSE China 50_etf_Open_average,ProShares Short FTSE China 50_etf_Open_max,ProShares Short FTSE China 50_etf_Open_min,ProShares Short FTSE China 50_etf_Open_volatility,ProShares Short FTSE China 50_etf_Open_change,ProShares Short FTSE China 50_etf_High_average,ProShares Short FTSE China 50_etf_High_max,ProShares Short FTSE China 50_etf_High_min,ProShares Short FTSE China 50_etf_High_volatility,ProShares Short FTSE China 50_etf_High_change,ProShares Short FTSE China 50_etf_Low_average,ProShares Short FTSE China 50_etf_Low_max,ProShares Short FTSE China 50_etf_Low_min,ProShares Short FTSE China 50_etf_Low_volatility,ProShares Short FTSE China 50_etf_Low_change,ProShares Short FTSE China 50_etf_Close_average,ProShares Short FTSE China 50_etf_Close_max,ProShares Short FTSE China 50_etf_Close_min,ProShares Short FTSE China 50_etf_Close_volatility,ProShares Short FTSE China 50_etf_Close_change
2017-04-02,23.96,23.96,23.96,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-04-09,24.2,24.2,24.2,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2017-04-16,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2017-04-23,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2017-04-30,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2017-05-07,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2017-05-14,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2017-05-21,23.08,23.08,23.08,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2017-05-28,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2017-06-04,22.86,22.86,22.86,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2017-06-11,23.43,23.43,23.43,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2017-06-18,23.17,23.17,23.17,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2017-06-25,23.15,23.15,23.15,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2017-07-02,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2017-07-09,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2017-07-16,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2017-07-23,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2017-07-30,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2017-08-06,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2017-08-13,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2017-08-20,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2017-08-27,20.7,20.7,20.7,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2017-09-03,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2017-09-10,20.73,20.73,20.73,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2017-09-17,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2017-09-24,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2017-10-01,19.95,19.95,19.95,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2017-10-08,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2017-10-15,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2017-10-22,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2017-10-29,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2017-11-05,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2017-11-12,19.56,19.56,19.56,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2017-11-19,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2017-11-26,19.85,19.85,19.85,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2017-12-03,19.94,19.94,19.94,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2017-12-10,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2017-12-17,19.44,19.44,19.44,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2017-12-24,19.33,19.33,19.33,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2017-12-31,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0
