Date,iShares Global FinancialsEtf_Open_average,iShares Global FinancialsEtf_Open_max,iShares Global FinancialsEtf_Open_min,iShares Global FinancialsEtf_Open_volatility,iShares Global FinancialsEtf_Open_change,iShares Global FinancialsEtf_High_average,iShares Global FinancialsEtf_High_max,iShares Global FinancialsEtf_High_min,iShares Global FinancialsEtf_High_volatility,iShares Global FinancialsEtf_High_change,iShares Global FinancialsEtf_Low_average,iShares Global FinancialsEtf_Low_max,iShares Global FinancialsEtf_Low_min,iShares Global FinancialsEtf_Low_volatility,iShares Global FinancialsEtf_Low_change,iShares Global FinancialsEtf_Close_average,iShares Global FinancialsEtf_Close_max,iShares Global FinancialsEtf_Close_min,iShares Global FinancialsEtf_Close_volatility,iShares Global FinancialsEtf_Close_change
2017-04-09,59.26,59.26,59.26,0.0,0.0,59.53,59.53,59.53,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2017-04-16,59.87,59.87,59.87,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2017-04-23,61.47,61.47,61.47,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2017-04-30,62.07,62.07,62.07,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2017-05-07,61.57,61.57,61.57,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2017-05-14,61.05,61.05,61.05,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2017-05-21,61.68,61.68,61.68,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2017-05-28,61.58,61.58,61.58,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2017-06-04,62.25,62.25,62.25,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2017-06-11,62.83,62.83,62.83,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2017-06-18,61.45,61.45,61.45,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2017-06-25,63.48,63.48,63.48,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2017-07-02,63.92,63.92,63.92,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2017-07-09,64.21,64.21,64.21,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2017-07-16,64.47,64.47,64.47,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2017-07-23,64.85,64.85,64.85,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.78,64.78,64.78,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2017-07-30,66.06,66.06,66.06,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.01,66.01,66.01,0.0,0.0
2017-08-06,64.34,64.34,64.34,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2017-08-13,63.91,63.91,63.91,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2017-08-20,64.67,64.67,64.67,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2017-08-27,64.6,64.6,64.6,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.59,64.59,64.59,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2017-09-03,63.3,63.3,63.3,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2017-09-10,64.69,64.69,64.69,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.69,64.69,64.69,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2017-09-17,66.13,66.13,66.13,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2017-09-24,66.38,66.38,66.38,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2017-10-01,67.47,67.47,67.47,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2017-10-08,67.38,67.38,67.38,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2017-10-15,68.14,68.14,68.14,0.0,0.0,68.32,68.32,68.32,0.0,0.0,67.99,67.99,67.99,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2017-10-22,68.1,68.1,68.1,0.0,0.0,68.25,68.25,68.25,0.0,0.0,67.83,67.83,67.83,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2017-10-29,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2017-11-05,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2017-11-12,66.94,66.94,66.94,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2017-11-19,67.79,67.79,67.79,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2017-11-26,69.02,69.02,69.02,0.0,0.0,69.3,69.3,69.3,0.0,0.0,68.23,68.23,68.23,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2017-12-03,69.53,69.53,69.53,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2017-12-10,69.49,69.49,69.49,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2017-12-17,69.98,69.98,69.98,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2017-12-24,70.22,70.22,70.22,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2017-12-31,71.47,71.47,71.47,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.28,71.28,71.28,0.0,0.0
