Date,VanEck Vectors EgyptEtf_Open_average,VanEck Vectors EgyptEtf_Open_max,VanEck Vectors EgyptEtf_Open_min,VanEck Vectors EgyptEtf_Open_volatility,VanEck Vectors EgyptEtf_Open_change,VanEck Vectors EgyptEtf_High_average,VanEck Vectors EgyptEtf_High_max,VanEck Vectors EgyptEtf_High_min,VanEck Vectors EgyptEtf_High_volatility,VanEck Vectors EgyptEtf_High_change,VanEck Vectors EgyptEtf_Low_average,VanEck Vectors EgyptEtf_Low_max,VanEck Vectors EgyptEtf_Low_min,VanEck Vectors EgyptEtf_Low_volatility,VanEck Vectors EgyptEtf_Low_change,VanEck Vectors EgyptEtf_Close_average,VanEck Vectors EgyptEtf_Close_max,VanEck Vectors EgyptEtf_Close_min,VanEck Vectors EgyptEtf_Close_volatility,VanEck Vectors EgyptEtf_Close_change
2016-03-13,38.38,38.38,38.38,0.0,0.0,38.61,38.61,38.61,0.0,0.0,37.5,37.5,37.5,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2016-03-20,38.19,38.19,38.19,0.0,0.0,38.49,38.49,38.49,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2016-03-27,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2016-04-03,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2016-04-10,38.5,38.5,38.5,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2016-04-17,38.75,38.75,38.75,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2016-04-24,39.0,39.0,39.0,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2016-05-01,37.5,37.5,37.5,0.0,0.0,39.02,39.02,39.02,0.0,0.0,37.5,37.5,37.5,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2016-05-08,37.45,37.45,37.45,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2016-05-15,37.92,37.92,37.92,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2016-05-22,37.4,37.4,37.4,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2016-05-29,37.78,37.78,37.78,0.0,0.0,38.6,38.6,38.6,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2016-06-05,39.0,39.0,39.0,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2016-06-12,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2016-06-19,35.45,35.45,35.45,0.0,0.0,37.0,37.0,37.0,0.0,0.0,35.26,35.26,35.26,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2016-06-26,35.35,35.35,35.35,0.0,0.0,35.85,35.85,35.85,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2016-07-03,36.5,36.5,36.5,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2016-07-10,37.45,37.45,37.45,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2016-07-17,37.15,37.15,37.15,0.0,0.0,37.47,37.47,37.47,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2016-07-24,38.5,38.5,38.5,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.48,38.48,38.48,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2016-07-31,38.5,38.5,38.5,0.0,0.0,40.0,40.0,40.0,0.0,0.0,38.5,38.5,38.5,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2016-08-07,40.71,40.71,40.71,0.0,0.0,41.2,41.2,41.2,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2016-08-14,40.87,40.87,40.87,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2016-08-21,39.38,39.38,39.38,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2016-08-28,39.89,39.89,39.89,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.54,39.54,39.54,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2016-09-04,39.0,39.0,39.0,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2016-09-11,37.35,37.35,37.35,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2016-09-18,36.97,36.97,36.97,0.0,0.0,37.78,37.78,37.78,0.0,0.0,35.7,35.7,35.7,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2016-09-25,37.45,37.45,37.45,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2016-10-02,38.15,38.15,38.15,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2016-10-09,36.52,36.52,36.52,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.52,36.52,36.52,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2016-10-16,36.47,36.47,36.47,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2016-10-23,37.49,37.49,37.49,0.0,0.0,37.72,37.72,37.72,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-10-30,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2016-11-06,26.66,26.66,26.66,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-11-13,27.83,27.83,27.83,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2016-11-20,27.45,27.45,27.45,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2016-11-27,26.63,26.63,26.63,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2016-12-04,26.04,26.04,26.04,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2016-12-11,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2016-12-18,26.45,26.45,26.45,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2016-12-25,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2017-01-01,27.48,27.48,27.48,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.48,27.48,27.48,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-01-08,27.89,27.89,27.89,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2017-01-15,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2017-01-22,26.73,26.73,26.73,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.73,26.73,26.73,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-01-29,26.5,26.5,26.5,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2017-02-05,27.8,27.8,27.8,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-02-12,28.33,28.33,28.33,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2017-02-19,29.2,29.2,29.2,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-02-26,28.2,28.2,28.2,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2017-03-05,28.37,28.37,28.37,0.0,0.0,28.66,28.66,28.66,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-03-12,28.3,28.3,28.3,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2017-03-19,28.2,28.2,28.2,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-03-26,28.2,28.2,28.2,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-04-02,28.59,28.59,28.59,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2017-04-09,28.3,28.3,28.3,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2017-04-16,27.73,27.73,27.73,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2017-04-23,27.21,27.21,27.21,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2017-04-30,27.23,27.23,27.23,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2017-05-07,28.08,28.08,28.08,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2017-05-14,28.1,28.1,28.1,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2017-05-21,27.99,27.99,27.99,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2017-05-28,27.96,27.96,27.96,0.0,0.0,28.43,28.43,28.43,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-06-04,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-06-11,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2017-06-18,27.53,27.53,27.53,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2017-06-25,27.28,27.28,27.28,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2017-07-02,27.65,27.65,27.65,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-07-09,27.95,27.95,27.95,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2017-07-16,27.0,27.0,27.0,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2017-07-23,26.94,26.94,26.94,0.0,0.0,27.29,27.29,27.29,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2017-07-30,27.12,27.12,27.12,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2017-08-06,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2017-08-13,26.6,26.6,26.6,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2017-08-20,26.48,26.48,26.48,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2017-08-27,27.1,27.1,27.1,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2017-09-03,27.6,27.6,27.6,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2017-09-10,28.0,28.0,28.0,0.0,0.0,28.24,28.24,28.24,0.0,0.0,27.68,27.68,27.68,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-09-17,28.09,28.09,28.09,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2017-09-24,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2017-10-01,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2017-10-08,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2017-10-15,30.14,30.14,30.14,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2017-10-22,30.46,30.46,30.46,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2017-10-29,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-11-05,30.84,30.84,30.84,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2017-11-12,30.8,30.8,30.8,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2017-11-19,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2017-11-26,32.6,32.6,32.6,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2017-12-03,32.41,32.41,32.41,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2017-12-10,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2017-12-17,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2017-12-24,32.84,32.84,32.84,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2017-12-31,33.3,33.3,33.3,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.24,33.24,33.24,0.0,0.0
