Date,PowerShares DB Base Metals_etf_Open_average,PowerShares DB Base Metals_etf_Open_max,PowerShares DB Base Metals_etf_Open_min,PowerShares DB Base Metals_etf_Open_volatility,PowerShares DB Base Metals_etf_Open_change,PowerShares DB Base Metals_etf_High_average,PowerShares DB Base Metals_etf_High_max,PowerShares DB Base Metals_etf_High_min,PowerShares DB Base Metals_etf_High_volatility,PowerShares DB Base Metals_etf_High_change,PowerShares DB Base Metals_etf_Low_average,PowerShares DB Base Metals_etf_Low_max,PowerShares DB Base Metals_etf_Low_min,PowerShares DB Base Metals_etf_Low_volatility,PowerShares DB Base Metals_etf_Low_change,PowerShares DB Base Metals_etf_Close_average,PowerShares DB Base Metals_etf_Close_max,PowerShares DB Base Metals_etf_Close_min,PowerShares DB Base Metals_etf_Close_volatility,PowerShares DB Base Metals_etf_Close_change
2016-08-28,13.63,13.63,13.63,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2016-09-04,13.44,13.44,13.44,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2016-09-11,13.3,13.3,13.3,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.32,13.32,13.32,0.0,0.0
2016-09-18,13.67,13.67,13.67,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2016-09-25,14.06,14.06,14.06,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2016-10-02,13.94,13.94,13.94,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2016-10-09,13.64,13.64,13.64,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2016-10-16,13.46,13.46,13.46,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2016-10-23,14.02,14.02,14.02,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2016-10-30,14.38,14.38,14.38,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2016-11-06,15.41,15.41,15.41,0.0,0.0,15.43,15.43,15.43,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2016-11-13,14.95,14.95,14.95,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2016-11-20,15.82,15.82,15.82,0.0,0.0,16.13,16.13,16.13,0.0,0.0,15.82,15.82,15.82,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2016-11-27,15.47,15.47,15.47,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2016-12-04,15.62,15.62,15.62,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2016-12-11,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2016-12-18,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2016-12-25,14.95,14.95,14.95,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2017-01-01,15.0,15.0,15.0,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2017-01-08,15.89,15.89,15.89,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.85,15.85,15.85,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2017-01-15,15.91,15.91,15.91,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2017-01-22,15.94,15.94,15.94,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.9,15.9,15.9,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2017-01-29,16.03,16.03,16.03,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2017-02-05,16.5,16.5,16.5,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2017-02-12,16.27,16.27,16.27,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2017-02-19,16.23,16.23,16.23,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2017-02-26,16.36,16.36,16.36,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2017-03-05,15.95,15.95,15.95,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2017-03-12,16.5,16.5,16.5,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2017-03-19,16.34,16.34,16.34,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2017-03-26,16.39,16.39,16.39,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2017-04-02,16.11,16.11,16.11,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2017-04-09,15.77,15.77,15.77,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2017-04-16,15.79,15.79,15.79,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2017-04-23,15.95,15.95,15.95,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2017-04-30,15.53,15.53,15.53,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2017-05-07,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2017-05-14,15.8,15.8,15.8,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2017-05-21,15.92,15.92,15.92,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2017-05-28,15.63,15.63,15.63,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2017-06-04,15.71,15.71,15.71,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2017-06-11,15.47,15.47,15.47,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2017-06-18,15.92,15.92,15.92,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2017-06-25,16.32,16.32,16.32,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2017-07-02,16.33,16.33,16.33,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2017-07-09,16.36,16.36,16.36,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2017-07-16,16.42,16.42,16.42,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2017-07-23,16.78,16.78,16.78,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2017-07-30,16.76,16.76,16.76,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2017-08-06,17.4,17.4,17.4,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2017-08-13,17.8,17.8,17.8,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2017-08-20,18.2,18.2,18.2,0.0,0.0,18.22,18.22,18.22,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2017-08-27,18.44,18.44,18.44,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2017-09-03,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2017-09-10,17.82,17.82,17.82,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2017-09-17,17.99,17.99,17.99,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.88,17.88,17.88,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2017-09-24,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2017-10-01,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2017-10-08,18.84,18.84,18.84,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2017-10-15,18.63,18.63,18.63,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2017-10-22,18.5,18.5,18.5,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2017-10-29,18.84,18.84,18.84,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2017-11-05,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2017-11-12,18.41,18.41,18.41,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2017-11-19,18.83,18.83,18.83,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2017-11-26,18.27,18.27,18.27,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2017-12-03,17.75,17.75,17.75,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2017-12-10,18.32,18.32,18.32,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2017-12-17,18.9,18.9,18.9,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.89,18.89,18.89,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2017-12-24,19.44,19.44,19.44,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2017-12-31,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.17,19.17,19.17,0.0,0.0
