Date,iShares MSCI Saudi Arabia Capped_etf_Open_average,iShares MSCI Saudi Arabia Capped_etf_Open_max,iShares MSCI Saudi Arabia Capped_etf_Open_min,iShares MSCI Saudi Arabia Capped_etf_Open_volatility,iShares MSCI Saudi Arabia Capped_etf_Open_change,iShares MSCI Saudi Arabia Capped_etf_High_average,iShares MSCI Saudi Arabia Capped_etf_High_max,iShares MSCI Saudi Arabia Capped_etf_High_min,iShares MSCI Saudi Arabia Capped_etf_High_volatility,iShares MSCI Saudi Arabia Capped_etf_High_change,iShares MSCI Saudi Arabia Capped_etf_Low_average,iShares MSCI Saudi Arabia Capped_etf_Low_max,iShares MSCI Saudi Arabia Capped_etf_Low_min,iShares MSCI Saudi Arabia Capped_etf_Low_volatility,iShares MSCI Saudi Arabia Capped_etf_Low_change,iShares MSCI Saudi Arabia Capped_etf_Close_average,iShares MSCI Saudi Arabia Capped_etf_Close_max,iShares MSCI Saudi Arabia Capped_etf_Close_min,iShares MSCI Saudi Arabia Capped_etf_Close_volatility,iShares MSCI Saudi Arabia Capped_etf_Close_change
2016-07-03,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2016-07-10,23.26,23.26,23.26,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2016-07-17,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2016-07-24,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-07-31,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2016-08-07,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2016-08-14,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2016-08-21,21.4,21.4,21.4,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2016-08-28,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2016-09-04,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2016-09-11,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2016-09-18,21.5,21.5,21.5,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2016-09-25,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2016-10-02,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2016-10-09,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2016-10-16,20.7,20.7,20.7,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-10-23,21.9,21.9,21.9,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2016-10-30,22.0,22.0,22.0,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2016-11-06,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2016-11-13,23.64,23.64,23.64,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2016-11-20,24.33,24.33,24.33,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2016-11-27,25.61,25.61,25.61,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2016-12-04,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2016-12-11,25.4,25.4,25.4,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2016-12-18,25.04,25.04,25.04,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2016-12-25,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2017-01-01,25.16,25.16,25.16,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2017-01-08,24.5,24.5,24.5,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2017-01-15,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2017-01-22,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2017-01-29,25.0,25.0,25.0,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2017-02-05,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-02-12,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2017-02-19,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-02-26,24.75,24.75,24.75,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2017-03-05,24.54,24.54,24.54,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2017-03-12,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2017-03-19,24.21,24.21,24.21,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2017-03-26,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2017-04-02,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2017-04-09,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2017-04-16,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2017-04-23,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2017-04-30,24.85,24.85,24.85,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2017-05-07,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-05-14,25.02,25.02,25.02,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-05-21,24.7,24.7,24.7,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2017-05-28,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-06-04,24.74,24.74,24.74,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2017-06-11,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2017-06-18,27.32,27.32,27.32,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2017-06-25,27.22,27.22,27.22,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2017-07-02,25.74,25.74,25.74,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2017-07-09,26.57,26.57,26.57,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2017-07-16,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2017-07-23,26.05,26.05,26.05,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2017-07-30,25.31,25.31,25.31,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2017-08-06,25.29,25.29,25.29,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2017-08-13,25.61,25.61,25.61,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2017-08-20,25.83,25.83,25.83,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2017-08-27,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2017-09-03,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-09-10,26.45,26.45,26.45,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-09-17,26.23,26.23,26.23,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2017-09-24,26.26,26.26,26.26,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2017-10-01,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2017-10-08,25.62,25.62,25.62,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2017-10-15,25.26,25.26,25.26,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2017-10-22,25.09,25.09,25.09,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-10-29,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2017-11-05,25.11,25.11,25.11,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2017-11-12,25.31,25.31,25.31,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2017-11-19,24.99,24.99,24.99,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2017-11-26,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2017-12-03,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2017-12-10,25.45,25.45,25.45,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2017-12-17,25.6,25.6,25.6,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2017-12-24,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2017-12-31,26.56,26.56,26.56,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.57,26.57,26.57,0.0,0.0
