Date,iShares MSCI Indonesia_etf_Open_average,iShares MSCI Indonesia_etf_Open_max,iShares MSCI Indonesia_etf_Open_min,iShares MSCI Indonesia_etf_Open_volatility,iShares MSCI Indonesia_etf_Open_change,iShares MSCI Indonesia_etf_High_average,iShares MSCI Indonesia_etf_High_max,iShares MSCI Indonesia_etf_High_min,iShares MSCI Indonesia_etf_High_volatility,iShares MSCI Indonesia_etf_High_change,iShares MSCI Indonesia_etf_Low_average,iShares MSCI Indonesia_etf_Low_max,iShares MSCI Indonesia_etf_Low_min,iShares MSCI Indonesia_etf_Low_volatility,iShares MSCI Indonesia_etf_Low_change,iShares MSCI Indonesia_etf_Close_average,iShares MSCI Indonesia_etf_Close_max,iShares MSCI Indonesia_etf_Close_min,iShares MSCI Indonesia_etf_Close_volatility,iShares MSCI Indonesia_etf_Close_change
2016-10-02,26.33,26.33,26.33,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2016-10-09,26.3,26.3,26.3,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2016-10-16,26.26,26.26,26.26,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2016-10-23,26.24,26.24,26.24,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2016-10-30,25.39,25.39,25.39,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2016-11-06,23.76,23.76,23.76,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2016-11-13,23.97,23.97,23.97,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2016-11-20,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2016-11-27,23.81,23.81,23.81,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-12-04,24.55,24.55,24.55,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2016-12-11,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2016-12-18,22.54,22.54,22.54,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2016-12-25,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2017-01-01,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2017-01-08,24.45,24.45,24.45,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2017-01-15,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-01-22,24.4,24.4,24.4,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2017-01-29,24.85,24.85,24.85,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2017-02-05,25.03,25.03,25.03,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2017-02-12,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2017-02-19,24.76,24.76,24.76,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2017-02-26,24.56,24.56,24.56,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2017-03-05,24.59,24.59,24.59,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2017-03-12,25.57,25.57,25.57,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2017-03-19,25.89,25.89,25.89,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2017-03-26,25.73,25.73,25.73,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2017-04-02,26.22,26.22,26.22,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2017-04-09,26.09,26.09,26.09,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2017-04-16,26.19,26.19,26.19,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2017-04-23,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-04-30,26.47,26.47,26.47,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2017-05-07,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2017-05-14,26.54,26.54,26.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0,26.41,26.41,26.41,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2017-05-21,26.91,26.91,26.91,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2017-05-28,27.04,27.04,27.04,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2017-06-04,26.7,26.7,26.7,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2017-06-11,26.94,26.94,26.94,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2017-06-18,27.16,27.16,27.16,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2017-06-25,27.11,27.11,27.11,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2017-07-02,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2017-07-09,27.2,27.2,27.2,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2017-07-16,26.68,26.68,26.68,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2017-07-23,26.72,26.72,26.72,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-07-30,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2017-08-06,26.6,26.6,26.6,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2017-08-13,26.97,26.97,26.97,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2017-08-20,27.25,27.25,27.25,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2017-08-27,26.93,26.93,26.93,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2017-09-03,27.1,27.1,27.1,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2017-09-10,26.82,26.82,26.82,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-09-17,27.0,27.0,27.0,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2017-09-24,26.54,26.54,26.54,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2017-10-01,26.53,26.53,26.53,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-10-08,26.92,26.92,26.92,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-10-15,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2017-10-22,26.4,26.4,26.4,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2017-10-29,27.15,27.15,27.15,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2017-11-05,26.81,26.81,26.81,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-11-12,27.05,27.05,27.05,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2017-11-19,27.36,27.36,27.36,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2017-11-26,26.69,26.69,26.69,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2017-12-03,27.03,27.03,27.03,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2017-12-10,27.4,27.4,27.4,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2017-12-17,27.81,27.81,27.81,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2017-12-24,28.48,28.48,28.48,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-12-31,28.86,28.86,28.86,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.98,28.98,28.98,0.0,0.0
