Date,SPDR MSCI EAFE StrategicFactors_etf_Open_average,SPDR MSCI EAFE StrategicFactors_etf_Open_max,SPDR MSCI EAFE StrategicFactors_etf_Open_min,SPDR MSCI EAFE StrategicFactors_etf_Open_volatility,SPDR MSCI EAFE StrategicFactors_etf_Open_change,SPDR MSCI EAFE StrategicFactors_etf_High_average,SPDR MSCI EAFE StrategicFactors_etf_High_max,SPDR MSCI EAFE StrategicFactors_etf_High_min,SPDR MSCI EAFE StrategicFactors_etf_High_volatility,SPDR MSCI EAFE StrategicFactors_etf_High_change,SPDR MSCI EAFE StrategicFactors_etf_Low_average,SPDR MSCI EAFE StrategicFactors_etf_Low_max,SPDR MSCI EAFE StrategicFactors_etf_Low_min,SPDR MSCI EAFE StrategicFactors_etf_Low_volatility,SPDR MSCI EAFE StrategicFactors_etf_Low_change,SPDR MSCI EAFE StrategicFactors_etf_Close_average,SPDR MSCI EAFE StrategicFactors_etf_Close_max,SPDR MSCI EAFE StrategicFactors_etf_Close_min,SPDR MSCI EAFE StrategicFactors_etf_Close_volatility,SPDR MSCI EAFE StrategicFactors_etf_Close_change
2017-01-22,55.47,55.47,55.47,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2017-01-29,55.79,55.79,55.79,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2017-02-05,55.9,55.9,55.9,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.57,55.57,55.57,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2017-02-12,56.23,56.23,56.23,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2017-02-19,56.12,56.12,56.12,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2017-02-26,56.53,56.53,56.53,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2017-03-05,56.69,56.69,56.69,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2017-03-12,57.58,57.58,57.58,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2017-03-19,57.99,57.99,57.99,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2017-03-26,57.96,57.96,57.96,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.91,57.91,57.91,0.0,0.0
2017-04-02,57.67,57.67,57.67,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2017-04-09,57.88,57.88,57.88,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2017-04-16,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2017-04-23,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2017-04-30,60.62,60.62,60.62,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2017-05-07,60.99,60.99,60.99,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2017-05-14,61.78,61.78,61.78,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2017-05-21,61.52,61.52,61.52,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2017-05-28,62.57,62.57,62.57,0.0,0.0,62.97,62.97,62.97,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2017-06-04,62.0,62.0,62.0,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2017-06-11,61.24,61.24,61.24,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2017-06-18,61.13,61.13,61.13,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2017-06-25,61.01,61.01,61.01,0.0,0.0,61.24,61.24,61.24,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2017-07-02,60.04,60.04,60.04,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2017-07-09,61.54,61.54,61.54,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2017-07-16,61.95,61.95,61.95,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2017-07-23,61.95,61.95,61.95,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.81,61.81,61.81,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2017-07-30,62.78,62.78,62.78,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2017-08-06,61.49,61.49,61.49,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2017-08-13,61.37,61.37,61.37,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2017-08-20,62.38,62.38,62.38,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2017-08-27,62.61,62.61,62.61,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2017-09-03,63.2,63.2,63.2,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2017-09-10,63.22,63.22,63.22,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2017-09-17,63.37,63.37,63.37,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2017-09-24,63.24,63.24,63.24,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2017-10-01,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2017-10-08,64.52,64.52,64.52,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2017-10-15,64.1,64.1,64.1,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2017-10-22,63.78,63.78,63.78,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2017-10-29,64.22,64.22,64.22,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2017-11-05,63.93,63.93,63.93,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2017-11-12,64.04,64.04,64.04,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2017-11-19,64.58,64.58,64.58,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2017-11-26,64.74,64.74,64.74,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2017-12-03,64.65,64.65,64.65,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2017-12-10,63.85,63.85,63.85,0.0,0.0,64.23,64.23,64.23,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2017-12-17,64.41,64.41,64.41,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2017-12-24,65.12,65.12,65.12,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2017-12-31,66.23,66.23,66.23,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.36,66.36,66.36,0.0,0.0
