Date,PowerShares DWA Utilities Momentum PortfolioEtf_Open_average,PowerShares DWA Utilities Momentum PortfolioEtf_Open_max,PowerShares DWA Utilities Momentum PortfolioEtf_Open_min,PowerShares DWA Utilities Momentum PortfolioEtf_Open_volatility,PowerShares DWA Utilities Momentum PortfolioEtf_Open_change,PowerShares DWA Utilities Momentum PortfolioEtf_High_average,PowerShares DWA Utilities Momentum PortfolioEtf_High_max,PowerShares DWA Utilities Momentum PortfolioEtf_High_min,PowerShares DWA Utilities Momentum PortfolioEtf_High_volatility,PowerShares DWA Utilities Momentum PortfolioEtf_High_change,PowerShares DWA Utilities Momentum PortfolioEtf_Low_average,PowerShares DWA Utilities Momentum PortfolioEtf_Low_max,PowerShares DWA Utilities Momentum PortfolioEtf_Low_min,PowerShares DWA Utilities Momentum PortfolioEtf_Low_volatility,PowerShares DWA Utilities Momentum PortfolioEtf_Low_change,PowerShares DWA Utilities Momentum PortfolioEtf_Close_average,PowerShares DWA Utilities Momentum PortfolioEtf_Close_max,PowerShares DWA Utilities Momentum PortfolioEtf_Close_min,PowerShares DWA Utilities Momentum PortfolioEtf_Close_volatility,PowerShares DWA Utilities Momentum PortfolioEtf_Close_change
2016-10-30,25.21,25.21,25.21,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2016-11-06,24.39,24.39,24.39,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2016-11-13,24.74,24.74,24.74,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2016-11-20,25.28,25.28,25.28,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2016-11-27,24.85,24.85,24.85,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2016-12-04,25.45,25.45,25.45,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2016-12-11,25.37,25.37,25.37,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2016-12-18,25.76,25.76,25.76,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2016-12-25,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2017-01-01,25.69,25.69,25.69,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2017-01-08,25.54,25.54,25.54,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2017-01-15,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2017-01-22,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2017-01-29,26.02,26.02,26.02,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2017-02-05,26.04,26.04,26.04,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2017-02-12,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2017-02-19,26.98,26.98,26.98,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2017-02-26,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2017-03-05,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2017-03-12,26.99,26.99,26.99,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2017-03-19,27.3,27.3,27.3,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2017-03-26,27.2,27.2,27.2,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2017-04-02,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2017-04-09,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2017-04-16,27.48,27.48,27.48,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2017-04-23,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2017-04-30,27.44,27.44,27.44,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2017-05-07,27.25,27.25,27.25,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2017-05-14,27.21,27.21,27.21,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2017-05-21,28.09,28.09,28.09,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-05-28,28.64,28.64,28.64,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2017-06-04,28.24,28.24,28.24,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2017-06-11,28.47,28.47,28.47,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2017-06-18,28.18,28.18,28.18,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-06-25,27.56,27.56,27.56,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-07-02,27.13,27.13,27.13,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2017-07-09,27.35,27.35,27.35,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2017-07-16,27.88,27.88,27.88,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2017-07-23,28.09,28.09,28.09,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2017-07-30,28.38,28.38,28.38,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2017-08-06,28.5,28.5,28.5,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2017-08-13,28.45,28.45,28.45,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2017-08-20,29.1,29.1,29.1,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2017-08-27,28.99,28.99,28.99,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2017-09-03,29.1,29.1,29.1,0.0,0.0,29.22,29.22,29.22,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2017-09-10,29.02,29.02,29.02,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2017-09-17,28.31,28.31,28.31,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-09-24,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2017-10-01,28.19,28.19,28.19,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2017-10-08,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2017-10-15,28.75,28.75,28.75,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2017-10-22,28.89,28.89,28.89,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2017-10-29,28.87,28.87,28.87,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2017-11-05,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2017-11-12,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2017-11-19,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-11-26,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-12-03,29.21,29.21,29.21,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-12-10,28.94,28.94,28.94,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2017-12-17,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2017-12-24,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2017-12-31,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.0,27.0,27.0,0.0,0.0
