Date,PowerShares Dynamic Oil & Gas Services_etf_Open_average,PowerShares Dynamic Oil & Gas Services_etf_Open_max,PowerShares Dynamic Oil & Gas Services_etf_Open_min,PowerShares Dynamic Oil & Gas Services_etf_Open_volatility,PowerShares Dynamic Oil & Gas Services_etf_Open_change,PowerShares Dynamic Oil & Gas Services_etf_High_average,PowerShares Dynamic Oil & Gas Services_etf_High_max,PowerShares Dynamic Oil & Gas Services_etf_High_min,PowerShares Dynamic Oil & Gas Services_etf_High_volatility,PowerShares Dynamic Oil & Gas Services_etf_High_change,PowerShares Dynamic Oil & Gas Services_etf_Low_average,PowerShares Dynamic Oil & Gas Services_etf_Low_max,PowerShares Dynamic Oil & Gas Services_etf_Low_min,PowerShares Dynamic Oil & Gas Services_etf_Low_volatility,PowerShares Dynamic Oil & Gas Services_etf_Low_change,PowerShares Dynamic Oil & Gas Services_etf_Close_average,PowerShares Dynamic Oil & Gas Services_etf_Close_max,PowerShares Dynamic Oil & Gas Services_etf_Close_min,PowerShares Dynamic Oil & Gas Services_etf_Close_volatility,PowerShares Dynamic Oil & Gas Services_etf_Close_change
2016-04-03,11.26,11.26,11.26,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2016-04-10,11.81,11.81,11.81,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2016-04-17,12.59,12.59,12.59,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2016-04-24,13.17,13.17,13.17,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2016-05-01,12.01,12.01,12.01,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2016-05-08,11.79,11.79,11.79,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2016-05-15,11.5,11.5,11.5,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2016-05-22,11.95,11.95,11.95,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.93,11.93,11.93,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2016-05-29,11.83,11.83,11.83,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2016-06-05,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2016-06-12,12.36,12.36,12.36,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2016-06-19,12.13,12.13,12.13,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2016-06-26,12.14,12.14,12.14,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2016-07-03,11.92,11.92,11.92,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2016-07-10,12.17,12.17,12.17,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2016-07-17,11.78,11.78,11.78,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2016-07-24,11.0,11.0,11.0,0.0,0.0,11.23,11.23,11.23,0.0,0.0,10.94,10.94,10.94,0.0,0.0,11.23,11.23,11.23,0.0,0.0
2016-07-31,11.06,11.06,11.06,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2016-08-07,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2016-08-14,11.62,11.62,11.62,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2016-08-21,11.05,11.05,11.05,0.0,0.0,11.19,11.19,11.19,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-08-28,10.69,10.69,10.69,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2016-09-04,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2016-09-11,10.18,10.18,10.18,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.29,10.29,10.29,0.0,0.0
2016-09-18,10.69,10.69,10.69,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2016-09-25,11.31,11.31,11.31,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2016-10-02,11.73,11.73,11.73,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2016-10-09,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2016-10-16,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2016-10-23,11.22,11.22,11.22,0.0,0.0,11.25,11.25,11.25,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2016-10-30,10.6,10.6,10.6,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2016-11-06,11.11,11.11,11.11,0.0,0.0,11.16,11.16,11.16,0.0,0.0,10.91,10.91,10.91,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2016-11-13,11.74,11.74,11.74,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2016-11-20,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2016-11-27,12.73,12.73,12.73,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2016-12-04,13.43,13.43,13.43,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2016-12-11,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2016-12-18,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.95,12.95,12.95,0.0,0.0
2016-12-25,12.85,12.85,12.85,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2017-01-01,13.5,13.5,13.5,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2017-01-08,13.5,13.5,13.5,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2017-01-15,13.35,13.35,13.35,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2017-01-22,13.33,13.33,13.33,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2017-01-29,12.76,12.76,12.76,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2017-02-05,12.78,12.78,12.78,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2017-02-12,12.7,12.7,12.7,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2017-02-19,12.59,12.59,12.59,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2017-02-26,12.38,12.38,12.38,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2017-03-05,11.39,11.39,11.39,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2017-03-12,11.57,11.57,11.57,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2017-03-19,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2017-03-26,11.62,11.62,11.62,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2017-04-02,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2017-04-09,11.47,11.47,11.47,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.23,11.23,11.23,0.0,0.0
2017-04-16,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2017-04-23,10.8,10.8,10.8,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2017-04-30,10.17,10.17,10.17,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.52,10.52,10.52,0.0,0.0
2017-05-07,10.54,10.54,10.54,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2017-05-14,10.31,10.31,10.31,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2017-05-21,9.88,9.88,9.88,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2017-05-28,9.77,9.77,9.77,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2017-06-04,9.47,9.47,9.47,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2017-06-11,9.53,9.53,9.53,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2017-06-18,9.03,9.03,9.03,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2017-06-25,9.45,9.45,9.45,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.39,9.39,9.39,0.0,0.0
2017-07-02,9.05,9.05,9.05,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.93,8.93,8.93,0.0,0.0,9.0,9.0,9.0,0.0,0.0
2017-07-09,9.47,9.47,9.47,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2017-07-16,9.63,9.63,9.63,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2017-07-23,9.39,9.39,9.39,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.42,9.42,9.42,0.0,0.0
2017-07-30,9.23,9.23,9.23,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2017-08-06,8.46,8.46,8.46,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.47,8.47,8.47,0.0,0.0
2017-08-13,8.04,8.04,8.04,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2017-08-20,8.27,8.27,8.27,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.27,8.27,8.27,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2017-08-27,8.41,8.41,8.41,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2017-09-03,8.8,8.8,8.8,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2017-09-10,9.28,9.28,9.28,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2017-09-17,9.4,9.4,9.4,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2017-09-24,9.87,9.87,9.87,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.91,9.91,9.91,0.0,0.0
2017-10-01,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.62,9.62,9.62,0.0,0.0
2017-10-08,9.51,9.51,9.51,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2017-10-15,9.25,9.25,9.25,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2017-10-22,8.91,8.91,8.91,0.0,0.0,9.07,9.07,9.07,0.0,0.0,8.89,8.89,8.89,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2017-10-29,9.34,9.34,9.34,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.39,9.39,9.39,0.0,0.0
2017-11-05,9.74,9.74,9.74,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2017-11-12,8.98,8.98,8.98,0.0,0.0,9.08,9.08,9.08,0.0,0.0,8.94,8.94,8.94,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2017-11-19,9.12,9.12,9.12,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2017-11-26,9.17,9.17,9.17,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2017-12-03,9.01,9.01,9.01,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2017-12-10,9.03,9.03,9.03,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2017-12-17,9.44,9.44,9.44,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2017-12-24,9.55,9.55,9.55,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2017-12-31,10.19,10.19,10.19,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.2,10.2,10.2,0.0,0.0
