Date,iShares Core US Growth_etf_Open_average,iShares Core US Growth_etf_Open_max,iShares Core US Growth_etf_Open_min,iShares Core US Growth_etf_Open_volatility,iShares Core US Growth_etf_Open_change,iShares Core US Growth_etf_High_average,iShares Core US Growth_etf_High_max,iShares Core US Growth_etf_High_min,iShares Core US Growth_etf_High_volatility,iShares Core US Growth_etf_High_change,iShares Core US Growth_etf_Low_average,iShares Core US Growth_etf_Low_max,iShares Core US Growth_etf_Low_min,iShares Core US Growth_etf_Low_volatility,iShares Core US Growth_etf_Low_change,iShares Core US Growth_etf_Close_average,iShares Core US Growth_etf_Close_max,iShares Core US Growth_etf_Close_min,iShares Core US Growth_etf_Close_volatility,iShares Core US Growth_etf_Close_change
2016-09-18,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2016-09-25,42.48,42.48,42.48,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-10-02,42.46,42.46,42.46,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-10-09,42.05,42.05,42.05,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2016-10-16,41.86,41.86,41.86,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-10-23,41.56,41.56,41.56,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2016-10-30,40.69,40.69,40.69,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2016-11-06,41.89,41.89,41.89,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2016-11-13,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2016-11-20,43.02,43.02,43.02,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2016-11-27,42.16,42.16,42.16,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2016-12-04,43.41,43.41,43.41,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2016-12-11,43.65,43.65,43.65,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2016-12-18,43.31,43.31,43.31,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2016-12-25,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2017-01-01,43.73,43.73,43.73,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2017-01-08,44.01,44.01,44.01,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2017-01-15,44.03,44.03,44.03,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-01-22,44.53,44.53,44.53,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2017-01-29,44.5,44.5,44.5,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2017-02-05,45.01,45.01,45.01,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2017-02-12,45.58,45.58,45.58,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2017-02-19,45.75,45.75,45.75,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.73,45.73,45.73,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2017-02-26,46.3,46.3,46.3,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2017-03-05,46.38,46.38,46.38,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2017-03-12,46.69,46.69,46.69,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2017-03-19,46.1,46.1,46.1,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2017-03-26,46.37,46.37,46.37,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2017-04-02,46.27,46.27,46.27,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2017-04-09,46.01,46.01,46.01,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2017-04-16,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2017-04-23,47.44,47.44,47.44,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2017-04-30,47.55,47.55,47.55,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2017-05-07,47.7,47.7,47.7,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2017-05-14,47.47,47.47,47.47,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2017-05-21,48.49,48.49,48.49,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2017-05-28,48.95,48.95,48.95,0.0,0.0,49.19,49.19,49.19,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2017-06-04,49.11,49.11,49.11,0.0,0.0,49.21,49.21,49.21,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-06-11,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2017-06-18,48.92,48.92,48.92,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.83,48.83,48.83,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-06-25,48.35,48.35,48.35,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2017-07-02,48.02,48.02,48.02,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2017-07-09,49.01,49.01,49.01,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-07-16,49.59,49.59,49.59,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-07-23,49.49,49.49,49.49,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2017-07-30,49.59,49.59,49.59,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2017-08-06,48.93,48.93,48.93,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2017-08-13,49.03,49.03,49.03,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2017-08-20,49.29,49.29,49.29,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2017-08-27,50.09,50.09,50.09,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2017-09-03,49.99,49.99,49.99,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2017-09-10,50.42,50.42,50.42,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2017-09-17,50.27,50.27,50.27,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2017-09-24,50.35,50.35,50.35,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2017-10-01,51.07,51.07,51.07,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2017-10-08,51.5,51.5,51.5,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2017-10-15,51.85,51.85,51.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2017-10-22,51.79,51.79,51.79,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.72,51.72,51.72,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2017-10-29,52.37,52.37,52.37,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2017-11-05,52.51,52.51,52.51,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2017-11-12,52.63,52.63,52.63,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2017-11-19,53.08,53.08,53.08,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2017-11-26,53.58,53.58,53.58,0.0,0.0,53.65,53.65,53.65,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2017-12-03,53.57,53.57,53.57,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2017-12-10,54.06,54.06,54.06,0.0,0.0,54.26,54.26,54.26,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2017-12-17,54.09,54.09,54.09,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2017-12-24,54.12,54.12,54.12,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2017-12-31,55.1,55.1,55.1,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.42,55.42,55.42,0.0,0.0
