Date,iShares MSCI Kokusai_etf_Open_average,iShares MSCI Kokusai_etf_Open_max,iShares MSCI Kokusai_etf_Open_min,iShares MSCI Kokusai_etf_Open_volatility,iShares MSCI Kokusai_etf_Open_change,iShares MSCI Kokusai_etf_High_average,iShares MSCI Kokusai_etf_High_max,iShares MSCI Kokusai_etf_High_min,iShares MSCI Kokusai_etf_High_volatility,iShares MSCI Kokusai_etf_High_change,iShares MSCI Kokusai_etf_Low_average,iShares MSCI Kokusai_etf_Low_max,iShares MSCI Kokusai_etf_Low_min,iShares MSCI Kokusai_etf_Low_volatility,iShares MSCI Kokusai_etf_Low_change,iShares MSCI Kokusai_etf_Close_average,iShares MSCI Kokusai_etf_Close_max,iShares MSCI Kokusai_etf_Close_min,iShares MSCI Kokusai_etf_Close_volatility,iShares MSCI Kokusai_etf_Close_change
2016-03-27,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2016-04-03,51.56,51.56,51.56,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2016-04-10,52.69,52.69,52.69,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2016-04-17,53.25,53.25,53.25,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2016-04-24,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2016-05-01,51.77,51.77,51.77,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.7,51.7,51.7,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2016-05-08,52.08,52.08,52.08,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2016-05-15,52.16,52.16,52.16,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2016-05-22,53.06,53.06,53.06,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2016-05-29,52.96,52.96,52.96,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2016-06-05,52.56,52.56,52.56,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2016-06-12,52.16,52.16,52.16,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2016-06-19,50.04,50.04,50.04,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2016-06-26,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2016-07-03,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2016-07-10,53.49,53.49,53.49,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2016-07-17,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2016-07-24,53.61,53.61,53.61,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2016-07-31,53.35,53.35,53.35,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2016-08-07,54.54,54.54,54.54,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2016-08-14,54.39,54.39,54.39,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2016-08-21,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2016-08-28,54.44,54.44,54.44,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2016-09-04,53.72,53.72,53.72,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-09-11,53.36,53.36,53.36,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2016-09-18,54.05,54.05,54.05,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2016-09-25,54.24,54.24,54.24,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2016-10-02,53.69,53.69,53.69,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2016-10-09,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2016-10-16,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2016-10-23,52.87,52.87,52.87,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2016-10-30,51.9,51.9,51.9,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2016-11-06,53.84,53.84,53.84,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2016-11-13,53.41,53.41,53.41,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2016-11-20,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2016-11-27,53.5,53.5,53.5,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2016-12-04,55.04,55.04,55.04,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2016-12-11,55.21,55.21,55.21,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2016-12-18,54.61,54.61,54.61,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2016-12-25,54.45,54.45,54.45,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2017-01-01,55.75,55.75,55.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2017-01-08,55.65,55.65,55.65,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2017-01-15,55.52,55.52,55.52,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2017-01-22,56.21,56.21,56.21,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2017-01-29,56.36,56.36,56.36,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2017-02-05,56.42,56.42,56.42,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2017-02-12,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2017-02-19,56.92,56.92,56.92,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2017-02-26,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2017-03-05,57.4,57.4,57.4,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2017-03-12,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2017-03-19,57.47,57.47,57.47,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.66,57.66,57.66,0.0,0.0
2017-03-26,58.24,58.24,58.24,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2017-04-02,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2017-04-09,57.45,57.45,57.45,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2017-04-16,58.02,58.02,58.02,0.0,0.0,58.42,58.42,58.42,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2017-04-23,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2017-04-30,59.31,59.31,59.31,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2017-05-07,59.2,59.2,59.2,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-05-14,59.51,59.51,59.51,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2017-05-21,60.22,60.22,60.22,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2017-05-28,60.73,60.73,60.73,0.0,0.0,60.97,60.97,60.97,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2017-06-04,60.93,60.93,60.93,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2017-06-11,60.49,60.49,60.49,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2017-06-18,59.75,59.75,59.75,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2017-06-25,59.64,59.64,59.64,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2017-07-02,59.45,59.45,59.45,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2017-07-09,60.37,60.37,60.37,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2017-07-16,60.89,60.89,60.89,0.0,0.0,61.24,61.24,61.24,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2017-07-23,60.97,60.97,60.97,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2017-07-30,61.43,61.43,61.43,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2017-08-06,60.46,60.46,60.46,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2017-08-13,60.22,60.22,60.22,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2017-08-20,60.66,60.66,60.66,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2017-08-27,61.19,61.19,61.19,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2017-09-03,61.31,61.31,61.31,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2017-09-10,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2017-09-17,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2017-09-24,62.21,62.21,62.21,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2017-10-01,62.64,62.64,62.64,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2017-10-08,63.28,63.28,63.28,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2017-10-15,63.42,63.42,63.42,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2017-10-22,63.19,63.19,63.19,0.0,0.0,63.4,63.4,63.4,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2017-10-29,63.45,63.45,63.45,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2017-11-05,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2017-11-12,63.48,63.48,63.48,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2017-11-19,64.32,64.32,64.32,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2017-11-26,65.09,65.09,65.09,0.0,0.0,65.35,65.35,65.35,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2017-12-03,65.0,65.0,65.0,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2017-12-10,65.13,65.13,65.13,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2017-12-17,65.1,65.1,65.1,0.0,0.0,65.19,65.19,65.19,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2017-12-24,65.31,65.31,65.31,0.0,0.0,65.31,65.31,65.31,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2017-12-31,66.45,66.45,66.45,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.45,66.45,66.45,0.0,0.0
