Date,BioShares Biotechnology Products_etf_Open_average,BioShares Biotechnology Products_etf_Open_max,BioShares Biotechnology Products_etf_Open_min,BioShares Biotechnology Products_etf_Open_volatility,BioShares Biotechnology Products_etf_Open_change,BioShares Biotechnology Products_etf_High_average,BioShares Biotechnology Products_etf_High_max,BioShares Biotechnology Products_etf_High_min,BioShares Biotechnology Products_etf_High_volatility,BioShares Biotechnology Products_etf_High_change,BioShares Biotechnology Products_etf_Low_average,BioShares Biotechnology Products_etf_Low_max,BioShares Biotechnology Products_etf_Low_min,BioShares Biotechnology Products_etf_Low_volatility,BioShares Biotechnology Products_etf_Low_change,BioShares Biotechnology Products_etf_Close_average,BioShares Biotechnology Products_etf_Close_max,BioShares Biotechnology Products_etf_Close_min,BioShares Biotechnology Products_etf_Close_volatility,BioShares Biotechnology Products_etf_Close_change
2016-05-29,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2016-06-05,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2016-06-12,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2016-06-19,25.93,25.93,25.93,0.0,0.0,26.24,26.24,26.24,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2016-06-26,27.06,27.06,27.06,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2016-07-03,28.35,28.35,28.35,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2016-07-10,28.0,28.0,28.0,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2016-07-17,29.82,29.82,29.82,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2016-07-24,30.61,30.61,30.61,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2016-07-31,31.58,31.58,31.58,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2016-08-07,30.66,30.66,30.66,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2016-08-14,30.83,30.83,30.83,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2016-08-21,30.09,30.09,30.09,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2016-08-28,30.1,30.1,30.1,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2016-09-04,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2016-09-11,32.78,32.78,32.78,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.5,32.5,32.5,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2016-09-18,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2016-09-25,32.83,32.83,32.83,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2016-10-02,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2016-10-09,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2016-10-16,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2016-10-23,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.62,28.62,28.62,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2016-10-30,27.76,27.76,27.76,0.0,0.0,29.04,29.04,29.04,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2016-11-06,35.05,35.05,35.05,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.18,34.18,34.18,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2016-11-13,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2016-11-20,35.19,35.19,35.19,0.0,0.0,35.61,35.61,35.61,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2016-11-27,33.07,33.07,33.07,0.0,0.0,33.64,33.64,33.64,0.0,0.0,32.62,32.62,32.62,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2016-12-04,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2016-12-11,33.96,33.96,33.96,0.0,0.0,34.47,34.47,34.47,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2016-12-18,33.3,33.3,33.3,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2016-12-25,32.93,32.93,32.93,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2017-01-01,34.86,34.86,34.86,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2017-01-08,35.75,35.75,35.75,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2017-01-15,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2017-01-22,34.12,34.12,34.12,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-01-29,35.9,35.9,35.9,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.67,35.67,35.67,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2017-02-05,37.35,37.35,37.35,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2017-02-12,37.78,37.78,37.78,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-02-19,36.54,36.54,36.54,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2017-02-26,38.55,38.55,38.55,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2017-03-05,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-03-12,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2017-03-19,37.1,37.1,37.1,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2017-03-26,37.97,37.97,37.97,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2017-04-02,36.61,36.61,36.61,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2017-04-09,36.34,36.34,36.34,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2017-04-16,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-04-23,37.89,37.89,37.89,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.65,37.65,37.65,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2017-04-30,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2017-05-07,37.0,37.0,37.0,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2017-05-14,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2017-05-21,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2017-05-28,36.34,36.34,36.34,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2017-06-04,36.35,36.35,36.35,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2017-06-11,36.89,36.89,36.89,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2017-06-18,41.62,41.62,41.62,0.0,0.0,41.62,41.62,41.62,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-06-25,39.58,39.58,39.58,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2017-07-02,40.18,40.18,40.18,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2017-07-09,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2017-07-16,40.45,40.45,40.45,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.45,40.45,40.45,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2017-07-23,40.33,40.33,40.33,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-07-30,39.19,39.19,39.19,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-08-06,37.83,37.83,37.83,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2017-08-13,37.95,37.95,37.95,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2017-08-20,39.05,39.05,39.05,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2017-08-27,41.23,41.23,41.23,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.49,40.49,40.49,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-09-03,40.79,40.79,40.79,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2017-09-10,40.74,40.74,40.74,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2017-09-17,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2017-09-24,41.47,41.47,41.47,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-10-01,42.18,42.18,42.18,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-10-08,41.46,41.46,41.46,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2017-10-15,41.21,41.21,41.21,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-10-22,38.8,38.8,38.8,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.48,38.48,38.48,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2017-10-29,38.9,38.9,38.9,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2017-11-05,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2017-11-12,38.68,38.68,38.68,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2017-11-19,38.69,38.69,38.69,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2017-11-26,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2017-12-03,39.58,39.58,39.58,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2017-12-10,39.67,39.67,39.67,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2017-12-17,40.1,40.1,40.1,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2017-12-24,41.0,41.0,41.0,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2017-12-31,41.21,41.21,41.21,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.28,41.28,41.28,0.0,0.0
