Date,iShares Broad USD Investment Grade Corporate Bond_etf_Open_average,iShares Broad USD Investment Grade Corporate Bond_etf_Open_max,iShares Broad USD Investment Grade Corporate Bond_etf_Open_min,iShares Broad USD Investment Grade Corporate Bond_etf_Open_volatility,iShares Broad USD Investment Grade Corporate Bond_etf_Open_change,iShares Broad USD Investment Grade Corporate Bond_etf_High_average,iShares Broad USD Investment Grade Corporate Bond_etf_High_max,iShares Broad USD Investment Grade Corporate Bond_etf_High_min,iShares Broad USD Investment Grade Corporate Bond_etf_High_volatility,iShares Broad USD Investment Grade Corporate Bond_etf_High_change,iShares Broad USD Investment Grade Corporate Bond_etf_Low_average,iShares Broad USD Investment Grade Corporate Bond_etf_Low_max,iShares Broad USD Investment Grade Corporate Bond_etf_Low_min,iShares Broad USD Investment Grade Corporate Bond_etf_Low_volatility,iShares Broad USD Investment Grade Corporate Bond_etf_Low_change,iShares Broad USD Investment Grade Corporate Bond_etf_Close_average,iShares Broad USD Investment Grade Corporate Bond_etf_Close_max,iShares Broad USD Investment Grade Corporate Bond_etf_Close_min,iShares Broad USD Investment Grade Corporate Bond_etf_Close_volatility,iShares Broad USD Investment Grade Corporate Bond_etf_Close_change
2017-01-15,54.66,54.66,54.66,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2017-01-22,54.64,54.64,54.64,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2017-01-29,54.63,54.63,54.63,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2017-02-05,54.63,54.63,54.63,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2017-02-12,54.87,54.87,54.87,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2017-02-19,55.01,55.01,55.01,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2017-02-26,54.7,54.7,54.7,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2017-03-05,54.1,54.1,54.1,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2017-03-12,54.47,54.47,54.47,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2017-03-19,54.73,54.73,54.73,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2017-03-26,54.87,54.87,54.87,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-04-02,55.09,55.09,55.09,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2017-04-09,55.27,55.27,55.27,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2017-04-16,55.44,55.44,55.44,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2017-04-23,55.27,55.27,55.27,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2017-04-30,55.13,55.13,55.13,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-05-07,55.21,55.21,55.21,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2017-05-14,55.63,55.63,55.63,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2017-05-21,55.65,55.65,55.65,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2017-05-28,55.73,55.73,55.73,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2017-06-04,55.63,55.63,55.63,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2017-06-11,56.02,56.02,56.02,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2017-06-18,56.1,56.1,56.1,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-06-25,55.85,55.85,55.85,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2017-07-02,55.44,55.44,55.44,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2017-07-09,55.81,55.81,55.81,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2017-07-16,56.15,56.15,56.15,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2017-07-23,55.96,55.96,55.96,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2017-07-30,56.02,56.02,56.02,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2017-08-06,55.87,55.87,55.87,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2017-08-13,56.12,56.12,56.12,0.0,0.0,56.14,56.14,56.14,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2017-08-20,56.15,56.15,56.15,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-08-27,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2017-09-03,56.38,56.38,56.38,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2017-09-10,56.05,56.05,56.05,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-09-17,56.02,56.02,56.02,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2017-09-24,56.09,56.09,56.09,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-10-01,55.84,55.84,55.84,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2017-10-08,56.2,56.2,56.2,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2017-10-15,56.01,56.01,56.01,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-10-22,55.9,55.9,55.9,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2017-10-29,56.01,56.01,56.01,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2017-11-05,55.66,55.66,55.66,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2017-11-12,55.81,55.81,55.81,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2017-11-19,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2017-11-26,55.78,55.78,55.78,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-12-03,55.92,55.92,55.92,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2017-12-10,56.17,56.17,56.17,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2017-12-17,55.72,55.72,55.72,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2017-12-24,55.98,55.98,55.98,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2017-12-31,55.88,55.88,55.88,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.87,55.87,55.87,0.0,0.0
