Date,iShares Global High Yield Corporate BondEtf_Open_average,iShares Global High Yield Corporate BondEtf_Open_max,iShares Global High Yield Corporate BondEtf_Open_min,iShares Global High Yield Corporate BondEtf_Open_volatility,iShares Global High Yield Corporate BondEtf_Open_change,iShares Global High Yield Corporate BondEtf_High_average,iShares Global High Yield Corporate BondEtf_High_max,iShares Global High Yield Corporate BondEtf_High_min,iShares Global High Yield Corporate BondEtf_High_volatility,iShares Global High Yield Corporate BondEtf_High_change,iShares Global High Yield Corporate BondEtf_Low_average,iShares Global High Yield Corporate BondEtf_Low_max,iShares Global High Yield Corporate BondEtf_Low_min,iShares Global High Yield Corporate BondEtf_Low_volatility,iShares Global High Yield Corporate BondEtf_Low_change,iShares Global High Yield Corporate BondEtf_Close_average,iShares Global High Yield Corporate BondEtf_Close_max,iShares Global High Yield Corporate BondEtf_Close_min,iShares Global High Yield Corporate BondEtf_Close_volatility,iShares Global High Yield Corporate BondEtf_Close_change
2016-09-25,49.44,49.44,49.44,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2016-10-02,49.38,49.38,49.38,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2016-10-09,49.21,49.21,49.21,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2016-10-16,49.42,49.42,49.42,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2016-10-23,49.15,49.15,49.15,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2016-10-30,48.56,48.56,48.56,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2016-11-06,47.9,47.9,47.9,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2016-11-13,48.0,48.0,48.0,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2016-11-20,48.14,48.14,48.14,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2016-11-27,48.15,48.15,48.15,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2016-12-04,48.78,48.78,48.78,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2016-12-11,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2016-12-18,48.03,48.03,48.03,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2016-12-25,48.5,48.5,48.5,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2017-01-01,48.94,48.94,48.94,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2017-01-08,48.92,48.92,48.92,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2017-01-15,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2017-01-22,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-01-29,49.14,49.14,49.14,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2017-02-05,49.02,49.02,49.02,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2017-02-12,49.1,49.1,49.1,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2017-02-19,49.24,49.24,49.24,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2017-02-26,49.35,49.35,49.35,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2017-03-05,48.84,48.84,48.84,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2017-03-12,49.05,49.05,49.05,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2017-03-19,48.87,48.87,48.87,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2017-03-26,49.2,49.2,49.2,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-04-02,49.09,49.09,49.09,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2017-04-09,49.12,49.12,49.12,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2017-04-16,49.21,49.21,49.21,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-04-23,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2017-04-30,49.71,49.71,49.71,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2017-05-07,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-05-14,50.08,50.08,50.08,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2017-05-21,50.38,50.38,50.38,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-05-28,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-06-04,50.28,50.28,50.28,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-06-11,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2017-06-18,50.22,50.22,50.22,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2017-06-25,50.44,50.44,50.44,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2017-07-02,49.33,49.33,49.33,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.33,49.33,49.33,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-07-09,50.48,50.48,50.48,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2017-07-16,50.98,50.98,50.98,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2017-07-23,51.02,51.02,51.02,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2017-07-30,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2017-08-06,50.71,50.71,50.71,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2017-08-13,50.79,50.79,50.79,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2017-08-20,51.1,51.1,51.1,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2017-08-27,51.16,51.16,51.16,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-09-03,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2017-09-10,51.28,51.28,51.28,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2017-09-17,51.33,51.33,51.33,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2017-09-24,51.38,51.38,51.38,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2017-10-01,51.03,51.03,51.03,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-10-08,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2017-10-15,51.34,51.34,51.34,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2017-10-22,51.08,51.08,51.08,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2017-10-29,51.05,51.05,51.05,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2017-11-05,50.55,50.55,50.55,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2017-11-12,50.82,50.82,50.82,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2017-11-19,51.19,51.19,51.19,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-11-26,50.9,50.9,50.9,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-12-03,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2017-12-10,50.76,50.76,50.76,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2017-12-17,50.3,50.3,50.3,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-12-24,50.56,50.56,50.56,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2017-12-31,51.06,51.06,51.06,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0
