Date,iShares Core MSCI Total International StockEtf_Open_average,iShares Core MSCI Total International StockEtf_Open_max,iShares Core MSCI Total International StockEtf_Open_min,iShares Core MSCI Total International StockEtf_Open_volatility,iShares Core MSCI Total International StockEtf_Open_change,iShares Core MSCI Total International StockEtf_High_average,iShares Core MSCI Total International StockEtf_High_max,iShares Core MSCI Total International StockEtf_High_min,iShares Core MSCI Total International StockEtf_High_volatility,iShares Core MSCI Total International StockEtf_High_change,iShares Core MSCI Total International StockEtf_Low_average,iShares Core MSCI Total International StockEtf_Low_max,iShares Core MSCI Total International StockEtf_Low_min,iShares Core MSCI Total International StockEtf_Low_volatility,iShares Core MSCI Total International StockEtf_Low_change,iShares Core MSCI Total International StockEtf_Close_average,iShares Core MSCI Total International StockEtf_Close_max,iShares Core MSCI Total International StockEtf_Close_min,iShares Core MSCI Total International StockEtf_Close_volatility,iShares Core MSCI Total International StockEtf_Close_change
2016-03-13,49.62,49.62,49.62,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2016-03-20,48.35,48.35,48.35,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2016-03-27,48.53,48.53,48.53,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.45,48.45,48.45,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2016-04-03,48.75,48.75,48.75,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2016-04-10,50.45,50.45,50.45,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2016-04-17,51.15,51.15,51.15,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2016-04-24,50.74,50.74,50.74,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2016-05-01,49.05,49.05,49.05,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2016-05-08,49.17,49.17,49.17,0.0,0.0,49.33,49.33,49.33,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2016-05-15,49.14,49.14,49.14,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2016-05-22,50.26,50.26,50.26,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2016-05-29,50.43,50.43,50.43,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2016-06-05,50.05,50.05,50.05,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2016-06-12,48.75,48.75,48.75,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2016-06-19,47.39,47.39,47.39,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2016-06-26,48.92,48.92,48.92,0.0,0.0,49.21,49.21,49.21,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2016-07-03,48.32,48.32,48.32,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2016-07-10,50.2,50.2,50.2,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2016-07-17,50.22,50.22,50.22,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2016-07-24,50.71,50.71,50.71,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2016-07-31,50.71,50.71,50.71,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2016-08-07,52.11,52.11,52.11,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2016-08-14,51.84,51.84,51.84,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2016-08-21,51.85,51.85,51.85,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2016-08-28,52.17,52.17,52.17,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2016-09-04,52.21,52.21,52.21,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2016-09-11,50.89,50.89,50.89,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2016-09-18,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2016-09-25,52.08,52.08,52.08,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2016-10-02,51.91,51.91,51.91,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2016-10-09,51.33,51.33,51.33,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2016-10-16,51.39,51.39,51.39,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2016-10-23,51.15,51.15,51.15,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2016-10-30,50.17,50.17,50.17,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2016-11-06,49.93,49.93,49.93,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-11-13,49.56,49.56,49.56,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2016-11-20,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2016-11-27,49.84,49.84,49.84,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2016-12-04,51.36,51.36,51.36,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2016-12-11,50.78,50.78,50.78,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2016-12-18,49.99,49.99,49.99,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2016-12-25,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2017-01-01,51.68,51.68,51.68,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-01-08,52.1,52.1,52.1,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2017-01-15,51.94,51.94,51.94,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2017-01-22,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2017-01-29,52.96,52.96,52.96,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2017-02-05,53.08,53.08,53.08,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2017-02-12,53.44,53.44,53.44,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2017-02-19,53.43,53.43,53.43,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2017-02-26,53.48,53.48,53.48,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-03-05,53.56,53.56,53.56,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2017-03-12,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2017-03-19,54.83,54.83,54.83,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2017-03-26,54.78,54.78,54.78,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2017-04-02,54.59,54.59,54.59,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2017-04-09,54.65,54.65,54.65,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2017-04-16,54.73,54.73,54.73,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2017-04-23,56.1,56.1,56.1,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2017-04-30,56.58,56.58,56.58,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.56,56.56,56.56,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2017-05-07,57.0,57.0,57.0,0.0,0.0,57.16,57.16,57.16,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2017-05-14,57.41,57.41,57.41,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2017-05-21,57.78,57.78,57.78,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2017-05-28,58.47,58.47,58.47,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2017-06-04,58.18,58.18,58.18,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-06-11,57.85,57.85,57.85,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2017-06-18,57.2,57.2,57.2,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2017-06-25,57.45,57.45,57.45,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2017-07-02,56.98,56.98,56.98,0.0,0.0,57.16,57.16,57.16,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2017-07-09,58.53,58.53,58.53,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2017-07-16,59.12,59.12,59.12,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2017-07-23,59.16,59.16,59.16,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2017-07-30,59.79,59.79,59.79,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2017-08-06,58.51,58.51,58.51,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2017-08-13,58.83,58.83,58.83,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2017-08-20,59.62,59.62,59.62,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2017-08-27,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-09-03,60.49,60.49,60.49,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2017-09-10,60.88,60.88,60.88,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2017-09-17,61.07,61.07,61.07,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2017-09-24,60.78,60.78,60.78,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2017-10-01,61.04,61.04,61.04,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2017-10-08,62.32,62.32,62.32,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2017-10-15,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.93,61.93,61.93,0.0,0.0
2017-10-22,61.57,61.57,61.57,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2017-10-29,62.42,62.42,62.42,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-11-05,62.09,62.09,62.09,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2017-11-12,61.89,61.89,61.89,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2017-11-19,63.17,63.17,63.17,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2017-11-26,62.38,62.38,62.38,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-12-03,62.25,62.25,62.25,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2017-12-10,62.39,62.39,62.39,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2017-12-17,62.42,62.42,62.42,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2017-12-24,63.29,63.29,63.29,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2017-12-31,64.94,64.94,64.94,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.82,64.82,64.82,0.0,0.0,65.13,65.13,65.13,0.0,0.0
