Date,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Open_average,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Open_max,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Open_min,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Open_volatility,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Open_change,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_High_average,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_High_max,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_High_min,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_High_volatility,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_High_change,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Low_average,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Low_max,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Low_min,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Low_volatility,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Low_change,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Close_average,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Close_max,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Close_min,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Close_volatility,Deutsche X-trackers MSCI Emerging Markets Hedged E_etf_Close_change
2016-03-13,18.95,18.95,18.95,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2016-03-20,18.6,18.6,18.6,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2016-03-27,18.58,18.58,18.58,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-04-03,18.67,18.67,18.67,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2016-04-10,19.1,19.1,19.1,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-04-17,19.01,19.01,19.01,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2016-04-24,18.73,18.73,18.73,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2016-05-01,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2016-05-08,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2016-05-15,18.21,18.21,18.21,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2016-05-22,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2016-05-29,18.92,18.92,18.92,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2016-06-05,18.78,18.78,18.78,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2016-06-12,18.44,18.44,18.44,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2016-06-19,18.29,18.29,18.29,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2016-06-26,19.0,19.0,19.0,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2016-07-03,18.87,18.87,18.87,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2016-07-10,19.43,19.43,19.43,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2016-07-17,19.51,19.51,19.51,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2016-07-24,19.54,19.54,19.54,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2016-07-31,19.74,19.74,19.74,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2016-08-07,19.97,19.97,19.97,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2016-08-14,20.09,20.09,20.09,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2016-08-21,19.98,19.98,19.98,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2016-08-28,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2016-09-04,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2016-09-11,19.79,19.79,19.79,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-09-18,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2016-09-25,20.07,20.07,20.07,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-10-02,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2016-10-09,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2016-10-16,20.16,20.16,20.16,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2016-10-23,19.96,19.96,19.96,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2016-10-30,19.37,19.37,19.37,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2016-11-06,19.08,19.08,19.08,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2016-11-13,19.12,19.12,19.12,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-11-20,19.35,19.35,19.35,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2016-11-27,19.23,19.23,19.23,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2016-12-04,19.67,19.67,19.67,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2016-12-11,19.33,19.33,19.33,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2016-12-18,18.79,18.79,18.79,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2016-12-25,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2017-01-01,19.67,19.67,19.67,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2017-01-08,19.93,19.93,19.93,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2017-01-15,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2017-01-22,20.26,20.26,20.26,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2017-01-29,20.11,20.11,20.11,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2017-02-05,20.33,20.33,20.33,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2017-02-12,20.41,20.41,20.41,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2017-02-19,20.37,20.37,20.37,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2017-02-26,20.27,20.27,20.27,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2017-03-05,20.2,20.2,20.2,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2017-03-12,20.78,20.78,20.78,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2017-03-19,20.8,20.8,20.8,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2017-03-26,20.64,20.64,20.64,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2017-04-02,20.75,20.75,20.75,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2017-04-09,20.68,20.68,20.68,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2017-04-16,20.66,20.66,20.66,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2017-04-23,21.1,21.1,21.1,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2017-04-30,21.01,21.01,21.01,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2017-05-07,21.56,21.56,21.56,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2017-05-14,21.42,21.42,21.42,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2017-05-21,21.77,21.77,21.77,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2017-05-28,21.67,21.67,21.67,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-06-04,21.85,21.85,21.85,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2017-06-11,21.45,21.45,21.45,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2017-06-18,21.69,21.69,21.69,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2017-06-25,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2017-07-02,21.79,21.79,21.79,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2017-07-09,22.53,22.53,22.53,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2017-07-16,22.64,22.64,22.64,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2017-07-23,22.67,22.67,22.67,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-07-30,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2017-08-06,22.43,22.43,22.43,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2017-08-13,22.71,22.71,22.71,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2017-08-20,23.32,23.32,23.32,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2017-08-27,23.26,23.26,23.26,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-09-03,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2017-09-10,23.49,23.49,23.49,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2017-09-17,23.56,23.56,23.56,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2017-09-24,23.26,23.26,23.26,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2017-10-01,23.78,23.78,23.78,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2017-10-08,24.18,24.18,24.18,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2017-10-15,24.08,24.08,24.08,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2017-10-22,23.93,23.93,23.93,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.87,23.87,23.87,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2017-10-29,24.19,24.19,24.19,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-11-05,24.2,24.2,24.2,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2017-11-12,24.33,24.33,24.33,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2017-11-19,24.56,24.56,24.56,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2017-11-26,23.76,23.76,23.76,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2017-12-03,23.66,23.66,23.66,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2017-12-10,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2017-12-17,23.81,23.81,23.81,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2017-12-24,24.17,24.17,24.17,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2017-12-31,24.88,24.88,24.88,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.06,25.06,25.06,0.0,0.0
