Date,iShares MSCI Qatar Capped_etf_Open_average,iShares MSCI Qatar Capped_etf_Open_max,iShares MSCI Qatar Capped_etf_Open_min,iShares MSCI Qatar Capped_etf_Open_volatility,iShares MSCI Qatar Capped_etf_Open_change,iShares MSCI Qatar Capped_etf_High_average,iShares MSCI Qatar Capped_etf_High_max,iShares MSCI Qatar Capped_etf_High_min,iShares MSCI Qatar Capped_etf_High_volatility,iShares MSCI Qatar Capped_etf_High_change,iShares MSCI Qatar Capped_etf_Low_average,iShares MSCI Qatar Capped_etf_Low_max,iShares MSCI Qatar Capped_etf_Low_min,iShares MSCI Qatar Capped_etf_Low_volatility,iShares MSCI Qatar Capped_etf_Low_change,iShares MSCI Qatar Capped_etf_Close_average,iShares MSCI Qatar Capped_etf_Close_max,iShares MSCI Qatar Capped_etf_Close_min,iShares MSCI Qatar Capped_etf_Close_volatility,iShares MSCI Qatar Capped_etf_Close_change
2016-07-17,19.16,19.16,19.16,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2016-07-24,19.49,19.49,19.49,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2016-07-31,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2016-08-07,20.15,20.15,20.15,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2016-08-14,20.92,20.92,20.92,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-08-21,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2016-08-28,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2016-09-04,19.47,19.47,19.47,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2016-09-11,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2016-09-18,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2016-09-25,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2016-10-02,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2016-10-09,19.43,19.43,19.43,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2016-10-16,19.33,19.33,19.33,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2016-10-23,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2016-10-30,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2016-11-06,18.17,18.17,18.17,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2016-11-13,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2016-11-20,17.97,17.97,17.97,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2016-11-27,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2016-12-04,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2016-12-11,18.66,18.66,18.66,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2016-12-18,19.06,19.06,19.06,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2016-12-25,19.07,19.07,19.07,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2017-01-01,19.84,19.84,19.84,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2017-01-08,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2017-01-15,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2017-01-22,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2017-01-29,19.45,19.45,19.45,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2017-02-05,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2017-02-12,19.97,19.97,19.97,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2017-02-19,20.06,20.06,20.06,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2017-02-26,19.83,19.83,19.83,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2017-03-05,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2017-03-12,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2017-03-19,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2017-03-26,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2017-04-02,19.59,19.59,19.59,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2017-04-09,19.57,19.57,19.57,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2017-04-16,19.48,19.48,19.48,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2017-04-23,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2017-04-30,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2017-05-07,18.77,18.77,18.77,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2017-05-14,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2017-05-21,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2017-05-28,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2017-06-04,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2017-06-11,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2017-06-18,16.03,16.03,16.03,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-06-25,16.08,16.08,16.08,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2017-07-02,16.34,16.34,16.34,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2017-07-09,17.41,17.41,17.41,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2017-07-16,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2017-07-23,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2017-07-30,17.57,17.57,17.57,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2017-08-06,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2017-08-13,16.86,16.86,16.86,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2017-08-20,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2017-08-27,16.36,16.36,16.36,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2017-09-03,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2017-09-10,15.55,15.55,15.55,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2017-09-17,15.83,15.83,15.83,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-09-24,15.76,15.76,15.76,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2017-10-01,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2017-10-08,15.55,15.55,15.55,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2017-10-15,15.0,15.0,15.0,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2017-10-22,15.06,15.06,15.06,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2017-10-29,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2017-11-05,14.27,14.27,14.27,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-11-12,13.59,13.59,13.59,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2017-11-19,13.75,13.75,13.75,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2017-11-26,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2017-12-03,14.44,14.44,14.44,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2017-12-10,15.4,15.4,15.4,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2017-12-17,16.19,16.19,16.19,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2017-12-24,16.04,16.04,16.04,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2017-12-31,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.35,16.35,16.35,0.0,0.0
