Date,SPDR S&P Capital Markets_etf_Open_average,SPDR S&P Capital Markets_etf_Open_max,SPDR S&P Capital Markets_etf_Open_min,SPDR S&P Capital Markets_etf_Open_volatility,SPDR S&P Capital Markets_etf_Open_change,SPDR S&P Capital Markets_etf_High_average,SPDR S&P Capital Markets_etf_High_max,SPDR S&P Capital Markets_etf_High_min,SPDR S&P Capital Markets_etf_High_volatility,SPDR S&P Capital Markets_etf_High_change,SPDR S&P Capital Markets_etf_Low_average,SPDR S&P Capital Markets_etf_Low_max,SPDR S&P Capital Markets_etf_Low_min,SPDR S&P Capital Markets_etf_Low_volatility,SPDR S&P Capital Markets_etf_Low_change,SPDR S&P Capital Markets_etf_Close_average,SPDR S&P Capital Markets_etf_Close_max,SPDR S&P Capital Markets_etf_Close_min,SPDR S&P Capital Markets_etf_Close_volatility,SPDR S&P Capital Markets_etf_Close_change
2017-06-11,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2017-06-18,48.49,48.49,48.49,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2017-06-25,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2017-07-02,49.36,49.36,49.36,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2017-07-09,50.16,50.16,50.16,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-07-16,50.58,50.58,50.58,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2017-07-23,50.6,50.6,50.6,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2017-07-30,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2017-08-06,49.41,49.41,49.41,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2017-08-13,48.59,48.59,48.59,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2017-08-20,49.4,49.4,49.4,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-08-27,49.64,49.64,49.64,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2017-09-03,48.24,48.24,48.24,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2017-09-10,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2017-09-17,50.72,50.72,50.72,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2017-09-24,52.2,52.2,52.2,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2017-10-01,53.76,53.76,53.76,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2017-10-08,53.52,53.52,53.52,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2017-10-15,53.93,53.93,53.93,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2017-10-22,53.43,53.43,53.43,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2017-10-29,53.08,53.08,53.08,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2017-11-05,53.16,53.16,53.16,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2017-11-12,53.64,53.64,53.64,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-11-19,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2017-11-26,56.92,56.92,56.92,0.0,0.0,56.92,56.92,56.92,0.0,0.0,55.49,55.49,55.49,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2017-12-03,57.69,57.69,57.69,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2017-12-10,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2017-12-17,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.91,57.91,57.91,0.0,0.0
2017-12-24,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2017-12-31,58.5,58.5,58.5,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.78,58.78,58.78,0.0,0.0
