Date,iShares Global IndustrialsEtf_Open_average,iShares Global IndustrialsEtf_Open_max,iShares Global IndustrialsEtf_Open_min,iShares Global IndustrialsEtf_Open_volatility,iShares Global IndustrialsEtf_Open_change,iShares Global IndustrialsEtf_High_average,iShares Global IndustrialsEtf_High_max,iShares Global IndustrialsEtf_High_min,iShares Global IndustrialsEtf_High_volatility,iShares Global IndustrialsEtf_High_change,iShares Global IndustrialsEtf_Low_average,iShares Global IndustrialsEtf_Low_max,iShares Global IndustrialsEtf_Low_min,iShares Global IndustrialsEtf_Low_volatility,iShares Global IndustrialsEtf_Low_change,iShares Global IndustrialsEtf_Close_average,iShares Global IndustrialsEtf_Close_max,iShares Global IndustrialsEtf_Close_min,iShares Global IndustrialsEtf_Close_volatility,iShares Global IndustrialsEtf_Close_change
2016-03-13,70.09,70.09,70.09,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.09,70.09,70.09,0.0,0.0,70.56,70.56,70.56,0.0,0.0
2016-03-20,68.96,68.96,68.96,0.0,0.0,69.29,69.29,69.29,0.0,0.0,68.94,68.94,68.94,0.0,0.0,69.23,69.23,69.23,0.0,0.0
2016-03-27,69.36,69.36,69.36,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.05,69.05,69.05,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2016-04-03,69.73,69.73,69.73,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2016-04-10,71.23,71.23,71.23,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.14,71.14,71.14,0.0,0.0
2016-04-17,71.7,71.7,71.7,0.0,0.0,72.11,72.11,72.11,0.0,0.0,70.24,70.24,70.24,0.0,0.0,71.94,71.94,71.94,0.0,0.0
2016-04-24,71.21,71.21,71.21,0.0,0.0,71.24,71.24,71.24,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2016-05-01,69.99,69.99,69.99,0.0,0.0,70.33,70.33,70.33,0.0,0.0,69.71,69.71,69.71,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2016-05-08,70.19,70.19,70.19,0.0,0.0,70.19,70.19,70.19,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.66,69.66,69.66,0.0,0.0
2016-05-15,69.7,69.7,69.7,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.88,69.88,69.88,0.0,0.0
2016-05-22,70.97,70.97,70.97,0.0,0.0,70.97,70.97,70.97,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2016-05-29,70.6,70.6,70.6,0.0,0.0,71.03,71.03,71.03,0.0,0.0,70.52,70.52,70.52,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2016-06-05,70.94,70.94,70.94,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2016-06-12,69.64,69.64,69.64,0.0,0.0,70.01,70.01,70.01,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2016-06-19,67.68,67.68,67.68,0.0,0.0,68.95,68.95,68.95,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2016-06-26,69.06,69.06,69.06,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.68,69.68,69.68,0.0,0.0
2016-07-03,69.54,69.54,69.54,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.92,69.92,69.92,0.0,0.0
2016-07-10,72.23,72.23,72.23,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2016-07-17,71.82,71.82,71.82,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2016-07-24,72.47,72.47,72.47,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.26,72.26,72.26,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2016-07-31,72.18,72.18,72.18,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2016-08-07,73.7,73.7,73.7,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2016-08-14,73.67,73.67,73.67,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.53,73.53,73.53,0.0,0.0,74.0,74.0,74.0,0.0,0.0
2016-08-21,73.89,73.89,73.89,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2016-08-28,74.04,74.04,74.04,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.93,73.93,73.93,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2016-09-04,73.76,73.76,73.76,0.0,0.0,73.76,73.76,73.76,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2016-09-11,71.95,71.95,71.95,0.0,0.0,71.95,71.95,71.95,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2016-09-18,73.61,73.61,73.61,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.72,73.72,73.72,0.0,0.0
2016-09-25,73.46,73.46,73.46,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.43,73.43,73.43,0.0,0.0,73.79,73.79,73.79,0.0,0.0
2016-10-02,73.38,73.38,73.38,0.0,0.0,73.38,73.38,73.38,0.0,0.0,72.56,72.56,72.56,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2016-10-09,72.45,72.45,72.45,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2016-10-16,72.22,72.22,72.22,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.09,72.09,72.09,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2016-10-23,71.87,71.87,71.87,0.0,0.0,72.47,72.47,72.47,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2016-10-30,70.95,70.95,70.95,0.0,0.0,71.55,71.55,71.55,0.0,0.0,70.95,70.95,70.95,0.0,0.0,71.15,71.15,71.15,0.0,0.0
2016-11-06,74.52,74.52,74.52,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2016-11-13,74.4,74.4,74.4,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2016-11-20,75.58,75.58,75.58,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2016-11-27,75.41,75.41,75.41,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2016-12-04,77.1,77.1,77.1,0.0,0.0,77.29,77.29,77.29,0.0,0.0,76.87,76.87,76.87,0.0,0.0,77.27,77.27,77.27,0.0,0.0
2016-12-11,76.08,76.08,76.08,0.0,0.0,76.48,76.48,76.48,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2016-12-18,76.0,76.0,76.0,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2016-12-25,75.78,75.78,75.78,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2017-01-01,76.31,76.31,76.31,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.17,76.17,76.17,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2017-01-08,77.0,77.0,77.0,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.31,77.31,77.31,0.0,0.0
2017-01-15,77.22,77.22,77.22,0.0,0.0,77.23,77.23,77.23,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.23,77.23,77.23,0.0,0.0
2017-01-22,78.66,78.66,78.66,0.0,0.0,78.66,78.66,78.66,0.0,0.0,78.31,78.31,78.31,0.0,0.0,78.48,78.48,78.48,0.0,0.0
2017-01-29,77.76,77.76,77.76,0.0,0.0,77.93,77.93,77.93,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.93,77.93,77.93,0.0,0.0
2017-02-05,78.23,78.23,78.23,0.0,0.0,78.63,78.63,78.63,0.0,0.0,78.22,78.22,78.22,0.0,0.0,78.63,78.63,78.63,0.0,0.0
2017-02-12,79.26,79.26,79.26,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.12,79.12,79.12,0.0,0.0,79.38,79.38,79.38,0.0,0.0
2017-02-19,78.86,78.86,78.86,0.0,0.0,79.29,79.29,79.29,0.0,0.0,78.86,78.86,78.86,0.0,0.0,79.23,79.23,79.23,0.0,0.0
2017-02-26,79.87,79.87,79.87,0.0,0.0,80.08,80.08,80.08,0.0,0.0,79.73,79.73,79.73,0.0,0.0,80.08,80.08,80.08,0.0,0.0
2017-03-05,79.61,79.61,79.61,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2017-03-12,80.37,80.37,80.37,0.0,0.0,80.74,80.74,80.74,0.0,0.0,80.34,80.34,80.34,0.0,0.0,80.55,80.55,80.55,0.0,0.0
2017-03-19,80.11,80.11,80.11,0.0,0.0,80.36,80.36,80.36,0.0,0.0,79.85,79.85,79.85,0.0,0.0,80.01,80.01,80.01,0.0,0.0
2017-03-26,80.36,80.36,80.36,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.35,80.35,80.35,0.0,0.0,80.38,80.38,80.38,0.0,0.0
2017-04-02,80.42,80.42,80.42,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.47,80.47,80.47,0.0,0.0
2017-04-09,79.87,79.87,79.87,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-04-16,80.81,80.81,80.81,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2017-04-23,82.97,82.97,82.97,0.0,0.0,82.97,82.97,82.97,0.0,0.0,82.6,82.6,82.6,0.0,0.0,82.6,82.6,82.6,0.0,0.0
2017-04-30,83.44,83.44,83.44,0.0,0.0,83.95,83.95,83.95,0.0,0.0,83.44,83.44,83.44,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2017-05-07,83.0,83.0,83.0,0.0,0.0,83.11,83.11,83.11,0.0,0.0,82.87,82.87,82.87,0.0,0.0,83.11,83.11,83.11,0.0,0.0
2017-05-14,82.58,82.58,82.58,0.0,0.0,83.52,83.52,83.52,0.0,0.0,82.58,82.58,82.58,0.0,0.0,83.26,83.26,83.26,0.0,0.0
2017-05-21,83.89,83.89,83.89,0.0,0.0,84.01,84.01,84.01,0.0,0.0,83.87,83.87,83.87,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2017-05-28,85.4,85.4,85.4,0.0,0.0,85.79,85.79,85.79,0.0,0.0,85.4,85.4,85.4,0.0,0.0,85.73,85.73,85.73,0.0,0.0
2017-06-04,84.84,84.84,84.84,0.0,0.0,85.15,85.15,85.15,0.0,0.0,84.66,84.66,84.66,0.0,0.0,85.02,85.02,85.02,0.0,0.0
2017-06-11,85.65,85.65,85.65,0.0,0.0,85.98,85.98,85.98,0.0,0.0,85.65,85.65,85.65,0.0,0.0,85.98,85.98,85.98,0.0,0.0
2017-06-18,84.44,84.44,84.44,0.0,0.0,84.86,84.86,84.86,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.68,84.68,84.68,0.0,0.0
2017-06-25,84.38,84.38,84.38,0.0,0.0,84.86,84.86,84.86,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.66,84.66,84.66,0.0,0.0
2017-07-02,84.3,84.3,84.3,0.0,0.0,84.82,84.82,84.82,0.0,0.0,84.17,84.17,84.17,0.0,0.0,84.69,84.69,84.69,0.0,0.0
2017-07-09,85.72,85.72,85.72,0.0,0.0,86.07,86.07,86.07,0.0,0.0,85.52,85.52,85.52,0.0,0.0,86.03,86.03,86.03,0.0,0.0
2017-07-16,85.1,85.1,85.1,0.0,0.0,85.34,85.34,85.34,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.28,85.28,85.28,0.0,0.0
2017-07-23,84.92,84.92,84.92,0.0,0.0,85.15,85.15,85.15,0.0,0.0,84.79,84.79,84.79,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2017-07-30,85.64,85.64,85.64,0.0,0.0,85.99,85.99,85.99,0.0,0.0,85.64,85.64,85.64,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2017-08-06,84.51,84.51,84.51,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.42,84.42,84.42,0.0,0.0,84.62,84.62,84.62,0.0,0.0
2017-08-13,84.28,84.28,84.28,0.0,0.0,84.52,84.52,84.52,0.0,0.0,84.28,84.28,84.28,0.0,0.0,84.31,84.31,84.31,0.0,0.0
2017-08-20,84.48,84.48,84.48,0.0,0.0,84.72,84.72,84.72,0.0,0.0,84.48,84.48,84.48,0.0,0.0,84.67,84.67,84.67,0.0,0.0
2017-08-27,85.76,85.76,85.76,0.0,0.0,85.88,85.88,85.88,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0
2017-09-03,85.83,85.83,85.83,0.0,0.0,86.08,86.08,86.08,0.0,0.0,85.53,85.53,85.53,0.0,0.0,85.93,85.93,85.93,0.0,0.0
2017-09-10,87.07,87.07,87.07,0.0,0.0,87.31,87.31,87.31,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.29,87.29,87.29,0.0,0.0
2017-09-17,88.38,88.38,88.38,0.0,0.0,88.6,88.6,88.6,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.56,88.56,88.56,0.0,0.0
2017-09-24,88.53,88.53,88.53,0.0,0.0,88.93,88.93,88.93,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.9,88.9,88.9,0.0,0.0
2017-10-01,89.08,89.08,89.08,0.0,0.0,89.35,89.35,89.35,0.0,0.0,89.05,89.05,89.05,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2017-10-08,90.26,90.26,90.26,0.0,0.0,90.79,90.79,90.79,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.97,89.97,89.97,0.0,0.0
2017-10-15,90.08,90.08,90.08,0.0,0.0,90.7,90.7,90.7,0.0,0.0,90.08,90.08,90.08,0.0,0.0,90.7,90.7,90.7,0.0,0.0
2017-10-22,90.39,90.39,90.39,0.0,0.0,90.48,90.48,90.48,0.0,0.0,90.34,90.34,90.34,0.0,0.0,90.48,90.48,90.48,0.0,0.0
2017-10-29,90.55,90.55,90.55,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.38,90.38,90.38,0.0,0.0,90.54,90.54,90.54,0.0,0.0
2017-11-05,89.33,89.33,89.33,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.31,89.31,89.31,0.0,0.0
2017-11-12,88.81,88.81,88.81,0.0,0.0,88.83,88.83,88.83,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.51,88.51,88.51,0.0,0.0
2017-11-19,90.0,90.0,90.0,0.0,0.0,90.21,90.21,90.21,0.0,0.0,89.83,89.83,89.83,0.0,0.0,89.87,89.87,89.87,0.0,0.0
2017-11-26,91.44,91.44,91.44,0.0,0.0,91.51,91.51,91.51,0.0,0.0,90.38,90.38,90.38,0.0,0.0,90.9,90.9,90.9,0.0,0.0
2017-12-03,91.58,91.58,91.58,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.53,91.53,91.53,0.0,0.0
2017-12-10,91.5,91.5,91.5,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.82,91.82,91.82,0.0,0.0
2017-12-17,92.47,92.47,92.47,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.25,92.25,92.25,0.0,0.0,92.61,92.61,92.61,0.0,0.0
2017-12-24,93.01,93.01,93.01,0.0,0.0,93.07,93.07,93.07,0.0,0.0,92.84,92.84,92.84,0.0,0.0,92.87,92.87,92.87,0.0,0.0
2017-12-31,95.28,95.28,95.28,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.15,95.15,95.15,0.0,0.0,95.75,95.75,95.75,0.0,0.0
