Date,ProShares Short MSCI EAFE_etf_Open_average,ProShares Short MSCI EAFE_etf_Open_max,ProShares Short MSCI EAFE_etf_Open_min,ProShares Short MSCI EAFE_etf_Open_volatility,ProShares Short MSCI EAFE_etf_Open_change,ProShares Short MSCI EAFE_etf_High_average,ProShares Short MSCI EAFE_etf_High_max,ProShares Short MSCI EAFE_etf_High_min,ProShares Short MSCI EAFE_etf_High_volatility,ProShares Short MSCI EAFE_etf_High_change,ProShares Short MSCI EAFE_etf_Low_average,ProShares Short MSCI EAFE_etf_Low_max,ProShares Short MSCI EAFE_etf_Low_min,ProShares Short MSCI EAFE_etf_Low_volatility,ProShares Short MSCI EAFE_etf_Low_change,ProShares Short MSCI EAFE_etf_Close_average,ProShares Short MSCI EAFE_etf_Close_max,ProShares Short MSCI EAFE_etf_Close_min,ProShares Short MSCI EAFE_etf_Close_volatility,ProShares Short MSCI EAFE_etf_Close_change
2016-07-17,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2016-07-24,32.4,32.4,32.4,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2016-07-31,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2016-08-07,31.72,31.72,31.72,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2016-08-14,31.92,31.92,31.92,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2016-08-21,31.81,31.81,31.81,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.62,31.62,31.62,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2016-08-28,31.58,31.58,31.58,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2016-09-04,31.61,31.61,31.61,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2016-09-11,32.46,32.46,32.46,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2016-09-18,31.51,31.51,31.51,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2016-09-25,31.75,31.75,31.75,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-10-02,31.84,31.84,31.84,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2016-10-09,32.15,32.15,32.15,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2016-10-16,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2016-10-23,32.35,32.35,32.35,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2016-10-30,32.88,32.88,32.88,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2016-11-06,32.62,32.62,32.62,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2016-11-13,33.13,33.13,33.13,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2016-11-20,32.81,32.81,32.81,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2016-11-27,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2016-12-04,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2016-12-11,32.06,32.06,32.06,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2016-12-18,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2016-12-25,31.77,31.77,31.77,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2017-01-01,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2017-01-08,30.98,30.98,30.98,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2017-01-15,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2017-01-22,30.71,30.71,30.71,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2017-01-29,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2017-02-05,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2017-02-12,30.51,30.51,30.51,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2017-02-19,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-02-26,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2017-03-05,30.16,30.16,30.16,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2017-03-12,29.59,29.59,29.59,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2017-03-19,29.57,29.57,29.57,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2017-03-26,29.6,29.6,29.6,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2017-04-02,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2017-04-09,29.77,29.77,29.77,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2017-04-16,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2017-04-23,28.77,28.77,28.77,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2017-04-30,28.28,28.28,28.28,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2017-05-07,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2017-05-14,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-05-21,27.86,27.86,27.86,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2017-05-28,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2017-06-04,27.74,27.74,27.74,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2017-06-11,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2017-06-18,27.81,27.81,27.81,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2017-06-25,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-07-02,27.94,27.94,27.94,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2017-07-09,27.27,27.27,27.27,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2017-07-16,27.18,27.18,27.18,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2017-07-23,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-07-30,26.76,26.76,26.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2017-08-06,27.36,27.36,27.36,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2017-08-13,27.31,27.31,27.31,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2017-08-20,27.04,27.04,27.04,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-08-27,26.9,26.9,26.9,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-09-03,26.72,26.72,26.72,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2017-09-10,26.51,26.51,26.51,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2017-09-17,26.4,26.4,26.4,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2017-09-24,26.41,26.41,26.41,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2017-10-01,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2017-10-08,25.96,25.96,25.96,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2017-10-15,26.06,26.06,26.06,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2017-10-22,26.17,26.17,26.17,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2017-10-29,25.93,25.93,25.93,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2017-11-05,26.11,26.11,26.11,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2017-11-12,26.17,26.17,26.17,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2017-11-19,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2017-11-26,25.88,25.88,25.88,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2017-12-03,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2017-12-10,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2017-12-17,25.58,25.58,25.58,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2017-12-24,25.34,25.34,25.34,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2017-12-31,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.74,24.74,24.74,0.0,0.0
