Date,ProShares UltraShort Technology_etf_Open_average,ProShares UltraShort Technology_etf_Open_max,ProShares UltraShort Technology_etf_Open_min,ProShares UltraShort Technology_etf_Open_volatility,ProShares UltraShort Technology_etf_Open_change,ProShares UltraShort Technology_etf_High_average,ProShares UltraShort Technology_etf_High_max,ProShares UltraShort Technology_etf_High_min,ProShares UltraShort Technology_etf_High_volatility,ProShares UltraShort Technology_etf_High_change,ProShares UltraShort Technology_etf_Low_average,ProShares UltraShort Technology_etf_Low_max,ProShares UltraShort Technology_etf_Low_min,ProShares UltraShort Technology_etf_Low_volatility,ProShares UltraShort Technology_etf_Low_change,ProShares UltraShort Technology_etf_Close_average,ProShares UltraShort Technology_etf_Close_max,ProShares UltraShort Technology_etf_Close_min,ProShares UltraShort Technology_etf_Close_volatility,ProShares UltraShort Technology_etf_Close_change
2016-03-27,86.0,86.0,86.0,0.0,0.0,86.06,86.06,86.06,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.7,84.7,84.7,0.0,0.0
2016-04-03,85.8,85.8,85.8,0.0,0.0,87.24,87.24,87.24,0.0,0.0,85.11,85.11,85.11,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2016-04-10,83.94,83.94,83.94,0.0,0.0,85.0,85.0,85.0,0.0,0.0,83.94,83.94,83.94,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2016-04-17,88.02,88.02,88.02,0.0,0.0,88.4,88.4,88.4,0.0,0.0,87.8,87.8,87.8,0.0,0.0,87.96,87.96,87.96,0.0,0.0
2016-04-24,93.8,93.8,93.8,0.0,0.0,96.06,96.06,96.06,0.0,0.0,93.8,93.8,93.8,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2016-05-01,96.4,96.4,96.4,0.0,0.0,97.22,97.22,97.22,0.0,0.0,95.43,95.43,95.43,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2016-05-08,95.2,95.2,95.2,0.0,0.0,95.44,95.44,95.44,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.32,95.32,95.32,0.0,0.0
2016-05-15,92.06,92.06,92.06,0.0,0.0,92.06,92.06,92.06,0.0,0.0,91.53,91.53,91.53,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2016-05-22,85.08,85.08,85.08,0.0,0.0,85.26,85.26,85.26,0.0,0.0,85.08,85.08,85.08,0.0,0.0,85.18,85.18,85.18,0.0,0.0
2016-05-29,85.38,85.38,85.38,0.0,0.0,86.02,86.02,86.02,0.0,0.0,85.38,85.38,85.38,0.0,0.0,85.96,85.96,85.96,0.0,0.0
2016-06-05,85.4,85.4,85.4,0.0,0.0,86.29,86.29,86.29,0.0,0.0,85.38,85.38,85.38,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2016-06-12,89.9,89.9,89.9,0.0,0.0,89.9,89.9,89.9,0.0,0.0,89.26,89.26,89.26,0.0,0.0,89.26,89.26,89.26,0.0,0.0
2016-06-19,90.62,90.62,90.62,0.0,0.0,92.9,92.9,92.9,0.0,0.0,90.62,90.62,90.62,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2016-06-26,87.8,87.8,87.8,0.0,0.0,87.8,87.8,87.8,0.0,0.0,87.1,87.1,87.1,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2016-07-03,86.2,86.2,86.2,0.0,0.0,86.2,86.2,86.2,0.0,0.0,84.14,84.14,84.14,0.0,0.0,84.38,84.38,84.38,0.0,0.0
2016-07-10,80.84,80.84,80.84,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.81,80.81,80.81,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2016-07-17,77.38,77.38,77.38,0.0,0.0,77.38,77.38,77.38,0.0,0.0,77.38,77.38,77.38,0.0,0.0,77.38,77.38,77.38,0.0,0.0
2016-07-24,74.06,74.06,74.06,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.9,73.9,73.9,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2016-07-31,72.0,72.0,72.0,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2016-08-07,71.1,71.1,71.1,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2016-08-14,71.2,71.2,71.2,0.0,0.0,71.2,71.2,71.2,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2016-08-21,70.5,70.5,70.5,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2016-08-28,69.84,69.84,69.84,0.0,0.0,70.29,70.29,70.29,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2016-09-04,71.2,71.2,71.2,0.0,0.0,72.96,72.96,72.96,0.0,0.0,71.03,71.03,71.03,0.0,0.0,72.96,72.96,72.96,0.0,0.0
2016-09-11,68.14,68.14,68.14,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.14,68.14,68.14,0.0,0.0,69.32,69.32,69.32,0.0,0.0
2016-09-18,67.68,67.68,67.68,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.59,67.59,67.59,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2016-09-25,67.0,67.0,67.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2016-10-02,67.69,67.69,67.69,0.0,0.0,67.69,67.69,67.69,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2016-10-09,68.43,68.43,68.43,0.0,0.0,68.43,68.43,68.43,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.94,67.94,67.94,0.0,0.0
2016-10-16,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2016-10-23,66.48,66.48,66.48,0.0,0.0,67.04,67.04,67.04,0.0,0.0,66.2,66.2,66.2,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2016-10-30,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2016-11-06,69.18,69.18,69.18,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2016-11-13,66.68,66.68,66.68,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2016-11-20,65.8,65.8,65.8,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2016-11-27,73.14,73.14,73.14,0.0,0.0,73.22,73.22,73.22,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2016-12-04,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2016-12-11,62.63,62.63,62.63,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2016-12-18,62.75,62.75,62.75,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2016-12-25,64.51,64.51,64.51,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2017-01-01,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2017-01-08,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2017-01-15,59.92,59.92,59.92,0.0,0.0,60.38,60.38,60.38,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2017-01-22,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2017-01-29,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2017-02-05,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-02-12,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2017-02-19,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2017-02-26,52.68,52.68,52.68,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-03-05,51.98,51.98,51.98,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2017-03-12,50.69,50.69,50.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2017-03-19,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-03-26,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-04-02,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-04-09,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2017-04-16,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-04-23,48.7,48.7,48.7,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2017-04-30,46.64,46.64,46.64,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.64,46.64,46.64,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2017-05-07,45.68,45.68,45.68,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2017-05-14,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2017-05-21,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-05-28,43.54,43.54,43.54,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-06-04,42.57,42.57,42.57,0.0,0.0,45.9,45.9,45.9,0.0,0.0,42.57,42.57,42.57,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2017-06-11,46.16,46.16,46.16,0.0,0.0,46.32,46.32,46.32,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2017-06-18,44.44,44.44,44.44,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-06-25,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2017-07-02,46.76,46.76,46.76,0.0,0.0,46.76,46.76,46.76,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2017-07-09,42.84,42.84,42.84,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2017-07-16,41.12,41.12,41.12,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-07-23,42.8,42.8,42.8,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2017-07-30,42.14,42.14,42.14,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2017-08-06,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2017-08-13,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-08-20,41.52,41.52,41.52,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2017-08-27,39.98,39.98,39.98,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2017-09-03,40.36,40.36,40.36,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-09-10,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2017-09-17,41.12,41.12,41.12,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2017-09-24,40.0,40.0,40.0,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2017-10-01,38.62,38.62,38.62,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2017-10-08,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2017-10-15,36.52,36.52,36.52,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2017-10-22,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2017-10-29,33.64,33.64,33.64,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2017-11-05,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2017-11-12,33.26,33.26,33.26,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2017-11-19,32.22,32.22,32.22,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2017-11-26,33.52,33.52,33.52,0.0,0.0,34.44,34.44,34.44,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2017-12-03,33.08,33.08,33.08,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2017-12-10,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2017-12-17,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-12-24,32.88,32.88,32.88,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2017-12-31,30.74,30.74,30.74,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.5,30.5,30.5,0.0,0.0
