Date,PowerShares FTSE RAFI Developed Markets ex-USEtf_Open_average,PowerShares FTSE RAFI Developed Markets ex-USEtf_Open_max,PowerShares FTSE RAFI Developed Markets ex-USEtf_Open_min,PowerShares FTSE RAFI Developed Markets ex-USEtf_Open_volatility,PowerShares FTSE RAFI Developed Markets ex-USEtf_Open_change,PowerShares FTSE RAFI Developed Markets ex-USEtf_High_average,PowerShares FTSE RAFI Developed Markets ex-USEtf_High_max,PowerShares FTSE RAFI Developed Markets ex-USEtf_High_min,PowerShares FTSE RAFI Developed Markets ex-USEtf_High_volatility,PowerShares FTSE RAFI Developed Markets ex-USEtf_High_change,PowerShares FTSE RAFI Developed Markets ex-USEtf_Low_average,PowerShares FTSE RAFI Developed Markets ex-USEtf_Low_max,PowerShares FTSE RAFI Developed Markets ex-USEtf_Low_min,PowerShares FTSE RAFI Developed Markets ex-USEtf_Low_volatility,PowerShares FTSE RAFI Developed Markets ex-USEtf_Low_change,PowerShares FTSE RAFI Developed Markets ex-USEtf_Close_average,PowerShares FTSE RAFI Developed Markets ex-USEtf_Close_max,PowerShares FTSE RAFI Developed Markets ex-USEtf_Close_min,PowerShares FTSE RAFI Developed Markets ex-USEtf_Close_volatility,PowerShares FTSE RAFI Developed Markets ex-USEtf_Close_change
2016-03-20,34.44,34.44,34.44,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2016-03-27,34.56,34.56,34.56,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2016-04-03,34.63,34.63,34.63,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2016-04-10,36.22,36.22,36.22,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2016-04-17,37.15,37.15,37.15,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-04-24,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2016-05-01,35.2,35.2,35.2,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2016-05-08,35.33,35.33,35.33,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2016-05-15,35.48,35.48,35.48,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2016-05-22,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2016-05-29,36.22,36.22,36.22,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2016-06-05,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-06-12,34.45,34.45,34.45,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2016-06-19,33.5,33.5,33.5,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2016-06-26,34.65,34.65,34.65,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-07-03,34.09,34.09,34.09,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2016-07-10,35.54,35.54,35.54,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2016-07-17,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2016-07-24,35.72,35.72,35.72,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-07-31,35.58,35.58,35.58,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2016-08-07,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-08-14,36.49,36.49,36.49,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2016-08-21,36.71,36.71,36.71,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2016-08-28,37.06,37.06,37.06,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2016-09-04,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2016-09-11,35.53,35.53,35.53,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-09-18,36.8,36.8,36.8,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2016-09-25,36.56,36.56,36.56,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2016-10-02,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-10-09,36.38,36.38,36.38,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2016-10-16,36.49,36.49,36.49,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2016-10-23,36.69,36.69,36.69,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2016-10-30,35.95,35.95,35.95,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-11-06,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2016-11-13,36.04,36.04,36.04,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2016-11-20,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2016-11-27,36.64,36.64,36.64,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2016-12-04,38.35,38.35,38.35,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2016-12-11,37.64,37.64,37.64,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2016-12-18,37.53,37.53,37.53,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2016-12-25,37.69,37.69,37.69,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2017-01-01,38.46,38.46,38.46,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2017-01-08,38.87,38.87,38.87,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2017-01-15,38.69,38.69,38.69,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2017-01-22,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2017-01-29,39.13,39.13,39.13,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2017-02-05,38.99,38.99,38.99,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2017-02-12,39.18,39.18,39.18,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2017-02-19,38.96,38.96,38.96,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2017-02-26,39.32,39.32,39.32,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2017-03-05,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-03-12,40.17,40.17,40.17,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2017-03-19,39.95,39.95,39.95,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2017-03-26,40.0,40.0,40.0,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2017-04-02,39.63,39.63,39.63,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2017-04-09,39.45,39.45,39.45,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-04-16,39.61,39.61,39.61,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2017-04-23,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-04-30,41.37,41.37,41.37,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-05-07,41.46,41.46,41.46,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-05-14,42.01,42.01,42.01,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2017-05-21,42.06,42.06,42.06,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2017-05-28,42.57,42.57,42.57,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2017-06-04,42.18,42.18,42.18,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2017-06-11,41.48,41.48,41.48,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-06-18,41.28,41.28,41.28,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-06-25,41.84,41.84,41.84,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2017-07-02,41.55,41.55,41.55,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2017-07-09,42.48,42.48,42.48,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2017-07-16,42.72,42.72,42.72,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2017-07-23,42.78,42.78,42.78,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2017-07-30,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2017-08-06,42.45,42.45,42.45,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2017-08-13,42.53,42.53,42.53,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2017-08-20,42.94,42.94,42.94,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2017-08-27,43.2,43.2,43.2,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-09-03,43.45,43.45,43.45,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-09-10,43.8,43.8,43.8,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-09-17,43.98,43.98,43.98,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2017-09-24,43.95,43.95,43.95,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2017-10-01,43.89,43.89,43.89,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2017-10-08,44.77,44.77,44.77,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2017-10-15,44.58,44.58,44.58,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2017-10-22,44.34,44.34,44.34,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2017-10-29,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-11-05,44.63,44.63,44.63,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2017-11-12,44.25,44.25,44.25,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2017-11-19,45.13,45.13,45.13,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2017-11-26,44.86,44.86,44.86,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2017-12-03,44.88,44.88,44.88,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2017-12-10,44.97,44.97,44.97,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2017-12-17,45.05,45.05,45.05,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2017-12-24,45.54,45.54,45.54,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2017-12-31,46.73,46.73,46.73,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.83,46.83,46.83,0.0,0.0
