Date,BUROF_stock_Open_average,BUROF_stock_Open_max,BUROF_stock_Open_min,BUROF_stock_Open_volatility,BUROF_stock_Open_change,BUROF_stock_High_average,BUROF_stock_High_max,BUROF_stock_High_min,BUROF_stock_High_volatility,BUROF_stock_High_change,BUROF_stock_Low_average,BUROF_stock_Low_max,BUROF_stock_Low_min,BUROF_stock_Low_volatility,BUROF_stock_Low_change,BUROF_stock_Close_average,BUROF_stock_Close_max,BUROF_stock_Close_min,BUROF_stock_Close_volatility,BUROF_stock_Close_change,BUROF_stock_Volume_average,BUROF_stock_Volume_max,BUROF_stock_Volume_min,BUROF_stock_Volume_volatility,BUROF_stock_Volume_change
2016-10-09,2.2654,2.3040000000000003,2.233,0.07100000000000017,-0.024000000000000465,2.2944,2.345,2.25,0.0950000000000002,-0.06500000000000039,2.2246,2.28,2.14,0.13999999999999968,0.13999999999999968,2.25,2.28,2.22,0.05999999999999961,0.03999999999999959,13113,38028,905,37123,-13055
2016-10-16,2.416,2.48,2.3,0.18000000000000016,0.14000000000000012,2.4699999999999998,2.53,2.4,0.1299999999999999,0.1299999999999999,2.406,2.46,2.3,0.16000000000000014,0.14000000000000012,2.452,2.53,2.36,0.16999999999999993,0.16999999999999993,4295,12775,731,12044,-11238
2016-10-23,2.34825,2.47,2.233,0.2370000000000001,-0.2370000000000001,2.35325,2.47,2.233,0.2370000000000001,-0.2370000000000001,2.27075,2.34,2.14,0.19999999999999973,-0.19999999999999973,2.27575,2.36,2.14,0.21999999999999975,-0.21999999999999975,3674,6134,1006,5128,-5128
2016-10-30,2.0576,2.2159999999999997,1.9509999999999998,0.2649999999999999,-0.21999999999999997,2.1126,2.24,2.03,0.2100000000000004,-0.2030000000000003,2.0515999999999996,2.2159999999999997,1.95,0.2659999999999998,-0.21999999999999997,2.0892,2.2159999999999997,1.97,0.24599999999999977,-0.17000000000000037,4893,9831,300,9531,1395
2016-11-06,2.2106,2.319,2.04,0.2789999999999999,0.2240000000000002,2.2608,2.38,2.06,0.31999999999999984,0.20400000000000018,2.1588,2.31,2.03,0.28000000000000025,0.20000000000000018,2.2479999999999998,2.38,2.03,0.3500000000000001,0.20000000000000018,18336,52365,657,51708,-12513
2016-11-13,2.1784,2.2359999999999998,2.09,0.1459999999999999,-0.02400000000000002,2.2396,2.286,2.186,0.10000000000000009,-0.07399999999999984,2.1406,2.21,2.09,0.1200000000000001,-0.06000000000000005,2.1838,2.286,2.12,0.16599999999999993,-0.06300000000000017,7457,14100,4626,9474,-3697
2016-11-20,2.0612500000000002,2.1,2.0,0.10000000000000009,-0.07500000000000018,2.065,2.1,2.0,0.10000000000000009,-0.08999999999999986,1.987,2.06,1.91,0.15000000000000013,-0.09199999999999986,1.9899999999999998,2.07,1.91,0.15999999999999992,-0.09999999999999987,11343,13982,8655,5327,2581
2016-11-27,2.0018,2.1319999999999997,1.891,0.24099999999999966,0.19599999999999973,2.056,2.18,1.94,0.2400000000000002,0.2400000000000002,1.9954,2.13,1.891,0.23899999999999988,0.20399999999999996,2.0444,2.15,1.94,0.20999999999999996,0.20999999999999996,6532,10464,2600,7864,7864
2016-12-04,2.1212,2.21,2.052,0.15799999999999992,0.06999999999999984,2.14,2.21,2.06,0.1499999999999999,0.06999999999999984,2.0564,2.09,2.04,0.04999999999999982,0.040000000000000036,2.096,2.14,2.04,0.10000000000000009,-0.009999999999999787,3200,4814,500,4314,1184
2016-12-11,2.0242,2.101,1.91,0.19100000000000006,-0.19100000000000006,2.0502000000000002,2.15,1.94,0.20999999999999996,-0.1529999999999998,1.9866,2.101,1.9,0.20100000000000007,-0.19100000000000006,2.0048,2.112,1.9,0.2120000000000002,-0.17999999999999994,4052,7568,1400,6168,184
2016-12-18,1.98,2.05,1.91,0.1399999999999999,0.1399999999999999,1.9849999999999999,2.05,1.92,0.1299999999999999,0.1299999999999999,1.95,1.99,1.91,0.08000000000000007,0.08000000000000007,1.9655,2.011,1.92,0.09100000000000019,0.09100000000000019,1909,3003,815,2188,2188
2016-12-25,2.033333333333333,2.13,1.96,0.16999999999999993,-0.04999999999999982,2.046333333333333,2.13,1.98,0.1499999999999999,-0.04899999999999993,1.8633333333333333,1.96,1.67,0.29000000000000004,0.29000000000000004,1.9323333333333332,1.98,1.847,0.133,0.123,9552,11302,7651,3651,-1597
2017-01-01,1.9875,2.02,1.95,0.07000000000000006,0.040000000000000036,2.02,2.05,2.0,0.04999999999999982,0.010000000000000231,1.9775,2.02,1.95,0.07000000000000006,0.040000000000000036,2.0092499999999998,2.046,1.9609999999999999,0.08499999999999996,0.010000000000000231,1668,3069,0,3069,-907
2017-01-08,2.01,2.1,1.94,0.16000000000000014,-0.08000000000000007,2.0298,2.1,1.969,0.131,-0.06099999999999972,1.994,2.1,1.94,0.16000000000000014,-0.08000000000000007,2.012,2.1,1.95,0.15000000000000013,-0.06999999999999984,1603,4298,0,4298,4041
2017-01-15,1.82775,1.91,1.79,0.11999999999999988,0.030000000000000027,1.8875,1.95,1.84,0.10999999999999988,-0.09999999999999987,1.80525,1.85,1.79,0.06000000000000005,0.0,1.865,1.92,1.84,0.07999999999999985,-0.06999999999999984,3306,11404,200,11204,-10304
2017-01-22,1.869,1.893,1.841,0.052000000000000046,-0.008000000000000007,1.8748,1.9,1.841,0.05899999999999994,-0.019000000000000128,1.83,1.84,1.79,0.050000000000000044,0.050000000000000044,1.8386,1.87,1.79,0.08000000000000007,0.050000000000000044,12573,41978,1000,40978,-11684
2017-01-29,1.8399999999999999,1.88,1.8,0.07999999999999985,0.07999999999999985,1.8399999999999999,1.88,1.8,0.07999999999999985,0.07999999999999985,1.752,1.8,1.704,0.09600000000000009,-0.09600000000000009,1.775,1.8,1.75,0.050000000000000044,-0.050000000000000044,1458,2917,0,2917,2917
2017-02-05,1.7846,1.81,1.76,0.050000000000000044,0.020000000000000018,1.814,1.86,1.76,0.10000000000000009,0.007000000000000117,1.7722,1.81,1.74,0.07000000000000006,0.06000000000000005,1.7962,1.86,1.74,0.1200000000000001,0.06000000000000005,3610,10804,160,10644,-5800
2017-02-12,1.784,1.81,1.76,0.050000000000000044,-0.020000000000000018,1.7952000000000001,1.817,1.77,0.04699999999999993,-0.029000000000000137,1.764,1.8,1.71,0.09000000000000008,-0.020000000000000018,1.7758,1.8090000000000002,1.72,0.08900000000000019,-0.029000000000000137,4737,11172,100,11072,-5900
2017-02-19,1.762,1.79,1.7469999999999999,0.04300000000000015,-0.009000000000000119,1.7745,1.81,1.7469999999999999,0.06300000000000017,-0.039000000000000146,1.762,1.79,1.7469999999999999,0.04300000000000015,-0.009000000000000119,1.7694999999999999,1.81,1.7469999999999999,0.06300000000000017,-0.019000000000000128,569,1251,100,1151,-1151
2017-02-26,1.75,1.78,1.73,0.050000000000000044,0.040000000000000036,1.75,1.78,1.73,0.050000000000000044,0.040000000000000036,1.7349999999999999,1.75,1.72,0.030000000000000027,0.010000000000000009,1.738,1.75,1.73,0.020000000000000018,0.010000000000000009,2774,5099,767,4332,2833
2017-03-05,1.6166,1.749,1.55,0.19900000000000007,-0.19900000000000007,1.6198,1.75,1.554,0.19599999999999995,-0.19500000000000006,1.5556,1.7,1.48,0.21999999999999997,-0.21999999999999997,1.5888,1.7,1.5,0.19999999999999996,-0.19999999999999996,6385,13910,170,13740,13168
2017-03-12,1.5050000000000001,1.56,1.3969999999999998,0.16300000000000026,-0.020000000000000018,1.5492000000000001,1.5930000000000002,1.514,0.07900000000000018,0.03300000000000014,1.466,1.54,1.3969999999999998,0.14300000000000024,0.10000000000000009,1.5284,1.5930000000000002,1.46,0.13300000000000023,0.13300000000000023,22268,53097,502,52595,2836
2017-03-19,1.552,1.597,1.52,0.07699999999999996,-0.07699999999999996,1.5530000000000002,1.6,1.52,0.08000000000000007,-0.08000000000000007,1.539,1.597,1.5,0.09699999999999998,-0.07699999999999996,1.55,1.6,1.52,0.08000000000000007,-0.08000000000000007,1428,3262,100,3162,-823
2017-03-26,1.5208,1.57,1.5,0.07000000000000006,0.07000000000000006,1.5368,1.57,1.51,0.06000000000000005,0.020000000000000018,1.514,1.558,1.49,0.06800000000000006,0.05899999999999994,1.5302,1.558,1.51,0.04800000000000004,0.008000000000000007,4366,19025,0,19025,-750
2017-04-02,1.5293333333333334,1.53,1.528,0.0020000000000000018,-0.0020000000000000018,1.5453333333333334,1.578,1.528,0.050000000000000044,-0.050000000000000044,1.526,1.53,1.52,0.010000000000000009,-0.0020000000000000018,1.5326666666666666,1.55,1.52,0.030000000000000027,-0.02200000000000002,3258,7186,203,6983,-6983
2017-04-09,1.52,1.53,1.51,0.020000000000000018,-0.020000000000000018,1.53,1.55,1.52,0.030000000000000027,-0.030000000000000027,1.517,1.528,1.51,0.018000000000000016,-0.018000000000000016,1.525,1.55,1.51,0.040000000000000036,-0.040000000000000036,3804,10000,400,9600,-7450
2017-04-16,1.498,1.52,1.47,0.050000000000000044,-0.040000000000000036,1.506,1.54,1.47,0.07000000000000006,-0.07000000000000006,1.498,1.52,1.47,0.050000000000000044,-0.040000000000000036,1.504,1.54,1.47,0.07000000000000006,-0.07000000000000006,721,1350,100,1250,257
2017-04-23,1.4375,1.54,1.38,0.16000000000000014,-0.13000000000000012,1.45,1.54,1.4,0.14000000000000012,-0.10000000000000009,1.4275,1.54,1.34,0.19999999999999996,-0.13000000000000012,1.45,1.54,1.4,0.14000000000000012,-0.10000000000000009,1175,2281,75,2206,560
2017-04-30,1.4155,1.46,1.38,0.08000000000000007,-0.08000000000000007,1.416,1.46,1.38,0.08000000000000007,-0.08000000000000007,1.4055,1.46,1.38,0.08000000000000007,-0.08000000000000007,1.4117499999999998,1.46,1.38,0.08000000000000007,-0.08000000000000007,3165,7500,513,6987,1629
2017-05-07,1.1902,1.271,1.06,0.21099999999999985,-0.21099999999999985,1.2138,1.29,1.07,0.21999999999999997,-0.20900000000000007,1.135,1.22,1.03,0.18999999999999995,-0.18999999999999995,1.158,1.25,1.03,0.21999999999999997,-0.20999999999999996,14080,32481,454,32027,-27430
2017-05-14,0.9998,1.06,0.9259999999999999,0.13400000000000012,-0.05700000000000016,1.0488,1.08,1.03,0.050000000000000044,-0.026000000000000023,0.9608,1.0,0.91,0.08999999999999997,0.08299999999999996,1.0166,1.035,0.988,0.04699999999999993,0.02200000000000002,8952,30501,1230,29271,-28016
2017-05-21,1.0264,1.11,0.96,0.15000000000000013,0.15000000000000013,1.0938,1.2590000000000001,1.02,0.2390000000000001,0.2390000000000001,1.0184,1.11,0.96,0.15000000000000013,0.15000000000000013,1.0662,1.181,1.02,0.16100000000000003,0.16100000000000003,5711,10347,2453,7894,-2509
2017-05-28,1.02925,1.2,0.912,0.2879999999999999,-0.235,1.04525,1.2,0.912,0.2879999999999999,-0.17099999999999982,0.94675,1.0,0.91,0.08999999999999997,-0.03500000000000003,0.9702500000000001,1.03,0.91,0.12,-0.0009999999999998899,4960,10965,0,10965,-7175
2017-06-04,1.0718,1.149,1.0,0.14900000000000002,0.119,1.106,1.18,1.03,0.1499999999999999,0.1499999999999999,1.0254,1.12,0.934,0.18600000000000005,0.17899999999999994,1.0596,1.12,0.968,0.15200000000000014,0.15200000000000014,4495,10021,252,9769,-1306
2017-06-11,1.1232,1.163,1.092,0.07099999999999995,0.020999999999999908,1.1886,1.27,1.1,0.16999999999999993,0.010000000000000009,1.0976000000000001,1.13,1.068,0.06199999999999983,-0.030000000000000027,1.125,1.2,1.08,0.11999999999999988,-0.10999999999999988,19820,67849,1199,66650,6359
2017-06-18,1.15,1.19,1.1,0.08999999999999986,-0.05999999999999983,1.17,1.2,1.1,0.09999999999999987,-0.09999999999999987,1.1172499999999999,1.159,1.04,0.119,-0.119,1.154,1.196,1.1,0.09599999999999986,-0.09599999999999986,7080,18445,1387,17058,-17058
2017-06-25,1.061,1.1,1.03,0.07000000000000006,0.050000000000000044,1.0866,1.148,1.045,0.10299999999999998,-0.05799999999999983,1.0522,1.1,1.03,0.07000000000000006,0.03200000000000003,1.0562,1.1,1.03,0.07000000000000006,0.03200000000000003,1934,4141,501,3640,-3441
2017-07-02,1.02775,1.05,0.981,0.06900000000000006,0.049000000000000044,1.06025,1.08,1.05,0.030000000000000027,-0.020000000000000018,1.01775,1.03,0.981,0.049000000000000044,0.049000000000000044,1.05,1.08,1.03,0.050000000000000044,-0.040000000000000036,5336,9801,413,9388,4169
2017-07-09,1.046,1.06,1.03,0.030000000000000027,-0.010000000000000009,1.052,1.06,1.04,0.020000000000000018,-0.010000000000000009,1.038,1.05,1.03,0.020000000000000018,0.010000000000000009,1.044,1.06,1.03,0.030000000000000027,0.010000000000000009,3238,9719,0,9719,-3320
2017-07-16,0.9178000000000001,1.0,0.8109999999999999,0.18900000000000006,-0.18900000000000006,0.9254,1.0,0.84,0.16000000000000003,-0.16000000000000003,0.8824,1.0,0.7659999999999999,0.2340000000000001,-0.2240000000000001,0.904,1.0,0.81,0.18999999999999995,-0.16000000000000003,14549,36366,0,36366,21353
2017-07-23,0.858,0.89,0.83,0.06000000000000005,0.020000000000000018,0.8852,0.9059999999999999,0.86,0.04599999999999993,-0.010000000000000009,0.8341999999999999,0.89,0.7909999999999999,0.09900000000000009,0.05999999999999994,0.868,0.89,0.83,0.06000000000000005,0.030000000000000027,6670,14820,100,14720,-3023
2017-07-30,0.7912,0.83,0.73,0.09999999999999998,-0.09999999999999998,0.8121999999999999,0.8809999999999999,0.733,0.1479999999999999,-0.09699999999999998,0.756,0.8,0.69,0.1100000000000001,-0.1100000000000001,0.7844,0.825,0.73,0.09499999999999997,-0.08999999999999997,11427,49006,617,48389,2925
2017-08-06,0.6954,0.72,0.65,0.06999999999999995,-0.06999999999999995,0.7382,0.826,0.68,0.1459999999999999,-0.039999999999999925,0.667,0.685,0.65,0.03500000000000003,-0.010000000000000009,0.6812,0.7,0.6579999999999999,0.04200000000000004,-0.002000000000000113,9640,15042,2165,12877,4894
2017-08-13,0.6486666666666666,0.6729999999999999,0.62,0.052999999999999936,0.052999999999999936,0.71,0.77,0.66,0.10999999999999999,0.07000000000000006,0.6226666666666667,0.628,0.62,0.008000000000000007,0.0,0.6766666666666666,0.7,0.66,0.039999999999999925,-0.029999999999999916,21923,39790,4619,35171,18428
2017-08-20,0.6036,0.664,0.542,0.122,-0.122,0.6186,0.664,0.594,0.07000000000000006,-0.06300000000000006,0.5648,0.598,0.516,0.08199999999999996,-0.04799999999999993,0.5864,0.65,0.516,0.134,-0.07100000000000006,25757,83948,2760,81188,68819
2017-08-27,0.5426,0.57,0.513,0.05699999999999994,-0.009999999999999898,0.5762,0.594,0.56,0.03399999999999992,0.0,0.515,0.522,0.51,0.01200000000000001,0.0,0.5588,0.5870000000000001,0.531,0.05600000000000005,-0.02199999999999991,14923,23891,5984,17907,1084
2017-09-03,0.52675,0.55,0.51,0.040000000000000036,-0.040000000000000036,0.5549999999999999,0.57,0.542,0.027999999999999914,-0.027999999999999914,0.51375,0.525,0.51,0.015000000000000013,0.0,0.52525,0.551,0.512,0.039000000000000035,0.0020000000000000018,7461,14266,2331,11935,-7791
2017-09-10,0.5690000000000001,0.65,0.515,0.135,0.13,0.6976,0.95,0.536,0.4139999999999999,0.31300000000000006,0.5494,0.621,0.5,0.121,0.121,0.5938,0.723,0.507,0.21599999999999997,0.21599999999999997,1325728,4966450,7115,4959335,1172858
