Date,iShares Emerg Markets Infrastructure_etf_Open_average,iShares Emerg Markets Infrastructure_etf_Open_max,iShares Emerg Markets Infrastructure_etf_Open_min,iShares Emerg Markets Infrastructure_etf_Open_volatility,iShares Emerg Markets Infrastructure_etf_Open_change,iShares Emerg Markets Infrastructure_etf_High_average,iShares Emerg Markets Infrastructure_etf_High_max,iShares Emerg Markets Infrastructure_etf_High_min,iShares Emerg Markets Infrastructure_etf_High_volatility,iShares Emerg Markets Infrastructure_etf_High_change,iShares Emerg Markets Infrastructure_etf_Low_average,iShares Emerg Markets Infrastructure_etf_Low_max,iShares Emerg Markets Infrastructure_etf_Low_min,iShares Emerg Markets Infrastructure_etf_Low_volatility,iShares Emerg Markets Infrastructure_etf_Low_change,iShares Emerg Markets Infrastructure_etf_Close_average,iShares Emerg Markets Infrastructure_etf_Close_max,iShares Emerg Markets Infrastructure_etf_Close_min,iShares Emerg Markets Infrastructure_etf_Close_volatility,iShares Emerg Markets Infrastructure_etf_Close_change
2016-10-23,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2016-10-30,29.29,29.29,29.29,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2016-11-06,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2016-11-13,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2016-11-20,28.23,28.23,28.23,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2016-11-27,27.88,27.88,27.88,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2016-12-04,28.33,28.33,28.33,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2016-12-11,27.87,27.87,27.87,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-12-18,27.14,27.14,27.14,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2016-12-25,27.95,27.95,27.95,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2017-01-01,28.4,28.4,28.4,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2017-01-08,28.53,28.53,28.53,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-01-15,28.32,28.32,28.32,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-01-22,28.87,28.87,28.87,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2017-01-29,29.12,29.12,29.12,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2017-02-05,29.67,29.67,29.67,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2017-02-12,30.01,30.01,30.01,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2017-02-19,30.18,30.18,30.18,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2017-02-26,30.32,30.32,30.32,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2017-03-05,30.08,30.08,30.08,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2017-03-12,31.0,31.0,31.0,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-03-19,31.44,31.44,31.44,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2017-03-26,31.56,31.56,31.56,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-04-02,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2017-04-09,31.62,31.62,31.62,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-04-16,31.28,31.28,31.28,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2017-04-23,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2017-04-30,31.22,31.22,31.22,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2017-05-07,31.72,31.72,31.72,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.72,31.72,31.72,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2017-05-14,30.78,30.78,30.78,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2017-05-21,31.63,31.63,31.63,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2017-05-28,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2017-06-04,31.81,31.81,31.81,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2017-06-11,31.66,31.66,31.66,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2017-06-18,31.67,31.67,31.67,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-06-25,31.99,31.99,31.99,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-07-02,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2017-07-09,33.57,33.57,33.57,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-07-16,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-07-23,33.61,33.61,33.61,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-07-30,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2017-08-06,32.6,32.6,32.6,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-08-13,33.0,33.0,33.0,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2017-08-20,33.42,33.42,33.42,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2017-08-27,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2017-09-03,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2017-09-10,34.35,34.35,34.35,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2017-09-17,34.21,34.21,34.21,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2017-09-24,33.73,33.73,33.73,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2017-10-01,34.0,34.0,34.0,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2017-10-08,34.26,34.26,34.26,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2017-10-15,34.22,34.22,34.22,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2017-10-22,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2017-10-29,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2017-11-05,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2017-11-12,32.4,32.4,32.4,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2017-11-19,32.89,32.89,32.89,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2017-11-26,32.54,32.54,32.54,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2017-12-03,32.38,32.38,32.38,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2017-12-10,32.6,32.6,32.6,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2017-12-17,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2017-12-24,32.83,32.83,32.83,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2017-12-31,33.9,33.9,33.9,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.9,33.9,33.9,0.0,0.0
