Date,iShares Emerging Markets High Yield Bond_etf_Open_average,iShares Emerging Markets High Yield Bond_etf_Open_max,iShares Emerging Markets High Yield Bond_etf_Open_min,iShares Emerging Markets High Yield Bond_etf_Open_volatility,iShares Emerging Markets High Yield Bond_etf_Open_change,iShares Emerging Markets High Yield Bond_etf_High_average,iShares Emerging Markets High Yield Bond_etf_High_max,iShares Emerging Markets High Yield Bond_etf_High_min,iShares Emerging Markets High Yield Bond_etf_High_volatility,iShares Emerging Markets High Yield Bond_etf_High_change,iShares Emerging Markets High Yield Bond_etf_Low_average,iShares Emerging Markets High Yield Bond_etf_Low_max,iShares Emerging Markets High Yield Bond_etf_Low_min,iShares Emerging Markets High Yield Bond_etf_Low_volatility,iShares Emerging Markets High Yield Bond_etf_Low_change,iShares Emerging Markets High Yield Bond_etf_Close_average,iShares Emerging Markets High Yield Bond_etf_Close_max,iShares Emerging Markets High Yield Bond_etf_Close_min,iShares Emerging Markets High Yield Bond_etf_Close_volatility,iShares Emerging Markets High Yield Bond_etf_Close_change
2016-08-28,50.26,50.26,50.26,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-09-04,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2016-09-11,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2016-09-18,50.67,50.67,50.67,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2016-09-25,50.53,50.53,50.53,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2016-10-02,50.31,50.31,50.31,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-10-09,50.38,50.38,50.38,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-10-16,50.54,50.54,50.54,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2016-10-23,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2016-10-30,49.59,49.59,49.59,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-11-06,48.23,48.23,48.23,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2016-11-13,48.35,48.35,48.35,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2016-11-20,48.23,48.23,48.23,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2016-11-27,47.6,47.6,47.6,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2016-12-04,48.58,48.58,48.58,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2016-12-11,48.28,48.28,48.28,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2016-12-18,48.22,48.22,48.22,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2016-12-25,48.46,48.46,48.46,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2017-01-01,49.26,49.26,49.26,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2017-01-08,49.25,49.25,49.25,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-01-15,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2017-01-22,49.5,49.5,49.5,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2017-01-29,49.6,49.6,49.6,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2017-02-05,49.83,49.83,49.83,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-02-12,49.89,49.89,49.89,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2017-02-19,50.13,50.13,50.13,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2017-02-26,49.85,49.85,49.85,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2017-03-05,49.48,49.48,49.48,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2017-03-12,49.72,49.72,49.72,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2017-03-19,49.97,49.97,49.97,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2017-03-26,49.96,49.96,49.96,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2017-04-02,49.95,49.95,49.95,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2017-04-09,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-04-16,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2017-04-23,50.7,50.7,50.7,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2017-04-30,50.37,50.37,50.37,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2017-05-07,50.49,50.49,50.49,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2017-05-14,50.26,50.26,50.26,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2017-05-21,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2017-05-28,50.63,50.63,50.63,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-06-04,50.52,50.52,50.52,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2017-06-11,50.4,50.4,50.4,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2017-06-18,50.23,50.23,50.23,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2017-06-25,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-07-02,49.75,49.75,49.75,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-07-09,50.39,50.39,50.39,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-07-16,50.43,50.43,50.43,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2017-07-23,50.25,50.25,50.25,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-07-30,50.36,50.36,50.36,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2017-08-06,50.0,50.0,50.0,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2017-08-13,50.42,50.42,50.42,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2017-08-20,50.66,50.66,50.66,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2017-08-27,50.8,50.8,50.8,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2017-09-03,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2017-09-10,51.05,51.05,51.05,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-09-17,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-09-24,50.74,50.74,50.74,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2017-10-01,50.62,50.62,50.62,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-10-08,50.87,50.87,50.87,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-10-15,50.96,50.96,50.96,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2017-10-22,50.5,50.5,50.5,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2017-10-29,50.29,50.29,50.29,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2017-11-05,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-11-12,49.93,49.93,49.93,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2017-11-19,49.94,49.94,49.94,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2017-11-26,49.83,49.83,49.83,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2017-12-03,49.95,49.95,49.95,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2017-12-10,50.0,50.0,50.0,0.0,0.0,50.3,50.3,50.3,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2017-12-17,49.86,49.86,49.86,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2017-12-24,50.12,50.12,50.12,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2017-12-31,50.41,50.41,50.41,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0
