Date,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Open_average,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Open_max,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Open_min,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Open_volatility,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Open_change,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_High_average,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_High_max,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_High_min,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_High_volatility,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_High_change,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Low_average,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Low_max,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Low_min,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Low_volatility,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Low_change,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Close_average,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Close_max,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Close_min,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Close_volatility,VelocityShares 3x Long Gold linked to SP GSCI Gold_etf_Close_change
2016-04-17,114.5,114.5,114.5,0.0,0.0,115.4,115.4,115.4,0.0,0.0,110.43,110.43,110.43,0.0,0.0,112.2,112.2,112.2,0.0,0.0
2016-04-24,125.4,125.4,125.4,0.0,0.0,129.9,129.9,129.9,0.0,0.0,125.39,125.39,125.39,0.0,0.0,128.9,128.9,128.9,0.0,0.0
2016-05-01,126.0,126.0,126.0,0.0,0.0,129.4,129.4,129.4,0.0,0.0,125.9,125.9,125.9,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2016-05-08,120.6,120.6,120.6,0.0,0.0,122.8,122.8,122.8,0.0,0.0,119.4,119.4,119.4,0.0,0.0,122.5,122.5,122.5,0.0,0.0
2016-05-15,118.1,118.1,118.1,0.0,0.0,118.35,118.35,118.35,0.0,0.0,115.5,115.5,115.5,0.0,0.0,116.5,116.5,116.5,0.0,0.0
2016-05-22,106.2,106.2,106.2,0.0,0.0,106.31,106.31,106.31,0.0,0.0,103.6,103.6,103.6,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2016-05-29,111.8,111.8,111.8,0.0,0.0,113.4,113.4,113.4,0.0,0.0,111.7,111.7,111.7,0.0,0.0,113.2,113.2,113.2,0.0,0.0
2016-06-05,121.4,121.4,121.4,0.0,0.0,122.7,122.7,122.7,0.0,0.0,120.2,120.2,120.2,0.0,0.0,121.7,121.7,121.7,0.0,0.0
2016-06-12,126.7,126.7,126.7,0.0,0.0,129.1,129.1,129.1,0.0,0.0,124.8,124.8,124.8,0.0,0.0,128.5,128.5,128.5,0.0,0.0
2016-06-19,136.6,136.6,136.6,0.0,0.0,136.6,136.6,136.6,0.0,0.0,131.5,131.5,131.5,0.0,0.0,134.1,134.1,134.1,0.0,0.0
2016-06-26,139.8,139.8,139.8,0.0,0.0,141.9,141.9,141.9,0.0,0.0,138.7,138.7,138.7,0.0,0.0,141.9,141.9,141.9,0.0,0.0
2016-07-03,145.7,145.7,145.7,0.0,0.0,148.3,148.3,148.3,0.0,0.0,143.21,143.21,143.21,0.0,0.0,148.3,148.3,148.3,0.0,0.0
2016-07-10,134.3,134.3,134.3,0.0,0.0,139.6,139.6,139.6,0.0,0.0,134.0,134.0,134.0,0.0,0.0,135.8,135.8,135.8,0.0,0.0
2016-07-17,134.2,134.2,134.2,0.0,0.0,134.3,134.3,134.3,0.0,0.0,132.9,132.9,132.9,0.0,0.0,134.0,134.0,134.0,0.0,0.0
2016-07-24,140.6,140.6,140.6,0.0,0.0,143.6,143.6,143.6,0.0,0.0,138.2,138.2,138.2,0.0,0.0,142.5,142.5,142.5,0.0,0.0
2016-07-31,140.4,140.4,140.4,0.0,0.0,140.4,140.4,140.4,0.0,0.0,136.6,136.6,136.6,0.0,0.0,137.1,137.1,137.1,0.0,0.0
2016-08-07,142.0,142.0,142.0,0.0,0.0,142.4,142.4,142.4,0.0,0.0,135.8,135.8,135.8,0.0,0.0,136.5,136.5,136.5,0.0,0.0
2016-08-14,138.2,138.2,138.2,0.0,0.0,139.95,139.95,139.95,0.0,0.0,137.3,137.3,137.3,0.0,0.0,137.9,137.9,137.9,0.0,0.0
2016-08-21,133.8,133.8,133.8,0.0,0.0,137.5,137.5,137.5,0.0,0.0,130.6,130.6,130.6,0.0,0.0,131.4,131.4,131.4,0.0,0.0
2016-08-28,132.1,132.1,132.1,0.0,0.0,133.0,133.0,133.0,0.0,0.0,129.95,129.95,129.95,0.0,0.0,132.99,132.99,132.99,0.0,0.0
2016-09-04,135.1,135.1,135.1,0.0,0.0,135.7,135.7,135.7,0.0,0.0,133.4,133.4,133.4,0.0,0.0,133.4,133.4,133.4,0.0,0.0
2016-09-11,127.3,127.3,127.3,0.0,0.0,128.39,128.39,128.39,0.0,0.0,126.77,126.77,126.77,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2016-09-18,136.0,136.0,136.0,0.0,0.0,136.7,136.7,136.7,0.0,0.0,135.54,135.54,135.54,0.0,0.0,136.0,136.0,136.0,0.0,0.0
2016-09-25,132.5,132.5,132.5,0.0,0.0,132.6,132.6,132.6,0.0,0.0,128.5,128.5,128.5,0.0,0.0,129.6,129.6,129.6,0.0,0.0
2016-10-02,113.6,113.6,113.6,0.0,0.0,113.7,113.7,113.7,0.0,0.0,107.6,107.6,107.6,0.0,0.0,111.6,111.6,111.6,0.0,0.0
2016-10-09,110.3,110.3,110.3,0.0,0.0,112.2,112.2,112.2,0.0,0.0,110.0,110.0,110.0,0.0,0.0,110.3,110.3,110.3,0.0,0.0
2016-10-16,114.3,114.3,114.3,0.0,0.0,114.46,114.46,114.46,0.0,0.0,113.3,113.3,113.3,0.0,0.0,114.2,114.2,114.2,0.0,0.0
2016-10-23,115.1,115.1,115.1,0.0,0.0,119.1,119.1,119.1,0.0,0.0,114.3,114.3,114.3,0.0,0.0,116.5,116.5,116.5,0.0,0.0
2016-10-30,124.6,124.6,124.6,0.0,0.0,124.9,124.9,124.9,0.0,0.0,123.4,123.4,123.4,0.0,0.0,124.5,124.5,124.5,0.0,0.0
2016-11-06,110.0,110.0,110.0,0.0,0.0,110.9,110.9,110.9,0.0,0.0,100.6,100.6,100.6,0.0,0.0,102.6,102.6,102.6,0.0,0.0
2016-11-13,98.9,98.9,98.9,0.0,0.0,99.5,99.5,99.5,0.0,0.0,97.4,97.4,97.4,0.0,0.0,97.9,97.9,97.9,0.0,0.0
2016-11-20,93.2,93.2,93.2,0.0,0.0,93.6,93.6,93.6,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2016-11-27,89.5,89.5,89.5,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.3,89.3,89.3,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2016-12-04,87.7,87.7,87.7,0.0,0.0,87.85,87.85,87.85,0.0,0.0,85.4,85.4,85.4,0.0,0.0,86.0,86.0,86.0,0.0,0.0
2016-12-11,80.0,80.0,80.0,0.0,0.0,81.9,81.9,81.9,0.0,0.0,79.0,79.0,79.0,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2016-12-18,79.3,79.3,79.3,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2016-12-25,85.3,85.3,85.3,0.0,0.0,85.8,85.8,85.8,0.0,0.0,83.4,83.4,83.4,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2017-01-01,88.4,88.4,88.4,0.0,0.0,89.71,89.71,89.71,0.0,0.0,87.7,87.7,87.7,0.0,0.0,88.2,88.2,88.2,0.0,0.0
2017-01-08,92.7,92.7,92.7,0.0,0.0,94.1,94.1,94.1,0.0,0.0,91.42,91.42,91.42,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2017-01-15,94.7,94.7,94.7,0.0,0.0,97.44,97.44,97.44,0.0,0.0,94.2,94.2,94.2,0.0,0.0,95.9,95.9,95.9,0.0,0.0
2017-01-22,90.7,90.7,90.7,0.0,0.0,92.0,92.0,92.0,0.0,0.0,90.38,90.38,90.38,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2017-01-29,97.4,97.4,97.4,0.0,0.0,98.9,98.9,98.9,0.0,0.0,97.3,97.3,97.3,0.0,0.0,98.3,98.3,98.3,0.0,0.0
2017-02-05,99.7,99.7,99.7,0.0,0.0,102.7,102.7,102.7,0.0,0.0,99.6,99.6,99.6,0.0,0.0,101.9,101.9,101.9,0.0,0.0
2017-02-12,103.5,103.5,103.5,0.0,0.0,104.0,104.0,104.0,0.0,0.0,102.03,102.03,102.03,0.0,0.0,102.15,102.15,102.15,0.0,0.0
2017-02-19,107.5,107.5,107.5,0.0,0.0,107.85,107.85,107.85,0.0,0.0,106.2,106.2,106.2,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2017-02-26,100.0,100.0,100.0,0.0,0.0,101.8,101.8,101.8,0.0,0.0,98.6,98.6,98.6,0.0,0.0,101.3,101.3,101.3,0.0,0.0
2017-03-05,93.3,93.3,93.3,0.0,0.0,94.1,94.1,94.1,0.0,0.0,92.74,92.74,92.74,0.0,0.0,93.9,93.9,93.9,0.0,0.0
2017-03-12,99.7,99.7,99.7,0.0,0.0,100.3,100.3,100.3,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2017-03-19,103.5,103.5,103.5,0.0,0.0,105.29,105.29,105.29,0.0,0.0,103.2,103.2,103.2,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2017-03-26,103.7,103.7,103.7,0.0,0.0,104.7,104.7,104.7,0.0,0.0,103.3,103.3,103.3,0.0,0.0,103.8,103.8,103.8,0.0,0.0
2017-04-02,108.0,108.0,108.0,0.0,0.0,108.96,108.96,108.96,0.0,0.0,104.8,104.8,104.8,0.0,0.0,105.7,105.7,105.7,0.0,0.0
2017-04-09,114.1,114.1,114.1,0.0,0.0,114.3,114.3,114.3,0.0,0.0,112.6,112.6,112.6,0.0,0.0,114.3,114.3,114.3,0.0,0.0
2017-04-16,112.8,112.8,112.8,0.0,0.0,114.0,114.0,114.0,0.0,0.0,111.9,111.9,111.9,0.0,0.0,113.3,113.3,113.3,0.0,0.0
2017-04-23,107.7,107.7,107.7,0.0,0.0,108.8,108.8,108.8,0.0,0.0,107.2,107.2,107.2,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2017-04-30,98.4,98.4,98.4,0.0,0.0,98.9,98.9,98.9,0.0,0.0,97.9,97.9,97.9,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2017-05-07,98.7,98.7,98.7,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.0,98.0,98.0,0.0,0.0,98.1,98.1,98.1,0.0,0.0
2017-05-14,104.5,104.5,104.5,0.0,0.0,104.95,104.95,104.95,0.0,0.0,103.5,103.5,103.5,0.0,0.0,104.6,104.6,104.6,0.0,0.0
2017-05-21,107.3,107.3,107.3,0.0,0.0,108.2,108.2,108.2,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2017-05-28,109.4,109.4,109.4,0.0,0.0,110.5,110.5,110.5,0.0,0.0,109.2,109.2,109.2,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2017-06-04,107.0,107.0,107.0,0.0,0.0,108.1,108.1,108.1,0.0,0.0,106.7,106.7,106.7,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2017-06-11,103.9,103.9,103.9,0.0,0.0,104.1,104.1,104.1,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.7,103.7,103.7,0.0,0.0
2017-06-18,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0,103.6,103.6,103.6,0.0,0.0,104.0,104.0,104.0,0.0,0.0
2017-06-25,100.3,100.3,100.3,0.0,0.0,101.06,101.06,101.06,0.0,0.0,99.9,99.9,99.9,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2017-07-02,94.3,94.3,94.3,0.0,0.0,94.3,94.3,94.3,0.0,0.0,91.85,91.85,91.85,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2017-07-09,97.2,97.2,97.2,0.0,0.0,97.7,97.7,97.7,0.0,0.0,96.2,96.2,96.2,0.0,0.0,96.7,96.7,96.7,0.0,0.0
2017-07-16,102.0,102.0,102.0,0.0,0.0,103.1,103.1,103.1,0.0,0.0,101.5,101.5,101.5,0.0,0.0,102.8,102.8,102.8,0.0,0.0
2017-07-23,105.0,105.0,105.0,0.0,0.0,106.8,106.8,106.8,0.0,0.0,104.9,104.9,104.9,0.0,0.0,106.3,106.3,106.3,0.0,0.0
2017-07-30,104.5,104.5,104.5,0.0,0.0,104.64,104.64,104.64,0.0,0.0,102.6,102.6,102.6,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2017-08-06,110.5,110.5,110.5,0.0,0.0,112.0,112.0,112.0,0.0,0.0,109.8,109.8,109.8,0.0,0.0,111.8,111.8,111.8,0.0,0.0
2017-08-13,113.5,113.5,113.5,0.0,0.0,113.9,113.9,113.9,0.0,0.0,109.7,109.7,109.7,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2017-08-20,111.6,111.6,111.6,0.0,0.0,112.3,112.3,112.3,0.0,0.0,107.6,107.6,107.6,0.0,0.0,111.5,111.5,111.5,0.0,0.0
2017-08-27,120.6,120.6,120.6,0.0,0.0,120.8,120.8,120.8,0.0,0.0,118.2,118.2,118.2,0.0,0.0,120.8,120.8,120.8,0.0,0.0
2017-09-03,126.7,126.7,126.7,0.0,0.0,127.0,127.0,127.0,0.0,0.0,124.9,124.9,124.9,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2017-09-10,120.1,120.1,120.1,0.0,0.0,120.1,120.1,120.1,0.0,0.0,118.5,118.5,118.5,0.0,0.0,118.7,118.7,118.7,0.0,0.0
2017-09-17,111.5,111.5,111.5,0.0,0.0,112.5,112.5,112.5,0.0,0.0,111.24,111.24,111.24,0.0,0.0,112.1,112.1,112.1,0.0,0.0
2017-09-24,109.3,109.3,109.3,0.0,0.0,109.3,109.3,109.3,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.55,107.55,107.55,0.0,0.0
2017-10-01,103.9,103.9,103.9,0.0,0.0,106.4,106.4,106.4,0.0,0.0,102.7,102.7,102.7,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2017-10-08,112.95,112.95,112.95,0.0,0.0,113.5,113.5,113.5,0.0,0.0,112.1,112.1,112.1,0.0,0.0,113.4,113.4,113.4,0.0,0.0
2017-10-15,107.35,107.35,107.35,0.0,0.0,108.15,108.15,108.15,0.0,0.0,106.6,106.6,106.6,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2017-10-22,103.7,103.7,103.7,0.0,0.0,105.5,105.5,105.5,0.0,0.0,103.3,103.3,103.3,0.0,0.0,105.2,105.2,105.2,0.0,0.0
2017-10-29,106.4,106.4,106.4,0.0,0.0,106.5,106.5,106.5,0.0,0.0,103.2,103.2,103.2,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2017-11-05,107.9,107.9,107.9,0.0,0.0,108.2,108.2,108.2,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.5,105.5,105.5,0.0,0.0
2017-11-12,108.1,108.1,108.1,0.0,0.0,110.8,110.8,110.8,0.0,0.0,107.6,107.6,107.6,0.0,0.0,110.05,110.05,110.05,0.0,0.0
2017-11-19,108.3,108.3,108.3,0.0,0.0,109.0,109.0,109.0,0.0,0.0,108.1,108.1,108.1,0.0,0.0,108.3,108.3,108.3,0.0,0.0
2017-11-26,104.3,104.3,104.3,0.0,0.0,108.3,108.3,108.3,0.0,0.0,103.9,103.9,103.9,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2017-12-03,98.3,98.3,98.3,0.0,0.0,98.9,98.9,98.9,0.0,0.0,97.6,97.6,97.6,0.0,0.0,97.9,97.9,97.9,0.0,0.0
2017-12-10,100.6,100.6,100.6,0.0,0.0,100.8,100.8,100.8,0.0,0.0,99.5,99.5,99.5,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2017-12-17,104.0,104.0,104.0,0.0,0.0,105.3,105.3,105.3,0.0,0.0,103.7,103.7,103.7,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2017-12-24,111.5,111.5,111.5,0.0,0.0,112.66,112.66,112.66,0.0,0.0,111.0,111.0,111.0,0.0,0.0,111.4,111.4,111.4,0.0,0.0
2017-12-31,114.4,114.4,114.4,0.0,0.0,115.8,115.8,115.8,0.0,0.0,114.23,114.23,114.23,0.0,0.0,115.5,115.5,115.5,0.0,0.0
