Date,iShares MSCI PhilippinesEtf_Open_average,iShares MSCI PhilippinesEtf_Open_max,iShares MSCI PhilippinesEtf_Open_min,iShares MSCI PhilippinesEtf_Open_volatility,iShares MSCI PhilippinesEtf_Open_change,iShares MSCI PhilippinesEtf_High_average,iShares MSCI PhilippinesEtf_High_max,iShares MSCI PhilippinesEtf_High_min,iShares MSCI PhilippinesEtf_High_volatility,iShares MSCI PhilippinesEtf_High_change,iShares MSCI PhilippinesEtf_Low_average,iShares MSCI PhilippinesEtf_Low_max,iShares MSCI PhilippinesEtf_Low_min,iShares MSCI PhilippinesEtf_Low_volatility,iShares MSCI PhilippinesEtf_Low_change,iShares MSCI PhilippinesEtf_Close_average,iShares MSCI PhilippinesEtf_Close_max,iShares MSCI PhilippinesEtf_Close_min,iShares MSCI PhilippinesEtf_Close_volatility,iShares MSCI PhilippinesEtf_Close_change
2016-05-22,37.26,37.26,37.26,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-05-29,38.25,38.25,38.25,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2016-06-05,38.2,38.2,38.2,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-06-12,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-06-19,38.08,38.08,38.08,0.0,0.0,39.05,39.05,39.05,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-06-26,39.25,39.25,39.25,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2016-07-03,38.88,38.88,38.88,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.72,38.72,38.72,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2016-07-10,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2016-07-17,40.19,40.19,40.19,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2016-07-24,39.72,39.72,39.72,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2016-07-31,39.59,39.59,39.59,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2016-08-07,39.82,39.82,39.82,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2016-08-14,39.93,39.93,39.93,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.71,39.71,39.71,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2016-08-21,39.54,39.54,39.54,0.0,0.0,39.85,39.85,39.85,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2016-08-28,39.13,39.13,39.13,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2016-09-04,37.33,37.33,37.33,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2016-09-11,36.77,36.77,36.77,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2016-09-18,37.62,37.62,37.62,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2016-09-25,37.19,37.19,37.19,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-10-02,36.82,36.82,36.82,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-10-09,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2016-10-16,36.9,36.9,36.9,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2016-10-23,35.42,35.42,35.42,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2016-10-30,34.7,34.7,34.7,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2016-11-06,32.65,32.65,32.65,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2016-11-13,33.48,33.48,33.48,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2016-11-20,32.64,32.64,32.64,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2016-11-27,32.46,32.46,32.46,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2016-12-04,33.37,33.37,33.37,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2016-12-11,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2016-12-18,30.57,30.57,30.57,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2016-12-25,32.73,32.73,32.73,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-01-01,34.46,34.46,34.46,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2017-01-08,34.31,34.31,34.31,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2017-01-15,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2017-01-22,34.68,34.68,34.68,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2017-01-29,34.35,34.35,34.35,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2017-02-05,34.25,34.25,34.25,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2017-02-12,33.67,33.67,33.67,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2017-02-19,33.88,33.88,33.88,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2017-02-26,33.57,33.57,33.57,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2017-03-05,33.63,33.63,33.63,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2017-03-12,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2017-03-19,34.18,34.18,34.18,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2017-03-26,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2017-04-02,35.68,35.68,35.68,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2017-04-09,36.16,36.16,36.16,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2017-04-16,35.77,35.77,35.77,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2017-04-23,35.88,35.88,35.88,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2017-04-30,36.72,36.72,36.72,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.72,36.72,36.72,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2017-05-07,36.59,36.59,36.59,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2017-05-14,36.34,36.34,36.34,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2017-05-21,37.07,37.07,37.07,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2017-05-28,37.45,37.45,37.45,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2017-06-04,37.46,37.46,37.46,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2017-06-11,36.87,36.87,36.87,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.78,36.78,36.78,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2017-06-18,36.04,36.04,36.04,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2017-06-25,35.71,35.71,35.71,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2017-07-02,35.6,35.6,35.6,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2017-07-09,36.32,36.32,36.32,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2017-07-16,36.16,36.16,36.16,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2017-07-23,36.73,36.73,36.73,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2017-07-30,36.33,36.33,36.33,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2017-08-06,35.4,35.4,35.4,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-08-13,35.52,35.52,35.52,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2017-08-20,36.17,36.17,36.17,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2017-08-27,35.91,35.91,35.91,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2017-09-03,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2017-09-10,36.57,36.57,36.57,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2017-09-17,37.43,37.43,37.43,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2017-09-24,36.71,36.71,36.71,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2017-10-01,37.03,37.03,37.03,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2017-10-08,37.61,37.61,37.61,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2017-10-15,37.24,37.24,37.24,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2017-10-22,36.32,36.32,36.32,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2017-10-29,37.55,37.55,37.55,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2017-11-05,37.29,37.29,37.29,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2017-11-12,37.01,37.01,37.01,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2017-11-19,37.22,37.22,37.22,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2017-11-26,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2017-12-03,37.0,37.0,37.0,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2017-12-10,37.59,37.59,37.59,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2017-12-17,38.02,38.02,38.02,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2017-12-24,38.91,38.91,38.91,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2017-12-31,39.99,39.99,39.99,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.18,40.18,40.18,0.0,0.0
