Date,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_volatility,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Open_change,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_volatility,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_High_change,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_volatility,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Low_change,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_average,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_max,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_min,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_volatility,VelocityShares 3x Inverse Silver linked to S&P GSCEtf_Close_change
2016-03-13,42.57,42.57,42.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,42.31,42.31,42.31,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2016-03-20,47.22,47.22,47.22,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.1,47.1,47.1,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2016-03-27,50.02,50.02,50.02,0.0,0.0,51.54,51.54,51.54,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2016-04-03,47.35,47.35,47.35,0.0,0.0,47.46,47.46,47.46,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2016-04-10,38.88,38.88,38.88,0.0,0.0,39.27,39.27,39.27,0.0,0.0,37.59,37.59,37.59,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2016-04-17,32.06,32.06,32.06,0.0,0.0,33.96,33.96,33.96,0.0,0.0,31.13,31.13,31.13,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2016-04-24,28.58,28.58,28.58,0.0,0.0,29.12,29.12,29.12,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2016-05-01,30.84,30.84,30.84,0.0,0.0,30.91,30.91,30.91,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2016-05-08,32.92,32.92,32.92,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2016-05-15,34.86,34.86,34.86,0.0,0.0,36.03,36.03,36.03,0.0,0.0,34.72,34.72,34.72,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2016-05-22,37.07,37.07,37.07,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2016-05-29,36.49,36.49,36.49,0.0,0.0,36.73,36.73,36.73,0.0,0.0,35.76,35.76,35.76,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2016-06-05,30.2,30.2,30.2,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2016-06-12,29.69,29.69,29.69,0.0,0.0,30.48,30.48,30.48,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2016-06-19,27.1,27.1,27.1,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2016-06-26,21.51,21.51,21.51,0.0,0.0,21.63,21.63,21.63,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2016-07-03,19.55,19.55,19.55,0.0,0.0,20.0,20.0,20.0,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2016-07-10,18.75,18.75,18.75,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2016-07-17,19.99,19.99,19.99,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2016-07-24,18.2,18.2,18.2,0.0,0.0,18.9,18.9,18.9,0.0,0.0,17.77,17.77,17.77,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2016-07-31,19.05,19.05,19.05,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2016-08-07,18.44,18.44,18.44,0.0,0.0,19.79,19.79,19.79,0.0,0.0,18.32,18.32,18.32,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2016-08-14,20.6,20.6,20.6,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2016-08-21,22.82,22.82,22.82,0.0,0.0,23.47,23.47,23.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2016-08-28,20.98,20.98,20.98,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2016-09-04,20.01,20.01,20.01,0.0,0.0,21.25,21.25,21.25,0.0,0.0,19.96,19.96,19.96,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2016-09-11,22.42,22.42,22.42,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-09-18,18.73,18.73,18.73,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.58,18.58,18.58,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2016-09-25,19.04,19.04,19.04,0.0,0.0,20.75,20.75,20.75,0.0,0.0,18.96,18.96,18.96,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2016-10-02,26.04,26.04,26.04,0.0,0.0,28.45,28.45,28.45,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2016-10-09,26.87,26.87,26.87,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-10-16,26.39,26.39,26.39,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2016-10-23,25.5,25.5,25.5,0.0,0.0,25.9,25.9,25.9,0.0,0.0,24.7,24.7,24.7,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2016-10-30,22.59,22.59,22.59,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2016-11-06,22.45,22.45,22.45,0.0,0.0,26.9,26.9,26.9,0.0,0.0,22.39,22.39,22.39,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2016-11-13,29.56,29.56,29.56,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2016-11-20,29.93,29.93,29.93,0.0,0.0,30.55,30.55,30.55,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2016-11-27,29.94,29.94,29.94,0.0,0.0,30.05,30.05,30.05,0.0,0.0,28.51,28.51,28.51,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-12-04,27.18,27.18,27.18,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.11,27.11,27.11,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2016-12-11,31.5,31.5,31.5,0.0,0.0,32.13,32.13,32.13,0.0,0.0,30.32,30.32,30.32,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2016-12-18,33.29,33.29,33.29,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2016-12-25,30.55,30.55,30.55,0.0,0.0,32.63,32.63,32.63,0.0,0.0,30.23,30.23,30.23,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2017-01-01,29.23,29.23,29.23,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2017-01-08,27.87,27.87,27.87,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2017-01-15,26.21,26.21,26.21,0.0,0.0,26.63,26.63,26.63,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2017-01-22,27.32,27.32,27.32,0.0,0.0,27.55,27.55,27.55,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2017-01-29,24.33,24.33,24.33,0.0,0.0,24.39,24.39,24.39,0.0,0.0,23.76,23.76,23.76,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2017-02-05,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2017-02-12,21.95,21.95,21.95,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2017-02-19,20.82,20.82,20.82,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2017-02-26,22.86,22.86,22.86,0.0,0.0,23.14,23.14,23.14,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2017-03-05,25.98,25.98,25.98,0.0,0.0,26.38,26.38,26.38,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2017-03-12,24.3,24.3,24.3,0.0,0.0,24.35,24.35,24.35,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2017-03-19,23.11,23.11,23.11,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2017-03-26,20.9,20.9,20.9,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2017-04-02,20.39,20.39,20.39,0.0,0.0,22.07,22.07,22.07,0.0,0.0,20.29,20.29,20.29,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2017-04-09,19.68,19.68,19.68,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2017-04-16,21.84,21.84,21.84,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2017-04-23,24.68,24.68,24.68,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2017-04-30,29.04,29.04,29.04,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2017-05-07,28.27,28.27,28.27,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-05-14,26.25,26.25,26.25,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2017-05-21,24.05,24.05,24.05,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2017-05-28,23.73,23.73,23.73,0.0,0.0,23.78,23.78,23.78,0.0,0.0,22.91,22.91,22.91,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2017-06-04,24.3,24.3,24.3,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-06-11,26.6,26.6,26.6,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2017-06-18,26.4,26.4,26.4,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2017-06-25,27.07,27.07,27.07,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.79,26.79,26.79,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2017-07-02,31.36,31.36,31.36,0.0,0.0,33.97,33.97,33.97,0.0,0.0,31.36,31.36,31.36,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2017-07-09,29.87,29.87,29.87,0.0,0.0,30.62,30.62,30.62,0.0,0.0,29.35,29.35,29.35,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2017-07-16,27.38,27.38,27.38,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2017-07-23,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2017-07-30,27.46,27.46,27.46,0.0,0.0,28.63,28.63,28.63,0.0,0.0,27.35,27.35,27.35,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2017-08-06,24.5,24.5,24.5,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2017-08-13,23.79,23.79,23.79,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.66,23.66,23.66,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2017-08-20,23.89,23.89,23.89,0.0,0.0,25.6,25.6,25.6,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2017-08-27,21.68,21.68,21.68,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2017-09-03,20.12,20.12,20.12,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2017-09-10,21.6,21.6,21.6,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2017-09-17,24.5,24.5,24.5,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2017-09-24,25.11,25.11,25.11,0.0,0.0,25.8,25.8,25.8,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2017-10-01,26.11,26.11,26.11,0.0,0.0,27.31,27.31,27.31,0.0,0.0,24.78,24.78,24.78,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2017-10-08,22.7,22.7,22.7,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2017-10-15,23.51,23.51,23.51,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-10-22,25.61,25.61,25.61,0.0,0.0,25.75,25.75,25.75,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2017-10-29,23.28,23.28,23.28,0.0,0.0,24.87,24.87,24.87,0.0,0.0,23.22,23.22,23.22,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2017-11-05,23.55,23.55,23.55,0.0,0.0,24.63,24.63,24.63,0.0,0.0,23.38,23.38,23.38,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-11-12,23.33,23.33,23.33,0.0,0.0,23.52,23.52,23.52,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2017-11-19,23.42,23.42,23.42,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2017-11-26,26.76,26.76,26.76,0.0,0.0,27.13,27.13,27.13,0.0,0.0,25.68,25.68,25.68,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2017-12-03,29.46,29.46,29.46,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2017-12-10,28.03,28.03,28.03,0.0,0.0,28.33,28.33,28.33,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2017-12-17,26.81,26.81,26.81,0.0,0.0,26.99,26.99,26.99,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2017-12-24,23.45,23.45,23.45,0.0,0.0,23.85,23.85,23.85,0.0,0.0,22.91,22.91,22.91,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2017-12-31,22.86,22.86,22.86,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.63,22.63,22.63,0.0,0.0
