Date,ProShares UltraShort Consumer ServicesEtf_Open_average,ProShares UltraShort Consumer ServicesEtf_Open_max,ProShares UltraShort Consumer ServicesEtf_Open_min,ProShares UltraShort Consumer ServicesEtf_Open_volatility,ProShares UltraShort Consumer ServicesEtf_Open_change,ProShares UltraShort Consumer ServicesEtf_High_average,ProShares UltraShort Consumer ServicesEtf_High_max,ProShares UltraShort Consumer ServicesEtf_High_min,ProShares UltraShort Consumer ServicesEtf_High_volatility,ProShares UltraShort Consumer ServicesEtf_High_change,ProShares UltraShort Consumer ServicesEtf_Low_average,ProShares UltraShort Consumer ServicesEtf_Low_max,ProShares UltraShort Consumer ServicesEtf_Low_min,ProShares UltraShort Consumer ServicesEtf_Low_volatility,ProShares UltraShort Consumer ServicesEtf_Low_change,ProShares UltraShort Consumer ServicesEtf_Close_average,ProShares UltraShort Consumer ServicesEtf_Close_max,ProShares UltraShort Consumer ServicesEtf_Close_min,ProShares UltraShort Consumer ServicesEtf_Close_volatility,ProShares UltraShort Consumer ServicesEtf_Close_change
2016-03-27,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2016-04-03,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2016-04-10,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2016-04-17,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2016-04-24,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2016-05-01,41.26,41.26,41.26,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2016-05-08,40.98,40.98,40.98,0.0,0.0,41.67,41.67,41.67,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2016-05-15,41.65,41.65,41.65,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2016-05-22,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-05-29,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2016-06-05,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2016-06-12,40.54,40.54,40.54,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.54,40.54,40.54,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2016-06-19,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2016-06-26,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-07-03,39.96,39.96,39.96,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2016-07-10,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-07-17,37.1,37.1,37.1,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2016-07-24,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2016-07-31,36.35,36.35,36.35,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2016-08-07,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2016-08-14,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2016-08-21,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2016-08-28,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-09-04,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2016-09-11,39.61,39.61,39.61,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2016-09-18,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2016-09-25,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2016-10-02,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2016-10-09,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2016-10-16,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2016-10-23,40.0,40.0,40.0,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-10-30,40.46,40.46,40.46,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2016-11-06,39.94,39.94,39.94,0.0,0.0,40.05,40.05,40.05,0.0,0.0,38.45,38.45,38.45,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2016-11-13,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2016-11-20,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2016-11-27,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2016-12-04,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2016-12-11,33.86,33.86,33.86,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2016-12-18,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2016-12-25,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2017-01-01,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2017-01-08,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2017-01-15,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2017-01-22,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2017-01-29,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2017-02-05,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2017-02-12,32.11,32.11,32.11,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2017-02-19,31.69,31.69,31.69,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2017-02-26,30.45,30.45,30.45,0.0,0.0,31.46,31.46,31.46,0.0,0.0,30.45,30.45,30.45,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2017-03-05,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2017-03-12,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2017-03-19,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2017-03-26,31.13,31.13,31.13,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2017-04-02,30.9,30.9,30.9,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2017-04-09,30.84,30.84,30.84,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2017-04-16,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2017-04-23,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2017-04-30,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2017-05-07,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2017-05-14,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-05-21,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2017-05-28,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2017-06-04,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2017-06-11,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2017-06-18,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-06-25,29.96,29.96,29.96,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2017-07-02,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2017-07-09,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2017-07-16,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2017-07-23,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2017-07-30,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2017-08-06,29.59,29.59,29.59,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2017-08-13,29.35,29.35,29.35,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.35,29.35,29.35,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2017-08-20,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2017-08-27,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2017-09-03,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2017-09-10,29.41,29.41,29.41,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2017-09-17,29.23,29.23,29.23,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2017-09-24,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2017-10-01,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2017-10-08,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2017-10-15,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-10-22,29.01,29.01,29.01,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-10-29,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2017-11-05,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2017-11-12,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2017-11-19,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2017-11-26,25.72,25.72,25.72,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2017-12-03,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2017-12-10,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2017-12-17,24.34,24.34,24.34,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2017-12-24,24.16,24.16,24.16,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-12-31,23.15,23.15,23.15,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
