Date,VanEck Vectors ChinaAMC A-ShareEtf_Open_average,VanEck Vectors ChinaAMC A-ShareEtf_Open_max,VanEck Vectors ChinaAMC A-ShareEtf_Open_min,VanEck Vectors ChinaAMC A-ShareEtf_Open_volatility,VanEck Vectors ChinaAMC A-ShareEtf_Open_change,VanEck Vectors ChinaAMC A-ShareEtf_High_average,VanEck Vectors ChinaAMC A-ShareEtf_High_max,VanEck Vectors ChinaAMC A-ShareEtf_High_min,VanEck Vectors ChinaAMC A-ShareEtf_High_volatility,VanEck Vectors ChinaAMC A-ShareEtf_High_change,VanEck Vectors ChinaAMC A-ShareEtf_Low_average,VanEck Vectors ChinaAMC A-ShareEtf_Low_max,VanEck Vectors ChinaAMC A-ShareEtf_Low_min,VanEck Vectors ChinaAMC A-ShareEtf_Low_volatility,VanEck Vectors ChinaAMC A-ShareEtf_Low_change,VanEck Vectors ChinaAMC A-ShareEtf_Close_average,VanEck Vectors ChinaAMC A-ShareEtf_Close_max,VanEck Vectors ChinaAMC A-ShareEtf_Close_min,VanEck Vectors ChinaAMC A-ShareEtf_Close_volatility,VanEck Vectors ChinaAMC A-ShareEtf_Close_change
2016-05-01,37.16,37.16,37.16,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2016-05-08,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2016-05-15,36.1,36.1,36.1,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2016-05-22,36.04,36.04,36.04,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2016-05-29,37.7,37.7,37.7,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2016-06-05,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2016-06-12,36.46,36.46,36.46,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2016-06-19,36.01,36.01,36.01,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2016-06-26,36.83,36.83,36.83,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2016-07-03,37.7,37.7,37.7,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2016-07-10,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2016-07-17,37.99,37.99,37.99,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2016-07-24,37.9,37.9,37.9,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2016-07-31,37.9,37.9,37.9,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2016-08-07,39.0,39.0,39.0,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2016-08-14,39.95,39.95,39.95,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2016-08-21,39.23,39.23,39.23,0.0,0.0,39.48,39.48,39.48,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2016-08-28,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2016-09-04,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-09-11,38.48,38.48,38.48,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2016-09-18,38.63,38.63,38.63,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2016-09-25,38.5,38.5,38.5,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2016-10-02,38.9,38.9,38.9,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2016-10-09,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2016-10-16,38.83,38.83,38.83,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2016-10-23,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2016-10-30,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2016-11-06,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2016-11-13,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2016-11-20,40.14,40.14,40.14,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2016-11-27,40.55,40.55,40.55,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2016-12-04,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2016-12-11,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2016-12-18,37.07,37.07,37.07,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-12-25,36.98,36.98,36.98,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2017-01-01,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2017-01-08,37.68,37.68,37.68,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2017-01-15,38.28,38.28,38.28,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2017-01-22,38.75,38.75,38.75,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2017-01-29,38.82,38.82,38.82,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2017-02-05,38.88,38.88,38.88,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2017-02-12,39.02,39.02,39.02,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2017-02-19,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2017-02-26,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2017-03-05,38.73,38.73,38.73,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2017-03-12,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2017-03-19,39.5,39.5,39.5,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2017-03-26,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2017-04-02,39.85,39.85,39.85,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2017-04-09,39.55,39.55,39.55,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2017-04-16,39.01,39.01,39.01,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2017-04-23,38.6,38.6,38.6,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2017-04-30,37.9,37.9,37.9,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2017-05-07,38.15,38.15,38.15,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2017-05-14,38.39,38.39,38.39,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2017-05-21,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2017-05-28,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2017-06-04,41.09,41.09,41.09,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2017-06-11,40.33,40.33,40.33,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2017-06-18,41.39,41.39,41.39,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2017-06-25,42.34,42.34,42.34,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2017-07-02,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2017-07-09,43.25,43.25,43.25,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-07-16,43.81,43.81,43.81,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2017-07-23,43.85,43.85,43.85,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2017-07-30,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2017-08-06,43.19,43.19,43.19,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2017-08-13,44.09,44.09,44.09,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2017-08-20,45.31,45.31,45.31,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2017-08-27,46.17,46.17,46.17,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2017-09-03,46.88,46.88,46.88,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2017-09-10,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2017-09-17,46.0,46.0,46.0,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2017-09-24,45.68,45.68,45.68,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2017-10-01,46.73,46.73,46.73,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2017-10-08,47.23,47.23,47.23,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2017-10-15,46.98,46.98,46.98,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2017-10-22,47.67,47.67,47.67,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2017-10-29,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2017-11-05,48.68,48.68,48.68,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2017-11-12,48.94,48.94,48.94,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2017-11-19,49.29,49.29,49.29,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2017-11-26,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2017-12-03,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2017-12-10,47.47,47.47,47.47,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2017-12-17,48.13,48.13,48.13,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-12-24,48.3,48.3,48.3,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2017-12-31,50.05,50.05,50.05,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.12,50.12,50.12,0.0,0.0
