Date,iShares MSCI New Zealand CappedEtf_Open_average,iShares MSCI New Zealand CappedEtf_Open_max,iShares MSCI New Zealand CappedEtf_Open_min,iShares MSCI New Zealand CappedEtf_Open_volatility,iShares MSCI New Zealand CappedEtf_Open_change,iShares MSCI New Zealand CappedEtf_High_average,iShares MSCI New Zealand CappedEtf_High_max,iShares MSCI New Zealand CappedEtf_High_min,iShares MSCI New Zealand CappedEtf_High_volatility,iShares MSCI New Zealand CappedEtf_High_change,iShares MSCI New Zealand CappedEtf_Low_average,iShares MSCI New Zealand CappedEtf_Low_max,iShares MSCI New Zealand CappedEtf_Low_min,iShares MSCI New Zealand CappedEtf_Low_volatility,iShares MSCI New Zealand CappedEtf_Low_change,iShares MSCI New Zealand CappedEtf_Close_average,iShares MSCI New Zealand CappedEtf_Close_max,iShares MSCI New Zealand CappedEtf_Close_min,iShares MSCI New Zealand CappedEtf_Close_volatility,iShares MSCI New Zealand CappedEtf_Close_change
2017-08-06,46.0,46.0,46.0,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2017-08-13,47.26,47.26,47.26,0.0,0.0,47.7,47.7,47.7,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2017-08-20,46.98,46.98,46.98,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2017-08-27,46.39,46.39,46.39,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-09-03,47.19,47.19,47.19,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2017-09-10,46.59,46.59,46.59,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2017-09-17,47.25,47.25,47.25,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2017-09-24,47.24,47.24,47.24,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2017-10-01,46.32,46.32,46.32,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-10-08,47.52,47.52,47.52,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2017-10-15,46.52,46.52,46.52,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-10-22,45.32,45.32,45.32,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2017-10-29,45.61,45.61,45.61,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2017-11-05,45.14,45.14,45.14,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2017-11-12,44.88,44.88,44.88,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2017-11-19,45.68,45.68,45.68,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2017-11-26,45.62,45.62,45.62,0.0,0.0,46.09,46.09,46.09,0.0,0.0,45.62,45.62,45.62,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2017-12-03,46.11,46.11,46.11,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2017-12-10,47.83,47.83,47.83,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2017-12-17,47.26,47.26,47.26,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2017-12-24,47.88,47.88,47.88,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2017-12-31,48.49,48.49,48.49,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.48,48.48,48.48,0.0,0.0
