Date,ProShares Decline of the Retail Store_Open_average,ProShares Decline of the Retail Store_Open_max,ProShares Decline of the Retail Store_Open_min,ProShares Decline of the Retail Store_High_average,ProShares Decline of the Retail Store_High_max,ProShares Decline of the Retail Store_High_min,ProShares Decline of the Retail Store_Low_average,ProShares Decline of the Retail Store_Low_max,ProShares Decline of the Retail Store_Low_min,ProShares Decline of the Retail Store_Close_average,ProShares Decline of the Retail Store_Close_max,ProShares Decline of the Retail Store_Close_min
2018-06-17,-2.121761797613906,-2.121761797613906,-2.121761797613906,-2.0023997544675285,-2.0023997544675285,-2.0023997544675285,-2.0774982261074553,-2.0774982261074553,-2.0774982261074553,-1.961661501882463,-1.961661501882463,-1.961661501882463
2018-06-24,-1.3683851295711709,-1.3683851295711709,-1.3683851295711709,-1.2892593238715284,-1.2892593238715284,-1.2892593238715284,-1.3334089518674113,-1.3334089518674113,-1.3334089518674113,-1.2490421179855595,-1.2490421179855595,-1.2490421179855595
2018-07-01,-1.0160800917723753,-1.0160800917723753,-1.0160800917723753,-1.0788684520403018,-1.0788684520403018,-1.0788684520403018,-1.0196595590611053,-1.0196595590611053,-1.0196595590611053,-1.0954804959147528,-1.0954804959147528,-1.0954804959147528
2018-07-08,-0.6557970768406127,-0.6557970768406127,-0.6557970768406127,-0.62969207676328,-0.62969207676328,-0.62969207676328,-0.6117988316997525,-0.6117988316997525,-0.6117988316997525,-0.5755914577797857,-0.5755914577797857,-0.5755914577797857
2018-07-15,-0.927438462555029,-0.927438462555029,-0.927438462555029,-0.9757799908124728,-0.9757799908124728,-0.9757799908124728,-0.9134060627196597,-0.9134060627196597,-0.9134060627196597,-0.9609143732695837,-0.9609143732695837,-0.9609143732695837
2018-07-22,-0.45351178905208483,-0.45351178905208483,-0.45351178905208483,-0.36610114160710977,-0.36610114160710977,-0.36610114160710977,-0.40930369099692016,-0.40930369099692016,-0.40930369099692016,-0.3438261890792236,-0.3438261890792236,-0.3438261890792236
2018-07-29,-0.5569492025344822,-0.5569492025344822,-0.5569492025344822,-0.5297821581048814,-0.5297821581048814,-0.5297821581048814,-0.516857789183647,-0.516857789183647,-0.516857789183647,-0.48674516596576667,-0.48674516596576667,-0.48674516596576667
2018-08-05,-0.833250257459921,-0.833250257459921,-0.833250257459921,-0.9489015705159535,-0.9489015705159535,-0.9489015705159535,-1.079417085296533,-1.079417085296533,-1.079417085296533,-1.0083188140958028,-1.0083188140958028,-1.0083188140958028
2018-08-12,-0.9691163267260726,-0.9691163267260726,-0.9691163267260726,-1.0300831196800038,-1.0300831196800038,-1.0300831196800038,-1.2457458611497976,-1.2457458611497976,-1.2457458611497976,-1.2295702278850142,-1.2295702278850142,-1.2295702278850142
2018-08-19,-1.7194479568506427,-1.7194479568506427,-1.7194479568506427,-1.6345271793718983,-1.6345271793718983,-1.6345271793718983,-1.5401081159050265,-1.5401081159050265,-1.5401081159050265,-1.5188498910263473,-1.5188498910263473,-1.5188498910263473
2018-08-26,-1.5600477201223344,-1.5600477201223344,-1.5600477201223344,-1.6091969577907796,-1.6091969577907796,-1.6091969577907796,-1.641468452591925,-1.641468452591925,-1.641468452591925,-1.7371724311613017,-1.7371724311613017,-1.7371724311613017
2018-09-02,-1.4422191578978665,-1.4422191578978665,-1.4422191578978665,-1.4040614575550359,-1.4040614575550359,-1.4040614575550359,-1.2851052609361013,-1.2851052609361013,-1.2851052609361013,-1.2550234058646388,-1.2550234058646388,-1.2550234058646388
2018-09-09,-1.2594096526141831,-1.2594096526141831,-1.2594096526141831,-1.2897981744529217,-1.2897981744529217,-1.2897981744529217,-1.085654135829686,-1.085654135829686,-1.085654135829686,-1.1665101582068336,-1.1665101582068336,-1.1665101582068336
2018-09-16,-0.9922646930122837,-0.9922646930122837,-0.9922646930122837,-1.002516274630997,-1.002516274630997,-1.002516274630997,-1.2235318155308212,-1.2235318155308212,-1.2235318155308212,-1.2449049225276942,-1.2449049225276942,-1.2449049225276942
2018-09-23,-1.116047338233249,-1.116047338233249,-1.116047338233249,-1.094769474236531,-1.094769474236531,-1.094769474236531,-0.9157156936543606,-0.9157156936543606,-0.9157156936543606,-0.9424224831905854,-0.9424224831905854,-0.9424224831905854
2018-09-30,1.0871899001620822,1.0871899001620822,1.0871899001620822,1.1726649924089732,1.1726649924089732,1.1726649924089732,0.9973847389126457,0.9973847389126457,0.9973847389126457,1.0645310695616808,1.0645310695616808,1.0645310695616808
2018-10-07,1.898695387274787,1.898695387274787,1.898695387274787,1.68038953712459,1.68038953712459,1.68038953712459,1.608416007895915,1.608416007895915,1.608416007895915,1.6053064945083493,1.6053064945083493,1.6053064945083493
2018-10-14,1.9492864459118882,1.9492864459118882,1.9492864459118882,1.8435407853222203,1.8435407853222203,1.8435407853222203,2.1023149803589023,2.1023149803589023,2.1023149803589023,1.8873963863432368,1.8873963863432368,1.8873963863432368
2018-10-21,1.4962390896601745,1.4962390896601745,1.4962390896601745,1.8700679155533135,1.8700679155533135,1.8700679155533135,1.622065024408478,1.622065024408478,1.622065024408478,1.6289905295071463,1.6289905295071463,1.6289905295071463
2018-10-28,-0.01591679488088036,-0.01591679488088036,-0.01591679488088036,0.19024963590398394,0.19024963590398394,0.19024963590398394,0.11477154183151805,0.11477154183151805,0.11477154183151805,0.33332022023398383,0.33332022023398383,0.33332022023398383
2018-11-04,-0.7138337748131289,-0.7138337748131289,-0.7138337748131289,-0.46020273945545276,-0.46020273945545276,-0.46020273945545276,-0.6120070507614068,-0.6120070507614068,-0.6120070507614068,-0.363869382832882,-0.363869382832882,-0.363869382832882
2018-11-11,0.9544241587568181,0.9544241587568181,0.9544241587568181,1.0183356961838261,1.0183356961838261,1.0183356961838261,1.0376423037571636,1.0376423037571636,1.0376423037571636,0.907077684119593,0.907077684119593,0.907077684119593
2018-11-18,1.6021932066003932,1.6021932066003932,1.6021932066003932,1.3786015815583157,1.3786015815583157,1.3786015815583157,1.652800380947405,1.652800380947405,1.652800380947405,1.5445972712496017,1.5445972712496017,1.5445972712496017
2018-11-25,1.099333081844022,1.099333081844022,1.099333081844022,0.9430295590801452,0.9430295590801452,0.9430295590801452,1.1450631158141642,1.1450631158141642,1.1450631158141642,1.074557852089353,1.074557852089353,1.074557852089353
2018-12-02,1.542404016124762,1.542404016124762,1.542404016124762,1.9756265637337818,1.9756265637337818,1.9756265637337818,1.564152774120355,1.564152774120355,1.564152774120355,2.0647672611161303,2.0647672611161303,2.0647672611161303
2018-12-09,2.2470289700877433,2.2470289700877433,2.2470289700877433,2.1095291334707413,2.1095291334707413,2.1095291334707413,2.094099515492437,2.094099515492437,2.094099515492437,2.1104682973601157,2.1104682973601157,2.1104682973601157
2018-12-16,2.253530499881143,2.253530499881143,2.253530499881143,2.352781327490711,2.352781327490711,2.352781327490711,2.202171289131978,2.202171289131978,2.202171289131978,2.385133124952155,2.385133124952155,2.385133124952155
2018-12-23,1.5462152564423899,1.5462152564423899,1.5462152564423899,1.413935961353472,1.413935961353472,1.413935961353472,1.0313963068900187,1.0313963068900187,1.0313963068900187,1.4051648455183297,1.4051648455183297,1.4051648455183297
2018-12-30,0.9863450089560106,0.9863450089560106,0.9863450089560106,0.7783053355282522,0.7783053355282522,0.7783053355282522,1.0619977070862032,1.0619977070862032,1.0619977070862032,0.6472476111246663,0.6472476111246663,0.6472476111246663
2019-01-06,0.19244842390714234,0.19244842390714234,0.19244842390714234,0.016219361669034756,0.016219361669034756,0.016219361669034756,0.24614325079358837,0.24614325079358837,0.24614325079358837,0.05598233635939443,0.05598233635939443,0.05598233635939443
2019-01-13,0.09026849719945451,0.09026849719945451,0.09026849719945451,-0.07951136490797062,-0.07951136490797062,-0.07951136490797062,0.01845819485961718,0.01845819485961718,0.01845819485961718,-0.14008619529341368,-0.14008619529341368,-0.14008619529341368
2019-01-20,0.019701990202548026,0.019701990202548026,0.019701990202548026,-0.11176250384708927,-0.11176250384708927,-0.11176250384708927,0.1496224174065984,0.1496224174065984,0.1496224174065984,-0.09573619271645233,-0.09573619271645233,-0.09573619271645233
2019-01-27,0.14093668434162177,0.14093668434162177,0.14093668434162177,0.10619624516151323,0.10619624516151323,0.10619624516151323,-0.45925087732638126,-0.45925087732638126,-0.45925087732638126,0.08027453450290524,0.08027453450290524,0.08027453450290524
2019-02-03,0.04610696179172266,0.04610696179172266,0.04610696179172266,-0.09161180971807278,-0.09161180971807278,-0.09161180971807278,0.3269015214804537,0.3269015214804537,0.3269015214804537,-0.023446290089371765,-0.023446290089371765,-0.023446290089371765
2019-02-10,-0.7590167071900863,-0.7590167071900863,-0.7590167071900863,-0.8090494500023265,-0.8090494500023265,-0.8090494500023265,-1.1393094313082792,-1.1393094313082792,-1.1393094313082792,-0.7955080213860031,-0.7955080213860031,-0.7955080213860031
2019-02-17,-0.6788095008223881,-0.6788095008223881,-0.6788095008223881,-0.6902527048032803,-0.6902527048032803,-0.6902527048032803,-0.46919266192667664,-0.46919266192667664,-0.46919266192667664,-0.7545749877206878,-0.7545749877206878,-0.7545749877206878
2019-02-24,-1.7216460918103422,-1.7216460918103422,-1.7216460918103422,-1.2933915229943107,-1.2933915229943107,-1.2933915229943107,-1.5501825834728404,-1.5501825834728404,-1.5501825834728404,-1.215943568453178,-1.215943568453178,-1.215943568453178
2019-03-03,-0.23413840909286074,-0.23413840909286074,-0.23413840909286074,-0.12242934290927067,-0.12242934290927067,-0.12242934290927067,-0.05755200202789414,-0.05755200202789414,-0.05755200202789414,-0.18410182433953293,-0.18410182433953293,-0.18410182433953293
2019-03-10,0.11144495612376841,0.11144495612376841,0.11144495612376841,0.10456806692436163,0.10456806692436163,0.10456806692436163,0.4898693584586875,0.4898693584586875,0.4898693584586875,0.16687144511222038,0.16687144511222038,0.16687144511222038
2019-03-17,0.5045720450851928,0.5045720450851928,0.5045720450851928,0.7161381634640899,0.7161381634640899,0.7161381634640899,1.0090672067171964,1.0090672067171964,1.0090672067171964,0.8282199559032245,0.8282199559032245,0.8282199559032245
2019-03-24,-0.10107752740625418,-0.10107752740625418,-0.10107752740625418,-0.3006800605442645,-0.3006800605442645,-0.3006800605442645,0.16768217080570733,0.16768217080570733,0.16768217080570733,-0.17819006511585433,-0.17819006511585433,-0.17819006511585433
2019-03-31,-0.873332861605749,-0.873332861605749,-0.873332861605749,-0.9841145628734415,-0.9841145628734415,-0.9841145628734415,-0.45496517283675403,-0.45496517283675403,-0.45496517283675403,-0.8934284079036346,-0.8934284079036346,-0.8934284079036346
2019-04-07,-0.1204109828297626,-0.1204109828297626,-0.1204109828297626,-0.11395864941543402,-0.11395864941543402,-0.11395864941543402,0.20379644425674912,0.20379644425674912,0.20379644425674912,0.01644333918845323,0.01644333918845323,0.01644333918845323
2019-04-14,-0.5507633526105096,-0.5507633526105096,-0.5507633526105096,-0.656848950815899,-0.656848950815899,-0.656848950815899,-0.2782955052388827,-0.2782955052388827,-0.2782955052388827,-0.5693287876544639,-0.5693287876544639,-0.5693287876544639
2019-04-21,0.4094275247750649,0.4094275247750649,0.4094275247750649,0.10929910242753392,0.10929910242753392,0.10929910242753392,0.2407766689793847,0.2407766689793847,0.2407766689793847,-0.2460402509632804,-0.2460402509632804,-0.2460402509632804
2019-04-28,-0.11076043737791498,-0.11076043737791498,-0.11076043737791498,-0.4200020832196676,-0.4200020832196676,-0.4200020832196676,0.016532245101223177,0.016532245101223177,0.016532245101223177,-0.3670936424557099,-0.3670936424557099,-0.3670936424557099
2019-05-05,1.1980012123236965,1.1980012123236965,1.1980012123236965,1.4959646989429276,1.4959646989429276,1.4959646989429276,0.9559548855995769,0.9559548855995769,0.9559548855995769,0.9888641595382208,0.9888641595382208,0.9888641595382208
2019-05-12,2.062598317343867,2.062598317343867,2.062598317343867,2.0061544176603636,2.0061544176603636,2.0061544176603636,2.067201947965541,2.067201947965541,2.067201947965541,2.179954395610452,2.179954395610452,2.179954395610452
2019-05-19,2.451041784646182,2.451041784646182,2.451041784646182,2.461422821181023,2.461422821181023,2.461422821181023,2.4368680193068615,2.4368680193068615,2.4368680193068615,2.4147583672150312,2.4147583672150312,2.4147583672150312
2019-05-26,2.433567483592284,2.433567483592284,2.433567483592284,2.4498492919437096,2.4498492919437096,2.4498492919437096,2.5313518193987425,2.5313518193987425,2.5313518193987425,2.483876236840847,2.483876236840847,2.483876236840847
2019-06-02,1.6762423087835292,1.6762423087835292,1.6762423087835292,1.6204843568773275,1.6204843568773275,1.6204843568773275,1.6052781471403552,1.6052781471403552,1.6052781471403552,1.6074905297642736,1.6074905297642736,1.6074905297642736
2019-06-09,1.1631927598311804,1.1631927598311804,1.1631927598311804,1.090660888653711,1.090660888653711,1.090660888653711,1.2444938380366342,1.2444938380366342,1.2444938380366342,1.2018558667733699,1.2018558667733699,1.2018558667733699
2019-06-16,0.994055283364227,0.994055283364227,0.994055283364227,0.9675251998025451,0.9675251998025451,0.9675251998025451,0.9338028866459429,0.9338028866459429,0.9338028866459429,0.9461482415230876,0.9461482415230876,0.9461482415230876
2019-06-23,0.9125232525466287,0.9125232525466287,0.9125232525466287,0.8596301114199942,0.8596301114199942,0.8596301114199942,0.9047924534928323,0.9047924534928323,0.9047924534928323,0.8931496647669773,0.8931496647669773,0.8931496647669773
2019-06-30,0.6576684288897732,0.6576684288897732,0.6576684288897732,0.705385176069387,0.705385176069387,0.705385176069387,0.6767505109389848,0.6767505109389848,0.6767505109389848,0.6393477061958734,0.6393477061958734,0.6393477061958734
2019-07-07,0.6137576341383715,0.6137576341383715,0.6137576341383715,0.5549904769052715,0.5549904769052715,0.5549904769052715,0.4128629376419951,0.4128629376419951,0.4128629376419951,0.37545248344794163,0.37545248344794163,0.37545248344794163
2019-07-14,0.30452420677965464,0.30452420677965464,0.30452420677965464,0.24385841089853627,0.24385841089853627,0.24385841089853627,0.40554922863219567,0.40554922863219567,0.40554922863219567,0.3698868815400099,0.3698868815400099,0.3698868815400099
2019-07-21,0.3295735910080021,0.3295735910080021,0.3295735910080021,0.2638376336118198,0.2638376336118198,0.2638376336118198,0.24198095709375234,0.24198095709375234,0.24198095709375234,0.23744495334072183,0.23744495334072183,0.23744495334072183
2019-07-28,1.2558659416544273,1.2558659416544273,1.2558659416544273,1.4588715306884399,1.4588715306884399,1.4588715306884399,1.3788276629749037,1.3788276629749037,1.3788276629749037,1.5152028433719082,1.5152028433719082,1.5152028433719082
2019-08-04,1.7776303023704596,1.7776303023704596,1.7776303023704596,1.995286095337836,1.995286095337836,1.995286095337836,1.8322943228657818,1.8322943228657818,1.8322943228657818,2.1531097575698044,2.1531097575698044,2.1531097575698044
2019-08-11,2.9619413898936275,2.9619413898936275,2.9619413898936275,2.784651026524898,2.784651026524898,2.784651026524898,2.7079397588792338,2.7079397588792338,2.7079397588792338,2.5459227108384983,2.5459227108384983,2.5459227108384983
2019-08-18,1.1676214799347335,1.1676214799347335,1.1676214799347335,1.47791828069437,1.47791828069437,1.47791828069437,1.2428916260426235,1.2428916260426235,1.2428916260426235,1.7023678781266878,1.7023678781266878,1.7023678781266878
2019-08-25,0.4150862708794866,0.4150862708794866,0.4150862708794866,0.5695774546866343,0.5695774546866343,0.5695774546866343,0.49988517645036307,0.49988517645036307,0.49988517645036307,0.6745393364748015,0.6745393364748015,0.6745393364748015
2019-09-01,-0.4770610128297329,-0.4770610128297329,-0.4770610128297329,-0.5569787942368564,-0.5569787942368564,-0.5569787942368564,-0.6262730495981443,-0.6262730495981443,-0.6262730495981443,-0.5592598474139605,-0.5592598474139605,-0.5592598474139605
2019-09-08,-1.6000428553862107,-1.6000428553862107,-1.6000428553862107,-1.586745630031556,-1.586745630031556,-1.586745630031556,-1.572391420731935,-1.572391420731935,-1.572391420731935,-1.5157861836916784,-1.5157861836916784,-1.5157861836916784
2019-09-15,-1.033537331554027,-1.033537331554027,-1.033537331554027,-0.8193375542935757,-0.8193375542935757,-0.8193375542935757,-0.9859266881216728,-0.9859266881216728,-0.9859266881216728,-0.7377982576903345,-0.7377982576903345,-0.7377982576903345
2019-09-22,-0.8895562393486292,-0.8895562393486292,-0.8895562393486292,-0.9561498090708678,-0.9561498090708678,-0.9561498090708678,-0.957731454429559,-0.957731454429559,-0.957731454429559,-0.993234972098266,-0.993234972098266,-0.993234972098266
2019-09-29,-0.5556222857310722,-0.5556222857310722,-0.5556222857310722,-0.6288702491776652,-0.6288702491776652,-0.6288702491776652,-0.6469068933893811,-0.6469068933893811,-0.6469068933893811,-0.6980061643757701,-0.6980061643757701,-0.6980061643757701
2019-10-06,-1.0767910298012682,-1.0767910298012682,-1.0767910298012682,-1.1113593336556113,-1.1113593336556113,-1.1113593336556113,-1.2893288105186418,-1.2893288105186418,-1.2893288105186418,-1.1837928523339674,-1.1837928523339674,-1.1837928523339674
2019-10-13,-1.0616976241668596,-1.0616976241668596,-1.0616976241668596,-1.0713442212209912,-1.0713442212209912,-1.0713442212209912,-1.0186140697085184,-1.0186140697085184,-1.0186140697085184,-1.0779537851913685,-1.0779537851913685,-1.0779537851913685
2019-10-20,-1.3060815578760951,-1.3060815578760951,-1.3060815578760951,-1.3127126961763762,-1.3127126961763762,-1.3127126961763762,-1.3786073936706416,-1.3786073936706416,-1.3786073936706416,-1.380569457060992,-1.380569457060992,-1.380569457060992
2019-10-27,-1.0830039214824076,-1.0830039214824076,-1.0830039214824076,-1.074253600733463,-1.074253600733463,-1.074253600733463,-1.0356777287849144,-1.0356777287849144,-1.0356777287849144,-1.042097201869519,-1.042097201869519,-1.042097201869519
2019-11-03,-1.3404134858013805,-1.3404134858013805,-1.3404134858013805,-1.2385070883590796,-1.2385070883590796,-1.2385070883590796,-1.3381376671780567,-1.3381376671780567,-1.3381376671780567,-1.2426939550764977,-1.2426939550764977,-1.2426939550764977
2019-11-10,-1.2464131158300182,-1.2464131158300182,-1.2464131158300182,-1.201839554244898,-1.201839554244898,-1.201839554244898,-1.2579662935327673,-1.2579662935327673,-1.2579662935327673,-1.196276552677054,-1.196276552677054,-1.196276552677054
2019-11-17,-0.3505272990189959,-0.3505272990189959,-0.3505272990189959,-0.37949742082935967,-0.37949742082935967,-0.37949742082935967,-0.41071481979913244,-0.41071481979913244,-0.41071481979913244,-0.4898443466249225,-0.4898443466249225,-0.4898443466249225
2019-11-24,-1.260000913242509,-1.260000913242509,-1.260000913242509,-1.0524868034828572,-1.0524868034828572,-1.0524868034828572,-1.2107016959626928,-1.2107016959626928,-1.2107016959626928,-0.9852242354806515,-0.9852242354806515,-0.9852242354806515
2019-12-01,-0.4785230751780364,-0.4785230751780364,-0.4785230751780364,-0.6045464257246745,-0.6045464257246745,-0.6045464257246745,-1.0805420340190242,-1.0805420340190242,-1.0805420340190242,-1.1080426429744623,-1.1080426429744623,-1.1080426429744623
2019-12-08,-1.0645439586154368,-1.0645439586154368,-1.0645439586154368,-0.810108576599593,-0.810108576599593,-0.810108576599593,-0.9168682972111544,-0.9168682972111544,-0.9168682972111544,-0.6490116725186623,-0.6490116725186623,-0.6490116725186623
2019-12-15,-1.1477117099634626,-1.1477117099634626,-1.1477117099634626,-1.2694452325556165,-1.2694452325556165,-1.2694452325556165,-1.1597708769967854,-1.1597708769967854,-1.1597708769967854,-1.1560128077345295,-1.1560128077345295,-1.1560128077345295
2019-12-22,-1.0006951495868275,-1.0006951495868275,-1.0006951495868275,-1.1972769230361884,-1.1972769230361884,-1.1972769230361884,-1.1075485633659232,-1.1075485633659232,-1.1075485633659232,-1.2502003251711036,-1.2502003251711036,-1.2502003251711036
2019-12-29,-0.5693622432698184,-0.5693622432698184,-0.5693622432698184,-0.7751930554217266,-0.7751930554217266,-0.7751930554217266,-0.6055328682573521,-0.6055328682573521,-0.6055328682573521,-0.7898553032318572,-0.7898553032318572,-0.7898553032318572
